rank,molecule_chembl_id,pref_name,pred_pIC50,pred_active_prob,nn_tanimoto_to_potent,nn_potent_id,nn_potent_pIC50,ad_max_sim_to_train,in_domain,pains,consensus_score,first_approval,withdrawn_flag,clean_smiles
503,CHEMBL3989517,IOFLUPANE I 123,5.991785636023032,0.4845,0.21951219512195122,CHEMBL4863227,8.2518119729938,0.21951219512195122,False,False,0.6949099287808965,2000.0,False,COC(=O)[C@H]1[C@@H](c2ccc([123I])cc2)C[C@@H]2CC[C@H]1N2CCCF
504,CHEMBL2103873,MACITENTAN,6.2594737199234665,0.368,0.20930232558139536,CHEMBL4483087,7.2839966563652,0.2894736842105263,False,False,0.6949099287808965,2010.0,False,CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1
505,CHEMBL661,ALPRAZOLAM,5.38368536363513,0.244,0.3114754098360656,CHEMBL2347776,8.259637310505756,0.3220338983050847,True,False,0.6949099287808965,1981.0,False,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2
506,CHEMBL2068724,ACAMPROSATE CALCIUM,5.915246789486167,0.24533333333333335,0.2222222222222222,CHEMBL3310847,7.292429823902063,0.22807017543859648,False,False,0.6947004608294931,2004.0,False,CC(=O)NCCCS(=O)(=O)[O-]
507,CHEMBL1372950,NICERGOLINE,5.674639604041188,0.36906666666666665,0.23636363636363636,CHEMBL4448431,7.772113295386326,0.23636363636363636,False,True,0.6944909928780896,,False,CO[C@]12C[C@@H](COC(=O)c3cncc(Br)c3)CN(C)[C@@H]1Cc1cn(C)c3cccc2c13
508,CHEMBL473,DOFETILIDE,6.1897942370872245,0.34,0.2112676056338028,CHEMBL3746997,7.552841968657781,0.2857142857142857,False,False,0.6942815249266863,1999.0,False,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
509,CHEMBL9967,PIRENZEPINE,5.7900238535149064,0.357,0.22784810126582278,CHEMBL5218729,7.075720713938118,0.3108108108108108,True,False,0.6940720569752827,,False,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
510,CHEMBL492,ETIDOCAINE,5.6356186490261075,0.3584,0.23943661971830985,CHEMBL4205153,7.346787486224656,0.23943661971830985,False,False,0.6937578550481777,1976.0,False,CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C
511,CHEMBL1525826,SULFALENE,5.696694441234025,0.272,0.23404255319148937,CHEMBL3310974,7.070581074285707,0.29411764705882354,False,False,0.6934436531210725,,False,COc1nccnc1NS(=O)(=O)c1ccc(N)cc1
512,CHEMBL57,NEVIRAPINE,5.907695847466628,0.3310333333333333,0.2222222222222222,CHEMBL4869578,8.086186147616283,0.26865671641791045,False,False,0.6934436531210725,1996.0,False,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1
513,CHEMBL1945778,IOFLUPANE,5.979625512704585,0.524,0.21951219512195122,CHEMBL4863227,8.2518119729938,0.21951219512195122,False,False,0.6932341851696691,2000.0,False,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF
514,CHEMBL2181927,FINERENONE,5.389241695893784,0.409,0.30303030303030304,CHEMBL4475838,7.716698771296451,0.30303030303030304,True,False,0.6929199832425639,2021.0,False,CCOc1ncc(C)c2c1[C@H](c1ccc(C#N)cc1OC)C(C(N)=O)=C(C)N2
515,CHEMBL3545376,ERDAFITINIB,6.393047066176454,0.367,0.20388349514563106,CHEMBL5950913,7.6307841425898575,0.23655913978494625,False,False,0.6929199832425639,2019.0,False,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1
516,CHEMBL1172,DESLORATADINE,5.54213108459748,0.294,0.25806451612903225,CHEMBL2347776,8.259637310505756,0.2608695652173913,False,False,0.6923963133640553,2001.0,False,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
517,CHEMBL1550,PHYTONADIONE,5.968600650914708,0.298,0.21951219512195122,CHEMBL4210456,7.119186407719209,0.3333333333333333,True,True,0.6921868454126519,1982.0,False,CC1=C(C/C=C(\C)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(=O)c2ccccc2C1=O
518,CHEMBL1469,PHENYLBUTANOIC ACID,5.343885002167217,0.188,0.358974358974359,CHEMBL6168947,7.0915149811213505,0.4482758620689655,True,False,0.6921868454126519,1996.0,False,O=C(O)CCCc1ccccc1
519,CHEMBL533,IBUTILIDE,6.265639850129111,0.33675,0.2077922077922078,CHEMBL4205153,7.346787486224656,0.25,False,False,0.6911395056556346,1995.0,False,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1
520,CHEMBL73234,CARBETAPENTANE,5.556898083729868,0.2542,0.2535211267605634,CHEMBL4636709,8.026970469807438,0.2727272727272727,False,False,0.6909300377042313,,True,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1
521,CHEMBL502182,ELAGOLIX SODIUM,5.859560616987271,0.388,0.22429906542056074,CHEMBL5814027,7.442492798094342,0.24752475247524752,False,False,0.6909300377042312,2018.0,False,COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)[O-])c3ccccc3)c2=O)c1F
522,CHEMBL268869,SULFAMETHOXYPYRIDAZINE,5.6315430358422125,0.2796666666666666,0.2391304347826087,CHEMBL3310974,7.070581074285707,0.3,True,False,0.6908253037285296,,True,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1
523,CHEMBL1213492,GIVINOSTAT,5.569510352540588,0.378,0.25,CHEMBL4637907,8.080921907623926,0.28,False,False,0.6908253037285295,2024.0,False,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(C(=O)NO)cc3)ccc2c1
524,CHEMBL638,VORICONAZOLE,5.558767850332475,0.39,0.25301204819277107,CHEMBL5982293,7.503070351926785,0.25301204819277107,False,False,0.6905111018014244,2002.0,False,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F
525,CHEMBL238071,VINDESINE,6.406545187916186,0.5355333333333333,0.2028985507246377,CHEMBL4521139,8.060480747381382,0.2028985507246377,False,False,0.6904063678257226,,False,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(N)=O)[C@H](O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
526,CHEMBL1199324,FOSAPREPITANT,5.993406282457387,0.4756666666666667,0.21782178217821782,CHEMBL4778760,8.154901959985743,0.22330097087378642,False,False,0.690301633850021,2008.0,False,C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
527,CHEMBL1289494,TIVOZANIB,5.356002261970742,0.456,0.32098765432098764,CHEMBL5914527,7.060480747381382,0.32098765432098764,True,False,0.6901968998743192,2017.0,False,COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC
528,CHEMBL1200991,CARBENICILLIN INDANYL SODIUM,6.520369999727647,0.3745,0.19801980198019803,CHEMBL4060089,7.289198036565084,0.25263157894736843,False,False,0.6900921658986175,1972.0,False,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
529,CHEMBL1237119,TREPROSTINIL,6.256767354187996,0.45416666666666666,0.2079207920792079,CHEMBL5787202,9.008773924307503,0.23255813953488372,False,False,0.6896732299958106,2002.0,False,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)O)c3C[C@H]2C[C@H]1O
530,CHEMBL4297185,DAROLUTAMIDE,5.741917989841543,0.4422651515151515,0.22916666666666666,CHEMBL4870583,7.136677139879544,0.24324324324324326,False,False,0.6888353581901969,2019.0,False,CC(O)c1cc(C(=O)N[C@@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1
531,CHEMBL1909072,PIPAMAZINE,5.598203914283911,0.299,0.24285714285714285,CHEMBL4745027,7.045757490560675,0.24285714285714285,False,False,0.6879974863845831,,True,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
532,CHEMBL1779710,EVOGLIPTIN,5.928363863520617,0.43646666666666667,0.21978021978021978,CHEMBL4853672,8.356547323513812,0.23809523809523808,False,False,0.6878927524088815,2015.0,False,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F
533,CHEMBL1746,SODIUM PHENYLBUTYRATE,5.33776217917124,0.16,0.34146341463414637,CHEMBL6168947,7.0915149811213505,0.41935483870967744,True,False,0.6878927524088814,1996.0,False,O=C([O-])CCCc1ccccc1
534,CHEMBL3707313,TRIFAROTENE,6.0066168247059295,0.3373333333333333,0.2159090909090909,CHEMBL4789491,8.0,0.2987012987012987,False,False,0.6877880184331797,2019.0,False,CC(C)(C)c1cc(-c2cc(-c3ccc(C(=O)O)cc3)ccc2OCCO)ccc1N1CCCC1
535,CHEMBL3545110,RIBOCICLIB,6.021620653136252,0.4468666666666667,0.21505376344086022,CHEMBL5798354,8.292429823902063,0.2413793103448276,False,False,0.6873690825303729,2017.0,False,CN(C)C(=O)c1cc2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n1C1CCCC1
536,CHEMBL115,INDINAVIR ANHYDROUS,6.022771926295421,0.4177,0.21495327102803738,CHEMBL4537319,7.508638306165727,0.24,False,False,0.6870548806032677,1996.0,False,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
537,CHEMBL70418,CLOBAZAM,5.414692194042502,0.294,0.2833333333333333,CHEMBL3764144,7.120330794367947,0.3090909090909091,True,False,0.6866359447004609,2005.0,False,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
538,CHEMBL9,NORFLOXACIN,5.676896760451136,0.2813666666666667,0.23376623376623376,CHEMBL5414894,7.0,0.2702702702702703,False,False,0.686217008797654,1986.0,False,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
539,CHEMBL75880,PERHEXILINE,6.452179026217995,0.208,0.2,CHEMBL3629569,7.159379381312206,0.2692307692307692,False,False,0.6855886049434436,1974.0,True,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1
540,CHEMBL569713,SCOPOLAMINE,6.049762746790551,0.2965,0.21333333333333335,CHEMBL4849825,7.265531097167269,0.24285714285714285,False,False,0.6853791369920402,1979.0,False,CN1[C@@H]2C[C@@H](OC(=O)[C@H](CO)c3ccccc3)C[C@H]1[C@@H]1O[C@@H]12
541,CHEMBL527,PIROXICAM,5.7075261350316,0.434,0.23076923076923078,CHEMBL4848098,8.638272163982407,0.2602739726027397,False,False,0.6852744030163385,1982.0,False,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
542,CHEMBL46516,FLUSPIRILENE,5.74674471037719,0.36923333333333336,0.22727272727272727,CHEMBL4748868,7.236572006437063,0.26865671641791045,False,False,0.6849602010892334,,False,O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2
543,CHEMBL887,RASAGILINE,5.540506345522815,0.27266666666666667,0.2545454545454545,CHEMBL4454553,7.201591532042205,0.38461538461538464,True,False,0.6846459991621281,2005.0,False,C#CCN[C@@H]1CCc2ccccc21
544,CHEMBL561157,TREPROSTINIL SODIUM,6.279220572688016,0.4461666666666667,0.20588235294117646,CHEMBL5787202,9.008773924307503,0.2159090909090909,False,False,0.6841223292836196,2020.0,False,CCCCC[C@H](O)CC[C@@H]1[C@H]2Cc3cccc(OCC(=O)[O-])c3C[C@H]2C[C@H]1O
545,CHEMBL1201754,RUFINAMIDE,5.685076831198594,0.273,0.23214285714285715,CHEMBL5433373,7.301029995663981,0.25,False,False,0.6837033933808128,2007.0,False,NC(=O)c1cn(Cc2c(F)cccc2F)nn1
546,CHEMBL2042122,FLUTEMETAMOL F 18,6.0700540085252594,0.33,0.2125,CHEMBL6024162,8.086186147616283,0.24489795918367346,False,False,0.6837033933808128,2013.0,False,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1[18F]
547,CHEMBL579205,FLUTEMETAMOL,6.0700540085252594,0.33,0.2125,CHEMBL6024162,8.086186147616283,0.24489795918367346,False,False,0.6837033933808128,2013.0,False,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F
548,CHEMBL221959,TOFACITINIB,5.867251166345955,0.445,0.2222222222222222,CHEMBL4794331,7.443697499232712,0.2222222222222222,False,False,0.6831797235023042,2012.0,False,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12
549,CHEMBL2103830,FOSTAMATINIB,6.241038955514558,0.5163333333333333,0.20689655172413793,CHEMBL4521139,8.060480747381382,0.26666666666666666,False,False,0.6829702555509007,2018.0,False,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)(O)O)C(=O)C(C)(C)O4)n2)cc(OC)c1OC
550,CHEMBL1578,ANISOTROPINE METHYLBROMIDE,6.824511792128391,0.4751111111111111,0.18840579710144928,CHEMBL4849825,7.265531097167269,0.19230769230769232,False,False,0.6826560536237956,1962.0,False,CCCC(CCC)C(=O)O[C@H]1C[C@H]2CC[C@@H](C1)[N+]2(C)C
551,CHEMBL865,VALDECOXIB,5.345130471333307,0.18,0.3148148148148148,CHEMBL4741069,7.522878745280337,0.3148148148148148,True,False,0.6826560536237956,2001.0,True,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1
552,CHEMBL1644,CEFADROXIL,6.645359649467019,0.312,0.19318181818181818,CHEMBL5934554,9.0,0.22033898305084745,False,False,0.6823418516966904,1978.0,False,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
553,CHEMBL702,PIPERACILLIN,6.485734053191608,0.4005,0.1978021978021978,CHEMBL4860594,7.585026652029182,0.2289156626506024,False,False,0.6822371177209887,1981.0,False,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O
554,CHEMBL400599,BENFLUOREX,5.3202865335353655,0.259,0.3333333333333333,CHEMBL4462450,7.045757490560675,0.36538461538461536,True,False,0.6808755760368663,1974.0,True,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1
555,CHEMBL290916,EDARAVONE,5.4079915495659305,0.276,0.27906976744186046,CHEMBL4300931,7.0,0.27906976744186046,False,False,0.6799329702555509,2017.0,False,CC1=NN(c2ccccc2)C(=O)C1
556,CHEMBL729,LOPINAVIR,6.376742929199854,0.4194,0.20202020202020202,CHEMBL4568628,7.217076090663241,0.22105263157894736,False,False,0.6794093003770423,2000.0,False,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O
557,CHEMBL3137318,TALAZOPARIB TOSYLATE,5.93528095998586,0.4307428571428572,0.21649484536082475,CHEMBL6063420,9.10790539730952,0.273972602739726,False,False,0.6793045664013406,2018.0,False,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1
558,CHEMBL1657,TAZAROTENE,5.689818079000028,0.3043333333333333,0.23,CHEMBL4543807,7.286509456906058,0.2835820895522388,False,False,0.6786761625471303,1997.0,False,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
559,CHEMBL1480,FELODIPINE,5.4794049811850805,0.3012666666666667,0.2631578947368421,CHEMBL4849654,7.366531544420414,0.31343283582089554,True,False,0.6784666945957268,1991.0,False,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl
560,CHEMBL1200543,ANILERIDINE PHOSPHATE,5.626902712622189,0.305,0.23529411764705882,CHEMBL4447760,7.767003889607846,0.2727272727272727,False,True,0.6783619606200251,1982.0,False,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1
561,CHEMBL70972,SERATRODAST,5.982977693270402,0.22933333333333333,0.21428571428571427,CHEMBL3310846,7.1487416512809245,0.27941176470588236,False,True,0.6783619606200251,1995.0,False,CC1=C(C)C(=O)C(C(CCCCCC(=O)O)c2ccccc2)=C(C)C1=O
562,CHEMBL1371,CHLORZOXAZONE,5.717853775468078,0.1615,0.22727272727272727,CHEMBL4871312,7.4622265193037345,0.36585365853658536,True,False,0.6778382907415166,1958.0,False,O=c1[nH]c2cc(Cl)ccc2o1
563,CHEMBL4297517,MAVACAMTEN,6.247910408528649,0.204,0.2054794520547945,CHEMBL4799004,8.301029995663981,0.24615384615384617,False,False,0.6778382907415166,2022.0,False,CC(C)n1c(=O)cc(N[C@@H](C)c2ccccc2)[nH]c1=O
564,CHEMBL3188267,CAPMATINIB,5.706756751877777,0.516,0.22772277227722773,CHEMBL6055790,7.412289034981089,0.2441860465116279,False,False,0.6762672811059908,2020.0,False,CNC(=O)c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1F
565,CHEMBL2105023,INDIGOTINDISULFONATE SODIUM,5.435232234869285,0.12836666666666668,0.2692307692307692,CHEMBL3763166,7.444907236294419,0.28,False,True,0.6761625471302891,2022.0,False,O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21
566,CHEMBL4594350,ADAGRASIB,6.035133512797347,0.5111666666666667,0.211864406779661,CHEMBL4764265,7.823908740944319,0.211864406779661,False,False,0.675429409300377,2022.0,False,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N
567,CHEMBL1200359,SULFAMETER,5.501688213495107,0.172,0.25757575757575757,CHEMBL3310845,7.229147988357855,0.3541666666666667,True,False,0.6753246753246753,1966.0,False,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
568,CHEMBL31,GATIFLOXACIN,6.330560881881907,0.32882023809523814,0.20212765957446807,CHEMBL5776014,8.178486471595226,0.2345679012345679,False,False,0.6751152073732719,1999.0,True,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
569,CHEMBL3989850,ECAMSULE,6.151335301457947,0.2823333333333334,0.2077922077922078,CHEMBL4648181,7.210108201691595,0.208955223880597,False,False,0.6748010054461667,2006.0,False,CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1
570,CHEMBL1126,PENICILLIN G SODIUM,5.723562577083221,0.238,0.22580645161290322,CHEMBL3747340,8.301029995663981,0.2835820895522388,False,False,0.6748010054461667,1982.0,False,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-]
571,CHEMBL6068328,ELTROMBOPAG CHOLINE,5.65643851081775,0.394,0.23170731707317074,CHEMBL4763470,7.0915149811213505,0.2696629213483146,False,True,0.6745915374947633,2023.0,False,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)[O-])c2)c1O
572,CHEMBL1091250,INDIGOTINDISULFONATE,5.458625831122935,0.1737,0.2641509433962264,CHEMBL3763166,7.444907236294419,0.2765957446808511,False,True,0.6741726015919565,2022.0,False,O=C1/C(=C2\Nc3ccc(S(=O)(=O)O)cc3C2=O)Nc2ccc(S(=O)(=O)O)cc21
573,CHEMBL215303,GARENOXACIN,6.477748220696249,0.362,0.1958762886597938,CHEMBL4214437,7.853871964321762,0.21649484536082475,False,False,0.6736489317134479,2007.0,False,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21
574,CHEMBL1278,NARATRIPTAN,5.566479350585723,0.292,0.24390243902439024,CHEMBL5427485,7.698970004336019,0.34375,True,False,0.6735441977377461,1998.0,False,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
575,CHEMBL1484,NICARDIPINE,5.65021214946768,0.2895,0.23157894736842105,CHEMBL5880422,8.259637310505756,0.2682926829268293,False,False,0.6728110599078341,1988.0,False,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1
576,CHEMBL621,TRAZODONE,5.383752009201577,0.3826666666666667,0.28125,CHEMBL4749726,7.397940008672037,0.2982456140350877,False,False,0.6726015919564307,1981.0,False,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
577,CHEMBL2105745,GLYCEROL PHENYLBUTYRATE,5.386865744524227,0.2026666666666667,0.28,CHEMBL6168947,7.0915149811213505,0.358974358974359,True,False,0.6726015919564307,2013.0,False,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
578,CHEMBL32,MOXIFLOXACIN,6.2435127997908655,0.42082023809523816,0.20408163265306123,CHEMBL5814027,7.442492798094342,0.23809523809523808,False,False,0.6724968579807289,1999.0,False,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12
579,CHEMBL2336071,SIPONIMOD,6.122991505886955,0.45699999999999996,0.20833333333333334,CHEMBL4740285,7.226235711770109,0.2653061224489796,False,False,0.6724968579807289,2019.0,False,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1
580,CHEMBL1194,PRILOCAINE,5.335048172451824,0.228,0.3013698630136986,CHEMBL4585858,7.430626090384954,0.3333333333333333,True,False,0.6723921240050272,1965.0,False,CCCNC(C)C(=O)Nc1ccccc1C
581,CHEMBL878,METOLAZONE,5.830136852313037,0.21333333333333335,0.22077922077922077,CHEMBL6167358,7.08460016478773,0.3,True,False,0.6723921240050272,1973.0,False,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C
582,CHEMBL1463,FLUCYTOSINE,5.695560102619422,0.19446666666666668,0.22727272727272727,CHEMBL3966057,7.107905397309519,0.22727272727272727,False,False,0.6717637201508169,1971.0,False,Nc1nc(=O)[nH]cc1F
583,CHEMBL461101,ELTROMBOPAG,5.616540075209821,0.354,0.2345679012345679,CHEMBL4763470,7.0915149811213505,0.2857142857142857,False,True,0.6715542521994136,2008.0,False,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O
584,CHEMBL184412,DRONEDARONE,6.056787812383346,0.41,0.21,CHEMBL5802952,8.22767829327708,0.24390243902439024,False,False,0.67134478424801,2009.0,False,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
585,CHEMBL1201056,SULFACYTINE,5.577798317705462,0.296,0.24,CHEMBL3310974,7.070581074285707,0.2459016393442623,False,False,0.67134478424801,1975.0,False,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O
586,CHEMBL5095056,BENZGALANTAMINE,5.789172130086174,0.39313333333333333,0.2222222222222222,CHEMBL4441700,7.254144804826271,0.24761904761904763,False,False,0.670611646418098,2024.0,False,COc1ccc2c3c1O[C@H]1C[C@@H](OC(=O)c4ccccc4)C=C[C@@]31CCN(C)C2
587,CHEMBL672,FENOFIBRATE,5.349337003981811,0.2686666666666666,0.2923076923076923,CHEMBL4860098,7.853871964321762,0.2923076923076923,False,False,0.670611646418098,1993.0,False,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1
588,CHEMBL3989908,ENASIDENIB,5.476962915439428,0.408,0.25925925925925924,CHEMBL4847982,7.397940008672037,0.265625,False,False,0.6702974444909928,2017.0,False,CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1
589,CHEMBL139,DICLOFENAC,5.475296360822205,0.293,0.25925925925925924,CHEMBL4872488,8.040958607678906,0.32432432432432434,True,False,0.669878508588186,1988.0,False,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl
590,CHEMBL1480987,CYCLANDELATE,6.053407902470165,0.33836666666666665,0.20987654320987653,CHEMBL4447760,7.767003889607846,0.24489795918367346,False,False,0.6695643066610808,,False,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1
591,CHEMBL4279047,VORASIDENIB,5.39623129945627,0.312,0.2727272727272727,CHEMBL4639564,7.568636235841013,0.2727272727272727,False,False,0.6671554252199413,2024.0,False,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F
592,CHEMBL3546271,FLORTAUCIPIR,5.355488965792053,0.23866666666666667,0.2857142857142857,CHEMBL355606,7.292429823902063,0.3902439024390244,True,False,0.6670506912442397,2020.0,False,Fc1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1
593,CHEMBL3545253,FLORTAUCIPIR F 18,5.355488965792053,0.23866666666666667,0.2857142857142857,CHEMBL355606,7.292429823902063,0.3902439024390244,True,False,0.6670506912442397,2020.0,False,[18F]c1ccc(-c2ccc3c(c2)[nH]c2ccncc23)cn1
594,CHEMBL291657,CRINECERFONT,6.53252888172184,0.47003333333333336,0.19148936170212766,CHEMBL5792634,7.94692155651658,0.19801980198019803,False,False,0.6662128194386259,2024.0,False,C#CCN(c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1)[C@@H](CC1CC1)c1ccc(C)c(F)c1
595,CHEMBL576127,FENSPIRIDE,5.555913101932142,0.2715,0.24324324324324326,CHEMBL5437117,7.698970004336019,0.3090909090909091,True,False,0.6661080854629242,,True,O=C1NCC2(CCN(CCc3ccccc3)CC2)O1
596,CHEMBL1628502,GABAPENTIN ENACARBIL,6.893145405226742,0.389,0.18181818181818182,CHEMBL4647572,7.698970004336019,0.18421052631578946,False,False,0.6655844155844156,2011.0,False,CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C
597,CHEMBL8,CIPROFLOXACIN,6.310688081879186,0.3007333333333334,0.2,CHEMBL4776703,7.332773124424534,0.2702702702702703,False,False,0.6654796816087138,1987.0,False,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
598,CHEMBL1639,ALISKIREN,6.260897874848899,0.4121818181818182,0.20212765957446807,CHEMBL5094068,8.200659450546418,0.23333333333333334,False,False,0.6652702136573104,2007.0,False,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
599,CHEMBL2107831,LUSUTROMBOPAG,5.7444813522070675,0.4445,0.2222222222222222,CHEMBL4857086,7.318758762624412,0.24242424242424243,False,False,0.6634897360703813,2018.0,False,CCCCCCO[C@@H](C)c1cccc(-c2csc(NC(=O)c3cc(Cl)c(/C=C(\C)C(=O)O)c(Cl)c3)n2)c1OC
