clean_smiles,pIC50,molecule_chembl_id,n_measurements,pref_name,pains
CNC(=O)c1c(C)noc1C1CCN(c2cc(C(F)(F)F)cc3cncn23)CC1,6.400116927926312,CHEMBL5930700,1,,False
CNC(=O)c1ccc(NC(=O)Nc2c(-c3ccccc3)ccc3cncn23)cc1,6.057991946977687,CHEMBL6047755,1,,False
CNP(=O)(CCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1)NC,7.314258261397736,CHEMBL5852234,1,,False
CNP(=O)(CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1)NC,6.253365801062421,CHEMBL5909781,1,,False
CNS(=O)(=O)CCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.309803919971486,CHEMBL5748002,1,,False
CNS(=O)(=O)CCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.267606240177032,CHEMBL6026255,1,,False
CNS(=O)(=O)N1CC(CNc2nonc2C(=NO)Nc2ccc(F)c(Br)c2)C1,7.161150909262744,CHEMBL5842580,1,,False
CNS(=O)(=O)NC(=O)CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.2380721615794705,CHEMBL5954308,1,,False
CNc1c(NCCSc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)c(=O)c1=O,7.645891560852599,CHEMBL5927198,1,,False
CNc1ccc(C(O)c2c(C)sc3cncn23)cc1,5.844663962534939,CHEMBL6012813,1,,False
CNc1ccc(O)c2ccccc12,4.903089986991944,CHEMBL571240,1,,False
CNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.426935982160881,CHEMBL4076756,2,,False
COC(=O)/C(C#N)=C(\C#N)c1ccc(Br)o1,5.6487416512809245,CHEMBL3318327,2,,False
COC(=O)/C(C#N)=C1/C(=O)Nc2ccccc21,5.7447274948966935,CHEMBL3318329,1,,False
COC(=O)/C1=C/c2c([nH]c3ccccc23)/C(C(=O)OC)=C\c2c1[nH]c1ccccc21,5.698970004336019,CHEMBL377236,2,CAULERPIN,False
COC(=O)C(CCONc1nonc1/C(=N/O)Nc1ccc(F)c(F)c1)NS(N)(=O)=O,7.1938200260161125,CHEMBL5897919,1,,False
COC(=O)C(N)CCONc1nonc1/C(=N/O)Nc1ccc(F)c(F)c1,6.853871964321762,CHEMBL5880968,1,,False
COC(=O)C(N)c1ccc2ccccc2c1,3.7721132953863266,CHEMBL4161086,1,,False
COC(=O)C1(C)C=CC2=C(O1)C(=O)c1ccccc1C2=O,6.607303046740334,CHEMBL260744,1,,True
COC(=O)C1(Sc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)CCC1,8.229147988357855,CHEMBL5937692,1,,False
COC(=O)C1CCCN(Cc2ccc3nc4n(c(=O)c3c2)-c2ccc(F)cc2C4=O)C1,6.138231119233971,CHEMBL4643729,2,,False
COC(=O)C1CCCN1Cc1ccc2nc3n(c(=O)c2c1)-c1ccc(F)cc1C3=O,6.246072064152084,CHEMBL4646483,2,,False
COC(=O)C1CCN(Cc2ccc3nc4n(c(=O)c3c2)-c2ccc(F)cc2C4=O)CC1,6.372363747448347,CHEMBL4645897,2,,False
COC(=O)CCc1ccc(S(=O)(=O)NNc2ccc(Br)cc2)cc1,6.91721462968355,CHEMBL3310977,1,,False
COC(=O)CNP(=O)(CCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1)NCC(=O)OC,7.7423214251308154,CHEMBL5742895,1,,False
COC(=O)CNP(=O)(CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1)NCC(=O)OC,7.853871964321762,CHEMBL6026208,1,,False
COC(=O)CSNc1nonc1/C(=N/O)Nc1ccc(F)cc1,7.080921907623926,CHEMBL5818607,1,,False
COC(=O)CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.447331783887806,CHEMBL5765123,1,,False
COC(=O)N1CCC2(CC1)C[C@H](NC(=O)c1cccc3cn[nH]c13)c1cc(Br)ccc1O2,8.366531544420413,CHEMBL4533779,1,,False
COC(=O)N1CCCc2nc([C@@H](C)NC(=O)c3ccc(F)cc3)ccc21,7.657577319177793,CHEMBL4747995,1,,False
COC(=O)N1c2ccc(C3(NC(=O)c4ccc(F)cc4)CC3)cc2[C@@H]2CC[C@@H]21,8.2518119729938,CHEMBL4863227,1,,False
COC(=O)N1c2ccc(C3(NC(=O)c4ccc(F)cc4)CC3)cc2[C@H]2CC[C@H]21,8.387216143280265,CHEMBL4849318,3,,False
COC(=O)NCCOc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21,6.85078088734462,CHEMBL5770000,1,,False
COC(=O)NCCSc1nsnc1/C(=N/O)Nc1ccc(F)c(Br)c1,6.210419287835575,CHEMBL5891535,1,,False
COC(=O)[C@@H](N)CCC(=O)OC(CC1c2ccccc2-c2cncn21)C1CCCCC1,5.259637310505756,CHEMBL5784199,1,,False
COC(=O)[C@@H](N)CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,6.769551078621726,CHEMBL6039225,1,,False
COC(=O)[C@H]1CCCN1C[C@@H](O)c1c(OC)cc2c(c1O)C(=O)c1cc(O)c(C)cc1C2=O,6.301029995663981,CHEMBL5276255,1,,True
COC(=O)[C@H]1CC[C@H]([C@H](O)CC2c3ccccc3-c3cncn32)CC1,6.552841968657781,CHEMBL4461858,1,,False
COC(=O)c1c(C)oc2c1C(=O)C(OC)=CC2=O,5.142667503568732,CHEMBL5284428,1,,True
COC(=O)c1c2c(n3ccccc13)C(=O)c1cccc(O)c1C2=O,7.060480747381382,CHEMBL4238561,1,,True
COC(=O)c1c2c(n3ccccc13)C(=O)c1ccccc1C2=O,6.806875401645538,CHEMBL4243788,1,,True
COC(=O)c1c2c(n3ccccc13)C(=O)c1cccnc1C2=O,6.3487219860018556,CHEMBL4248954,1,,True
COC(=O)c1c2c(n3ccccc13)C(=O)c1ncccc1C2=O,6.3585258894959,CHEMBL4248497,1,,True
COC(=O)c1ccc(-c2nc3c([nH]2)C(=O)c2ccccc2C3=O)cc1,4.958607314841775,CHEMBL4285421,1,,True
COC(=O)c1ccc(-n2nnc3c2C(=O)c2ccccc2C3=O)cc1,7.468521082957745,CHEMBL4762048,1,,True
COC(=O)c1cccc(CNCCc2c[nH]c3c2C(=O)C2=C(C3=O)c3c(C)ccc(OC)c3CC23C(=O)N(C)C(=O)N3C)c1,6.598944274228156,CHEMBL4872150,1,,True
COC(=O)c1cccc(Cn2cnc3c2C(=O)c2ccccc2C3=O)c1,4.374687549038326,CHEMBL4288429,1,,True
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,4.804100347590766,CHEMBL1983333,1,,True
COC1=C(OC)C(=O)C(CCC(C)C)=C(C)C1=O,5.552841968657781,CHEMBL5267113,1,,True
COC1=C(OC)C(=O)C(Nc2ccc(Cl)cc2)=CC1=O,6.568636235841013,CHEMBL5283627,1,,True
COC1=C(OC)C(=O)C(Nc2cccc(Br)c2)=CC1=O,6.886056647693163,CHEMBL4740878,3,,True
COC1=C(OC)C(=O)C(Nc2cccc(NC(=O)Nc3ccccc3)c2)=C(C)C1=O,6.3979400086720375,CHEMBL5285306,1,,True
COC1=C(OC)C(=O)C(Nc2ccccc2)=C(C)C1=O,6.154901959985743,CHEMBL5284875,1,,True
COC1=C(OC)C(=O)C(Nc2ccccc2)=CC1=O,6.221848749616356,CHEMBL5280428,1,,True
COC1=CC(=O)c2c(O)c3c(c4c2[C@]12CC(=O)C[C@H]2[C@@]1(C[C@H](O)[C@H](O)CO1)O4)C[C@](C)(O)[C@H](O)C3,4.490797477668897,CHEMBL5284422,1,,False
COC1=CC(=O)c2c(c(CO)c(C)n2C)C1=O,5.0,CHEMBL78321,1,,True
COC1=CC(=O)c2c(c(CO)nn2C)C1=O,6.0,CHEMBL2385355,1,,True
COC1=CC(=O)c2c(nc(COc3ccc([N+](=O)[O-])cc3)n2C)C1=O,7.0,CHEMBL5271416,1,,True
COC1=CC(=O)c2c(oc(C)c2CO)C1=O,6.4604093769761874,CHEMBL4542547,2,,True
COC1=CC(=O)c2ccccc2C1=O,6.142667503568732,CHEMBL106562,1,"2-Methoxy-1,4-naphthoquinone",True
COC1=CC(=O)c2oc(C)c(CO)c2C1=O,6.619788758288394,CHEMBL3746040,3,,True
COC1=CC(=O)c2sc(C)c(CO)c2C1=O,6.0,CHEMBL2385347,1,,True
COC1=NSC2C(=O)c3cccc(O)c3C(=O)C12,7.1487416512809245,CHEMBL5275082,1,,True
COC1C2=C(OC(C)(C)C1O)C(=O)c1ccccc1C2=O,5.402304814074488,CHEMBL443067,3,,True
COC1CCC(CC(O)c2c(C3CC3)sc3cncn23)CC1,7.94692155651658,CHEMBL5792634,1,,False
COC1CCCC(C(O)c2c(C3CC3)sc3cncn23)C1,6.962573502059376,CHEMBL5811790,1,,False
COC1CCCC(CC(O)c2c(C3CC3)sc3cncn23)C1,7.392544976785332,CHEMBL5781737,1,,False
COC1CCN(C(=O)c2ccc(Cn3nnc4c3C(=O)c3ccccc3C4=O)cc2)CC1,5.797784224198868,CHEMBL3628603,1,,True
COC1CN(C(=O)OCCN2CCN(CCNc3nonc3/C(=N/O)Nc3ccc(F)c(Br)c3)S2(=O)=O)C1,6.450996737974212,CHEMBL4568759,1,,False
COC1CN(CCNc2nc3c(F)c(F)cc(/C(=N/O)Nc4cccc(Br)c4)c3[nH]2)C1,6.954677021213342,CHEMBL5173772,1,,False
COCC(=O)N1CC(Sc2nonc2/C(=N/O)N[C@H]2Cc3ccc(F)cc32)C1,7.61261017366127,CHEMBL5774734,1,,False
COCC(Nc1nnc(-c2ccc(OC)cc2)o1)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1,8.015758525723033,CHEMBL4796040,2,,False
COCCCN1CCN(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)S1(=O)=O,6.336299074610352,CHEMBL4461402,1,,False
COCCCNC(=O)Cn1cc(C(=O)C(F)(F)F)c2cc(Br)ccc21,6.3979400086720375,CHEMBL5409480,1,,False
COCCN1CCN(CCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)S1(=O)=O,7.379388684402054,CHEMBL4447439,2,,False
COCCNC(=O)CCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.522878745280337,CHEMBL5967954,1,,False
COCCNC(=O)NCCSc1nonc1/C(=N/O)NC1CCc2ccc(F)cc21,6.317333333226285,CHEMBL5924535,2,,False
COCCNC(=O)NCCSc1nonc1/C(=N/O)NC1Cc2ccc(F)cc21,6.440215026913575,CHEMBL5837286,2,,False
COCCNC(=O)NCCSc1nonc1C(=N)Nc1ccc(F)c(Br)c1,7.493494967595128,CHEMBL5906643,1,,False
COCCNP(=O)(CCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1)NCCOC,7.005243055412372,CHEMBL5930812,1,,False
COCCNS(=O)(=O)NCCSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.36251027048749,CHEMBL5779954,1,,False
COCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,6.849485002168009,CHEMBL4091895,2,,False
COCCOC(=O)N1CCCc2nc([C@@H](C)NC(=O)c3ccc(F)cc3)ccc21,8.0,CHEMBL4789491,1,,False
COCCOC(=O)N1CCc2nc(C3(NC(=O)c4ccc(Cl)cc4)CCC3)ccc21,8.161150909262744,CHEMBL4869709,1,,False
COCCn1c2nc(=O)n(-c3ccccc3)c(=O)c-2nc2ccccc21,4.62397081827182,CHEMBL1875561,1,,False
COCCn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)cc2)cn1,7.440093374963888,CHEMBL5763272,1,,False
COC[C@@H](NC(=O)c1ccc(Cl)cc1)[C@H]1CC[C@@H](c2ccnc(OC)c2C(F)F)CC1,8.54309307380814,CHEMBL4851220,2,,False
COCc1cc2cc(/C(=N\O)Nc3cccc(Br)c3)ccc2o1,5.816788521387014,CHEMBL4858626,2,,False
COCc1cc2cc(/C(=N\O)Nc3cccc(Cl)c3)ccc2o1,5.828788659588897,CHEMBL4864602,2,,False
COCc1cc2cc(/C(=N\O)Nc3cccc(F)c3)ccc2o1,5.181705908135079,CHEMBL4854085,2,,False
COCc1sc2cncn2c1C(O)C1CCCCC1,6.128427064454121,CHEMBL5774022,1,,False
CON=C1c2cc([N+](=O)[O-])ccc2-n2c1nc1ncccc1c2=O,6.259637310505756,CHEMBL5810711,1,,False
CON=[S@@](C)(=O)CCNc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21,7.3260580013659125,CHEMBL5830150,1,,False
CON=[S@](C)(=O)CCNc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21,7.347753658996677,CHEMBL5914064,1,,False
CONS(=O)(=O)CCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.200659450546418,CHEMBL5783374,1,,False
CONc1nonc1/C(=N/O)Nc1ccc(F)c(F)c1,7.00436480540245,CHEMBL5936439,1,,False
COP(C)(=O)N1CCC(Nc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)C1,6.934511654197191,CHEMBL4460529,2,,False
COP(C)(=O)N1CCCC(Nc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)C1,6.8297382846050425,CHEMBL4464199,1,,False
COP(C)(=O)NCCCCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.262164405837785,CHEMBL4567170,2,,False
COP(C)(=O)NCCCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.320376412755153,CHEMBL4436582,2,,False
COP(C)(=O)NCCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.026872146400302,CHEMBL4791168,6,,False
COP(C)(=O)NCCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,7.455931955649724,CHEMBL4464324,1,,False
COP(C)(=O)NCCCNc1nonc1/C(=N/O)Nc1cccc(Br)c1,7.3120767818454215,CHEMBL4454093,2,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.489322643459289,CHEMBL4514196,2,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(C#N)c1,7.307733692252876,CHEMBL4455008,2,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(C(F)(F)F)c1,7.379201858922964,CHEMBL4552082,2,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(C)c1,7.638272163982407,CHEMBL4473190,1,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,7.747146969020107,CHEMBL4447280,1,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1ccc(F)cc1,6.070581074285707,CHEMBL4519220,1,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1cccc(Br)c1,7.4609529247967945,CHEMBL4552649,2,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1cccc(C#N)c1,7.443697499232712,CHEMBL4456809,1,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1cccc(C(F)(F)F)c1,7.297497667474815,CHEMBL4455785,2,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1cccc(C)c1,7.026872146400302,CHEMBL4463815,1,,False
COP(C)(=O)NCCNc1nonc1/C(=N/O)Nc1cccc(Cl)c1,7.841637507904751,CHEMBL4457875,1,,False
CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,4.6020599913279625,CHEMBL105,2,MITOMYCIN,True
COc1c(C(C)=O)c(C)cc2cc3c(c(O)c12)C(=O)C(C)(C)C(=O)C3(C)C,5.920818753952375,CHEMBL505049,1,GARVEATIN C,False
COc1c(C(C)=O)ccc2cc3c(c(O)c12)C(=O)C(C)(C)C(=O)C3(C)C,5.928117992693875,CHEMBL5281953,1,,False
COc1c(NC(C)=O)c2ccccc2c2ccccc12,4.448550002027125,CHEMBL1404630,1,,False
COc1c(NCCNc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)c(=O)c1=O,6.860120913598763,CHEMBL4586947,1,,False
COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4,4.448550002027125,CHEMBL1330951,1,,False
COc1cc(-c2[nH]cnc2-c2cccc(C)c2)ccc1O,5.42021640338319,CHEMBL3800027,1,,False
COc1cc(-c2[nH]cnc2-c2ccccc2)ccc1O,5.455931955649724,CHEMBL3799991,1,,False
COc1cc(-c2nc3c([nH]2)C(=O)c2ccccc2C3=O)ccn1,5.958607314841775,CHEMBL4291095,1,,True
COc1cc(CNc2cc(Br)cc3[nH]ncc23)c([N+](=O)[O-])cc1OC,4.734003629504921,CHEMBL5196298,1,,False
COc1cc(NC(=O)[C@@H](Cc2ccccc2)NC2=C/C(=N/O)c3ccccc3C2=O)cc(OC)c1,7.217076090663241,CHEMBL4568628,2,,True
COc1cc(NC(=O)[C@@H](Cc2ccccc2)NC2=CC(=O)c3ccccc3C2=O)cc(OC)c1,5.315154638355588,CHEMBL4553228,1,,True
COc1cc(Nc2c(N)oc3cnccc23)ccc1Cl,6.698970004336019,CHEMBL4290511,1,,False
COc1cc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)cc(OC)c1OC,5.497572880015567,CHEMBL4749277,2,,False
COc1cc(Nc2cc(NC(C)=O)cc3[nH]c(C(=O)O)cc23)ccc1F,5.910094888560602,CHEMBL4779207,1,,False
COc1cc(Nc2ccc(F)c3[nH]c(C(=O)O)cc23)cc(OC)c1OC,4.653647025549361,CHEMBL4791116,1,,False
COc1cc(Nc2ccc(F)c3[nH]c(C(=O)O)cc23)ccc1F,4.2644011003018205,CHEMBL4793667,1,,False
COc1cc(O)c2c(c1)C(=O)C1=C(C2=O)[C@@H](C)O[C@@H](C)C1,5.301029995663981,CHEMBL594257,1,,True
COc1cc(OC(=O)c2c(C)c(C)c(OC(=O)c3c(C)cc(O)c(C)c3O)c(C)c2OC)c(C)c(C)c1C(=O)O,4.823908740944319,CHEMBL3747238,1,,False
COc1cc(OC(=O)c2c(C)c(O)c(OC(=O)c3c(C)cc(O)c(C)c3O)c(C)c2OC)c(C)c(C)c1C(=O)O,4.838631997765025,CHEMBL4456594,1,,False
COc1cc(OC)c2cc(C(=O)Cc3cccnc3)[nH]c2c1,4.346787486224656,CHEMBL1668397,1,,False
COc1cc(OC)cc(Sc2c(C)[nH]c3ccc(Cl)cc23)c1,4.346787486224656,CHEMBL4754880,1,,False
COc1cc(OC)cc(Sc2c[nH]c3c(Cl)c(Cl)ccc23)c1,4.045757490560675,CHEMBL4755246,1,,False
COc1cc(OC)cc(Sc2c[nH]c3cc(Cl)ccc23)c1,4.823908740944319,CHEMBL4790386,1,,False
COc1cc(OC)cc(Sc2c[nH]c3ccc(Cl)cc23)c1,5.154901959985743,CHEMBL4749159,2,,False
COc1cc(OC)cc(Sc2c[nH]c3cccc(Cl)c23)c1,4.2839966563652006,CHEMBL4776062,1,,False
COc1cc(OC)cc(Sc2c[nH]c3ccccc23)c1,4.6020599913279625,CHEMBL4760664,1,,False
COc1cc(Sc2c[nH]c3ccc(Cl)cc23)cc(OC)c1OC,4.3979400086720375,CHEMBL389506,1,,False
COc1cc2c(Nc3ccc(F)c(Cl)c3)c(N)oc2c(-c2ccc(F)cc2)n1,6.698970004336019,CHEMBL4290549,1,,False
COc1cc2c(cc1OC)[N+]([O-])=C(c1ccccc1)C2=O,5.376873843850339,CHEMBL577939,4,,False
COc1ccc(-c2[nH]cnc2-c2ccccc2F)cc1O,5.309803919971486,CHEMBL3800598,1,,False
COc1ccc(-c2[nH]cnc2-c2ccccc2OC)cc1O,5.142667503568732,CHEMBL3799247,1,,False
COc1ccc(-c2c[nH]c3c2C(=O)c2[nH]cc4c2C3=NCC4)cc1,5.1487416512809245,CHEMBL576344,1,,True
COc1ccc(-c2c[nH]c3c2C(=O)c2[nH]ccc2C3=O)cc1,4.649751981665837,CHEMBL583951,1,,True
COc1ccc(-c2c[nH]c3c2C(=O)c2c(CCN)cn(S(=O)(=O)c4ccc(C)cc4)c2C3=O)cc1,5.267606240177032,CHEMBL575780,1,,True
COc1ccc(-c2c[nH]c3c2C(=O)c2c(c(CCN)cn2S(=O)(=O)c2ccc(C)cc2)C3=O)cc1,4.924453038607469,CHEMBL575568,1,,True
COc1ccc(-c2c[nH]c3c2C(=O)c2c4c(cn2S(=O)(=O)c2ccc(C)cc2)CCN=C34)cc1,5.376750709602099,CHEMBL575549,1,,True
COc1ccc(-c2c[nH]c3c2C(=O)c2cc[nH]c2C3=O)cc1,4.899629454882437,CHEMBL2332688,1,,True
COc1ccc(-c2c[nH]c3c2C2=NCCc4c[nH]c(c42)C3=O)cc1,6.045757490560675,CHEMBL576950,2,,True
COc1ccc(-c2c[nH]c3c2C2=NCCc4cn(S(=O)(=O)c5ccc(C)cc5)c(c42)C3=O)cc1,5.657577319177793,CHEMBL572914,1,,True
COc1ccc(-c2cc3ccc(OC)c(O)c3cn2)cc1,5.475042282163251,CHEMBL5619903,2,,False
COc1ccc(-c2cc3ccc(OC)c(OC)c3cn2)cc1,4.95311480916229,CHEMBL5620121,1,,False
COc1ccc(-c2ccc(NC(=O)[C@@H](C)[C@H]3[C@@H]4C[C@@H](n5cnc6cc(F)c(F)cc65)C[C@@H]43)cc2)cn1,6.482804102050026,CHEMBL5835052,1,,False
COc1ccc(-c2ccc(OC(C(C)C)C(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.795880017344075,CHEMBL5266607,1,,False
COc1ccc(-c2ccc(Oc3ccc4c(c3)CCCC4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.616184634019569,CHEMBL5941679,1,,False
COc1ccc(-c2ccc(Oc3cccc(C(C)(C)C)c3)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.970521410611345,CHEMBL4064513,2,,False
COc1ccc(-c2ccc(Oc3cccc(C)c3C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.481685552318919,CHEMBL4086041,2,,False
COc1ccc(-c2ccc(Oc3cccc(C)c3C)c(NC(=O)Nc3cccc(C)c3)c2)cc1C(=O)O,6.180456064458132,CHEMBL5777290,1,,False
COc1ccc(-c2ccc(Oc3cccc(C)c3C)c(NC(=O)Nc3ccccc3Cl)c2)cc1C(=O)O,6.585026652029182,CHEMBL5999556,1,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCC4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.175722422168665,CHEMBL4102416,2,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCC4)c(NC(=O)Nc3ccccc3C)c2)cc1C(=O)O,6.275724130399211,CHEMBL5857262,1,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCC4)c(NC(=O)Nc3ccccc3Cl)c2)cc1C(=O)O,6.42021640338319,CHEMBL5767203,1,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccc(C)c(C)c3)c2)cc1C(=O)O,6.036212172654444,CHEMBL6048882,1,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,7.0,CHEMBL4078152,1,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3cccc(C)c3)c2)cc1C(=O)O,6.551186454354779,CHEMBL4060679,2,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3)c2)cc1C(=O)O,6.579195143915783,CHEMBL4067223,2,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3C)c2)cc1C(=O)O,6.96479633912994,CHEMBL4082553,2,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3Cl)c2)cc1C(=O)O,7.289198036565084,CHEMBL4060089,2,,False
COc1ccc(-c2ccc(Oc3cccc4c3CCCC4)c(NC(=O)Nc3ccccc3F)c2)cc1C(=O)O,6.823908740944319,CHEMBL4081989,2,,False
COc1ccc(-c2ccc(Oc3cccc4c3OC(C)(C)C4)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.286509456906058,CHEMBL6048876,1,,False
COc1ccc(-c2ccc(Oc3cccc4ccccc34)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.113509274827518,CHEMBL5827043,1,,False
COc1ccc(-c2ccc(Oc3cccc4ccccc34)c(NC(=O)Nc3ccccc3C)c2)cc1C(=O)O,6.5376020021010435,CHEMBL5945422,1,,False
COc1ccc(-c2ccc(Oc3ccccc3C#N)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.221848749616356,CHEMBL4073099,1,,False
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.455931955649724,CHEMBL4079943,1,,False
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1NS(=O)(=O)C(F)(F)F,6.1249387366083,CHEMBL5974960,1,,False
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccc(Cl)cc3Cl)c2)cc1C(=O)O,5.882728704344236,CHEMBL5920683,1,,False
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccccc3C(F)(F)F)c2)cc1C(=O)O,6.267606240177032,CHEMBL5821207,1,,False
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccccc3Cl)c2)cc1C(=O)O,6.2076083105017466,CHEMBL5936022,1,,False
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)C)c(NC(=O)Nc3ccccc3F)c2)cc1C(=O)O,6.631403678647631,CHEMBL5282264,2,,False
COc1ccc(-c2ccc(Oc3ccccc3C(C)(C)CO)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.619788758288394,CHEMBL4093798,1,,False
COc1ccc(-c2ccc(Oc3ccccc3C(C)C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.13220055015091,CHEMBL4087821,2,,False
COc1ccc(-c2ccc(Oc3ccccc3C)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.801482132310452,CHEMBL4075095,2,,False
COc1ccc(-c2ccc(Oc3ccccc3C3CC3)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,5.482804102050026,CHEMBL6011613,1,,False
COc1ccc(-c2ccc(Oc3ccccc3Cl)c(NC(=O)Nc3ccc(C)cc3)c2)cc1C(=O)O,6.080921907623926,CHEMBL4083377,1,,False
COc1ccc(-c2csc(N/N=C3\CC(=O)c4ccccc43)n2)cc1OC,5.279427279635739,CHEMBL4062551,1,,False
COc1ccc(-c2nc3sccn3c2NC(C)(C)C)cc1O,4.886056647693163,CHEMBL5415789,1,,False
COc1ccc(-c2nc3sccn3c2NC(C)(C)CC(C)(C)C)cc1O,4.6020599913279625,CHEMBL5412202,1,,False
COc1ccc(-c2nc3sccn3c2NCCN2CCOCC2)cc1O,4.136677139879544,CHEMBL5410969,1,,False
COc1ccc(-c2nnc(N[C@H](C)[C@H]3CC[C@@H](c4ccnc5ccc(F)cc54)CC3)o2)cc1,8.522878745280337,CHEMBL4750132,1,,False
COc1ccc(-c2sc3cncn3c2C(O)C2CCCCC2)cc1,5.510041520575165,CHEMBL5885631,1,,False
