action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2927831,[],CHEMBL1043001,"Inhibition of tryptophan 2,3-dioxygenase",B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,,,CHEMBL1154769,J Med Chem,2009,,,CHEMBL584991,,CHEMBL584991,,0,http://www.openphacts.org/units/Nanomolar,852921,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,10.0
,,2927832,[],CHEMBL1043002,"Inhibition of tryptophan 2,3-dioxygenase by cell-based assay",B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,,,CHEMBL1154769,J Med Chem,2009,,,CHEMBL584991,,CHEMBL584991,,0,http://www.openphacts.org/units/Nanomolar,852921,>,1,1,>,,IC50,nM,,10000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,10.0
,,10931177,[],CHEMBL2044106,Inhibition of human purified TDO assessed as formation of kynurenine from N-formylkynurenine preincubated for 10 mins measured after 5 to 20 mins by discontinuous colorimetric method,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc2c(/C=C/c3cccnc3)c[nH]c2c1,,,CHEMBL2040834,Eur J Med Chem,2012,"{'bei': '24.70', 'le': '0.45', 'lle': '2.02', 'sei': '20.52'}",,CHEMBL355606,,CHEMBL355606,5.89,0,http://www.openphacts.org/units/Nanomolar,1650495,=,1,1,=,,IC50,nM,,1300.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,1.3
,,10931178,[],CHEMBL2044106,Inhibition of human purified TDO assessed as formation of kynurenine from N-formylkynurenine preincubated for 10 mins measured after 5 to 20 mins by discontinuous colorimetric method,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1ccc2[nH]cc(/C=C/c3cccnc3)c2c1,,,CHEMBL2040834,Eur J Med Chem,2012,"{'bei': '19.63', 'le': '0.38', 'lle': '0.61', 'sei': '17.43'}",,CHEMBL1812512,,CHEMBL1812512,5.00,0,http://www.openphacts.org/units/Nanomolar,1650496,=,1,1,=,,IC50,nM,,10000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,10.0
,,10931179,[],CHEMBL2044106,Inhibition of human purified TDO assessed as formation of kynurenine from N-formylkynurenine preincubated for 10 mins measured after 5 to 20 mins by discontinuous colorimetric method,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1ccc2c(/C=C/c3cccnc3)c[nH]c2c1,,,CHEMBL2040834,Eur J Med Chem,2012,"{'bei': '20.81', 'le': '0.40', 'lle': '0.91', 'sei': '18.48'}",,CHEMBL1812520,,CHEMBL1812520,5.30,0,http://www.openphacts.org/units/Nanomolar,1650497,=,1,1,=,,IC50,nM,,5000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,5.0
,,10931180,[],CHEMBL2044106,Inhibition of human purified TDO assessed as formation of kynurenine from N-formylkynurenine preincubated for 10 mins measured after 5 to 20 mins by discontinuous colorimetric method,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1cccc2c(/C=C/c3cccnc3)c[nH]c12,,,CHEMBL2040834,Eur J Med Chem,2012,,,CHEMBL1812527,,CHEMBL1812527,,0,http://www.openphacts.org/units/Nanomolar,1650498,>,1,1,>,,IC50,nM,,50000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,50.0
,,10931182,[],CHEMBL2044108,Inhibition of human purified TDO assessed as initial rate of L-Trp oxidation at 100 uM of substrate concentration,B,,,BAO_0000190,BAO_0000357,single protein format,Clc1cccc2c(/C=C/c3cccnc3)c[nH]c12,,,CHEMBL2040834,Eur J Med Chem,2012,"{'bei': '17.65', 'le': '0.34', 'lle': '0.10', 'sei': '15.67'}",,CHEMBL1812527,,CHEMBL1812527,4.50,0,http://www.openphacts.org/units/Nanomolar,1650498,=,1,1,=,,IC50,nM,,32000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,32.0
,,12038856,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,c1ccc(-c2cnn[nH]2)cc1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL193664,,CHEMBL193664,,0,http://www.openphacts.org/units/Nanomolar,1729058,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038857,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Fc1ccc(-c2cnn[nH]2)cc1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL1909735,,CHEMBL1909735,,0,http://www.openphacts.org/units/Nanomolar,1729061,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038858,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147989,,CHEMBL2147989,,0,http://www.openphacts.org/units/Nanomolar,1729065,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038859,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL382312,,CHEMBL382312,,0,http://www.openphacts.org/units/Nanomolar,1729066,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038860,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,N#Cc1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147990,,CHEMBL2147990,,0,http://www.openphacts.org/units/Nanomolar,1729067,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038861,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,FC(F)(F)c1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147991,,CHEMBL2147991,,0,http://www.openphacts.org/units/Nanomolar,1729068,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038862,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147992,,CHEMBL2147992,,0,http://www.openphacts.org/units/Nanomolar,1729069,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038863,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,O=[N+]([O-])c1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147993,,CHEMBL2147993,,0,http://www.openphacts.org/units/Nanomolar,1729070,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038864,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL194853,,CHEMBL194853,,0,http://www.openphacts.org/units/Nanomolar,1729071,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038865,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Fc1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147994,,CHEMBL2147994,,0,http://www.openphacts.org/units/Nanomolar,1729072,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038866,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL198937,,CHEMBL198937,,0,http://www.openphacts.org/units/Nanomolar,1729073,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038867,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1cccc(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL198194,,CHEMBL198194,,0,http://www.openphacts.org/units/Nanomolar,1729074,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038868,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1cc(-c2c[nH]nn2)ccn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2146496,,CHEMBL2146496,,0,http://www.openphacts.org/units/Nanomolar,1729075,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038869,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1cc(-c2c[nH]nn2)ccn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147995,,CHEMBL2147995,,0,http://www.openphacts.org/units/Nanomolar,1729076,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038870,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Fc1cc(-c2c[nH]nn2)ccn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147996,,CHEMBL2147996,,0,http://www.openphacts.org/units/Nanomolar,1729077,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038871,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,FC(F)(F)c1cc(-c2c[nH]nn2)ccn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147997,,CHEMBL2147997,,0,http://www.openphacts.org/units/Nanomolar,1729078,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038872,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Brc1ccccc1-c1cnn[nH]1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL1909733,,CHEMBL1909733,,0,http://www.openphacts.org/units/Nanomolar,1729079,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038873,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1ccccc1-c1c[nH]nn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147998,,CHEMBL2147998,,0,http://www.openphacts.org/units/Nanomolar,1729080,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038874,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccccc1-c1cnn[nH]1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL1909734,,CHEMBL1909734,,0,http://www.openphacts.org/units/Nanomolar,1729081,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038875,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1-c1c[nH]nn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL196408,,CHEMBL196408,,0,http://www.openphacts.org/units/Nanomolar,1729082,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038876,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1ccccc1-c1c[nH]nn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2147999,,CHEMBL2147999,,0,http://www.openphacts.org/units/Nanomolar,1729083,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038877,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Fc1ccccc1-c1c[nH]nn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2148000,,CHEMBL2148000,,0,http://www.openphacts.org/units/Nanomolar,1729084,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038878,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,CCc1ccccc1-c1c[nH]nn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2148001,,CHEMBL2148001,,0,http://www.openphacts.org/units/Nanomolar,1729085,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038879,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,FC(F)(F)c1ccccc1-c1c[nH]nn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2148002,,CHEMBL2148002,,0,http://www.openphacts.org/units/Nanomolar,1729086,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038880,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccccc1-c1c[nH]nn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL372363,,CHEMBL372363,,0,http://www.openphacts.org/units/Nanomolar,1729089,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038881,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Oc1ccc(Cl)cc1-c1c[nH]nn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2148074,,CHEMBL2148074,,0,http://www.openphacts.org/units/Nanomolar,1729168,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038882,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(Cl)cc1-c1c[nH]nn1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2148075,,CHEMBL2148075,,0,http://www.openphacts.org/units/Nanomolar,1729169,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038883,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1ccc(Cl)c(-c2c[nH]nn2)c1,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2148076,,CHEMBL2148076,,0,http://www.openphacts.org/units/Nanomolar,1729170,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038884,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Clc1cccc(-c2c[nH]nn2)c1Cl,,,CHEMBL2146377,J Med Chem,2012,,,CHEMBL2148077,,CHEMBL2148077,,0,http://www.openphacts.org/units/Nanomolar,1729171,>,1,1,>,,IC50,nM,,100000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,100.0
,,12038885,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nonc1/C(=N/O)Nc1ccc(F)c(Cl)c1,,,CHEMBL2146377,J Med Chem,2012,"{'bei': '15.30', 'le': '0.32', 'lle': '2.46', 'sei': '3.79'}",,CHEMBL584991,,CHEMBL584991,4.16,0,http://www.openphacts.org/units/Nanomolar,1729213,=,1,1,=,,IC50,nM,,70000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,70.0
,,12038886,[],CHEMBL2150233,Inhibition of human TDO transfected in mouse P815B clone 19 cells by HPLC analysis,B,,,BAO_0000190,BAO_0000219,cell-based format,Fc1ccc2c(/C=C/c3nnn[nH]3)c[nH]c2c1,,,CHEMBL2146377,J Med Chem,2012,"{'bei': '19.86', 'le': '0.37', 'lle': '2.56', 'sei': '6.48'}",,CHEMBL1812545,,CHEMBL1812545,4.55,0,http://www.openphacts.org/units/Nanomolar,1729214,=,1,1,=,,IC50,nM,,28000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,28.0
,,15751456,[],CHEMBL3630805,Inhibition of TDO (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,OC(CC1c2ccccc2-c2cncn21)C1CCCCC1,,,CHEMBL3627665,J Med Chem,2015,,,CHEMBL3629569,,CHEMBL3629569,,0,http://www.openphacts.org/units/Nanomolar,2508779,<,1,1,<,,IC50,nM,,1000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,1.0
,,15751457,[],CHEMBL3630805,Inhibition of TDO (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CC1c2ccccc2-c2cncn21)C1CCCCC1,,,CHEMBL3627665,J Med Chem,2015,,,CHEMBL3629570,,CHEMBL3629570,,0,http://www.openphacts.org/units/Nanomolar,2508780,<,1,1,<,,IC50,nM,,1000.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,1.0
,,15751458,[],CHEMBL3630805,Inhibition of TDO (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(-c2csc3nnc(SCC(=O)Nc4ccc5c(c4)OCO5)n23)cc1,,,CHEMBL3627665,J Med Chem,2015,,,CHEMBL3342402,,CHEMBL3342402,,0,http://www.openphacts.org/units/Nanomolar,2508782,>,1,1,>,,IC50,nM,,62500.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,62.5
,,15751460,[],CHEMBL3630807,Inhibition of human TDO,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc2c(/C=C/c3cccnc3)c[nH]c2c1,,,CHEMBL3627665,J Med Chem,2015,"{'bei': '27.50', 'le': '0.50', 'lle': '2.68', 'sei': '22.85'}",,CHEMBL355606,,CHEMBL355606,6.55,0,http://www.openphacts.org/units/Nanomolar,2508783,=,1,1,=,,IC50,nM,,280.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,0.28
,,15751461,[],CHEMBL3630807,Inhibition of human TDO,B,,,BAO_0000190,BAO_0000357,single protein format,Fc1ccc2c(/C=C/c3nnn[nH]3)c[nH]c2c1,,,CHEMBL3627665,J Med Chem,2015,"{'bei': '27.08', 'le': '0.50', 'lle': '4.22', 'sei': '8.84'}",,CHEMBL1812545,,CHEMBL1812545,6.21,0,http://www.openphacts.org/units/Nanomolar,2508784,=,1,1,=,,IC50,nM,,620.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,uM,UO_0000065,,0.62
,,15757582,[],CHEMBL3631085,Inhibition of recombinant human TDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C1c2ccccc2C(=O)c2c1nnn2Cc1cccc(Cl)c1,,,CHEMBL3627649,J Med Chem,2015,"{'bei': '18.99', 'le': '0.37', 'lle': '3.39', 'sei': '9.48'}",,CHEMBL3628551,,CHEMBL3628551,6.15,0,http://www.openphacts.org/units/Nanomolar,2507532,=,1,1,=,,IC50,nM,,711.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,nM,UO_0000065,,711.0
,,15757583,[],CHEMBL3631085,Inhibition of recombinant human TDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccccc1Cn1nnc2c1C(=O)c1ccccc1C2=O,,,CHEMBL3627649,J Med Chem,2015,"{'bei': '20.61', 'le': '0.37', 'lle': '3.84', 'sei': '9.64'}",,CHEMBL1442185,,CHEMBL1442185,6.25,0,http://www.openphacts.org/units/Nanomolar,2507533,=,1,1,=,,IC50,nM,,561.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,nM,UO_0000065,,561.0
,,15757584,[],CHEMBL3631085,Inhibition of recombinant human TDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C1c2ccccc2C(=O)c2c1nnn2Cc1ccc(F)cc1,,,CHEMBL3627649,J Med Chem,2015,"{'bei': '16.70', 'le': '0.30', 'lle': '2.89', 'sei': '7.91'}",,CHEMBL3628552,,CHEMBL3628552,5.13,0,http://www.openphacts.org/units/Nanomolar,2507534,=,1,1,=,,IC50,nM,,7380.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,nM,UO_0000065,,7380.0
,,15757585,[],CHEMBL3631085,Inhibition of recombinant human TDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(Cn2nnc3c2C(=O)c2ccccc2C3=O)cc1,,,CHEMBL3627649,J Med Chem,2015,"{'bei': '19.66', 'le': '0.35', 'lle': '3.55', 'sei': '9.20'}",,CHEMBL3628553,,CHEMBL3628553,5.96,0,http://www.openphacts.org/units/Nanomolar,2507535,=,1,1,=,,IC50,nM,,1088.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,nM,UO_0000065,,1088.0
,,15757586,[],CHEMBL3631085,Inhibition of recombinant human TDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C1c2ccccc2C(=O)c2c1nnn2Cc1cccc(Br)c1,,,CHEMBL3627649,J Med Chem,2015,"{'bei': '16.61', 'le': '0.36', 'lle': '3.25', 'sei': '9.43'}",,CHEMBL3628554,,CHEMBL3628554,6.12,0,http://www.openphacts.org/units/Nanomolar,2507536,=,1,1,=,,IC50,nM,,768.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,nM,UO_0000065,,768.0
,,15757587,[],CHEMBL3631085,Inhibition of recombinant human TDO expressed in Escherichia coli incubated for 1 hr measured by fluorescence assay,B,,,BAO_0000190,BAO_0000019,assay format,O=C1c2ccccc2C(=O)c2c1nnn2Cc1ccc(Br)cc1,,,CHEMBL3627649,J Med Chem,2015,"{'bei': '15.75', 'le': '0.34', 'lle': '2.94', 'sei': '8.94'}",,CHEMBL3628555,,CHEMBL3628555,5.80,0,http://www.openphacts.org/units/Nanomolar,2507537,=,1,1,=,,IC50,nM,,1586.0,CHEMBL2140,Homo sapiens,"Tryptophan 2,3-dioxygenase",9606,,,IC50,nM,UO_0000065,,1586.0
