molecule_chembl_id,pref_name,clean_smiles,first_approval,pred_IDO1,pred_TDO2,pred_M,pred_D,LCB_IDO1,LCB_TDO2,LCB_dual,P_dual_active,P_balanced_dual,AD_maxTanimoto,in_domain
CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H],2024.0,6.25,6.05,6.15,0.2,4.82,4.87,4.82,0.381,0.376,0.161,False
CHEMBL1138,EZETIMIBE,O=C1[C@H](CC[C@H](O)c2ccc(F)cc2)[C@@H](c2ccc(O)cc2)N1c1ccc(F)cc1,2002.0,6.25,6.04,6.14,0.21,4.82,4.86,4.82,0.376,0.37,0.226,False
CHEMBL593,DELAVIRDINE,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,1997.0,6.4,5.99,6.2,0.41,4.97,4.81,4.81,0.392,0.376,0.238,False
CHEMBL583,GREPAFLOXACIN,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,1997.0,6.4,5.99,6.19,0.41,4.97,4.81,4.81,0.392,0.376,0.206,False
CHEMBL1742466,LANDIOLOL,CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1,2024.0,6.23,6.07,6.15,0.16,4.81,4.9,4.81,0.381,0.37,0.219,False
CHEMBL1789941,RUXOLITINIB,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,2011.0,6.25,5.99,6.12,0.26,4.82,4.81,4.81,0.365,0.359,0.224,False
CHEMBL2107175,RANELIC ACID,N#Cc1c(N(CC(=O)O)CC(=O)O)sc(C(=O)O)c1CC(=O)O,2004.0,6.24,6.13,6.19,0.1,4.81,4.96,4.81,0.431,0.409,0.145,False
CHEMBL1492,DIPHENYLPYRALINE,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,1982.0,6.26,5.97,6.11,0.28,4.83,4.8,4.8,0.359,0.354,0.317,True
CHEMBL328560,SULTHIAME,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,,6.23,5.99,6.11,0.23,4.8,4.82,4.8,0.365,0.359,0.314,True
CHEMBL1206,ETHOPROPAZINE,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,1982.0,6.23,6.0,6.11,0.23,4.8,4.82,4.8,0.365,0.359,0.211,False
CHEMBL215303,GARENOXACIN,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,2007.0,6.23,6.18,6.2,0.05,4.8,5.0,4.8,0.453,0.425,0.209,False
CHEMBL174,AMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1965.0,6.53,5.98,6.25,0.55,5.1,4.8,4.8,0.398,0.381,0.234,False
CHEMBL256105,MONENSIN,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1,,6.63,5.98,6.31,0.65,5.2,4.8,4.8,0.436,0.409,0.14,False
CHEMBL1738,DEXRAZOXANE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,1995.0,6.29,5.97,6.13,0.32,4.87,4.8,4.8,0.376,0.37,0.145,False
CHEMBL1200758,AMPICILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1971.0,6.54,5.97,6.25,0.57,5.11,4.79,4.79,0.392,0.376,0.227,False
CHEMBL1029,MIGLUSTAT,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2002.0,6.22,5.96,6.09,0.25,4.79,4.79,4.79,0.348,0.343,0.143,False
CHEMBL1319362,HOMATROPINE HYDROBROMIDE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(O)c1ccccc1)C2,,6.29,5.97,6.13,0.32,4.86,4.79,4.79,0.365,0.359,0.254,False
CHEMBL1779710,EVOGLIPTIN,CC(C)(C)OC[C@@H]1C(=O)NCCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F,2015.0,6.22,5.96,6.09,0.26,4.8,4.79,4.79,0.348,0.343,0.211,False
CHEMBL499,TIMOLOL,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,1978.0,6.22,6.03,6.12,0.19,4.79,4.85,4.79,0.37,0.365,0.187,False
CHEMBL2105497,ZIPEPROL,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,,6.22,5.96,6.09,0.26,4.79,4.79,4.79,0.348,0.343,0.245,False
CHEMBL290960,NIFURTIMOX,CC1CS(=O)(=O)CCN1/N=C/c1ccc([N+](=O)[O-])o1,2020.0,6.23,5.97,6.1,0.26,4.81,4.79,4.79,0.354,0.348,0.169,False
CHEMBL2106915,METHOPHOLINE,COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,,6.21,6.06,6.14,0.15,4.79,4.89,4.79,0.381,0.365,0.194,False
CHEMBL1295,BUTOCONAZOLE,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,1985.0,6.26,5.96,6.11,0.31,4.84,4.78,4.78,0.337,0.331,0.226,False
CHEMBL810,TEMOZOLOMIDE,Cn1nnc2c(C(N)=O)ncn2c1=O,1999.0,6.2,6.1,6.15,0.1,4.78,4.93,4.78,0.398,0.376,0.185,False
CHEMBL702,PIPERACILLIN,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O,1981.0,6.4,5.96,6.18,0.44,4.97,4.78,4.78,0.365,0.348,0.207,False
CHEMBL1697760,MUZOLIMINE,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,,6.28,5.96,6.12,0.32,4.86,4.78,4.78,0.365,0.359,0.312,True
CHEMBL43064,CINNARIZINE,C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,6.21,5.95,6.08,0.26,4.78,4.78,4.78,0.337,0.331,0.222,False
CHEMBL490,PAROXETINE,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,1992.0,6.29,5.95,6.12,0.33,4.86,4.78,4.78,0.354,0.348,0.219,False
CHEMBL85,RISPERIDONE,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,1993.0,6.2,5.97,6.09,0.23,4.78,4.79,4.78,0.354,0.348,0.289,False
CHEMBL659,GALANTAMINE,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,2001.0,6.2,6.0,6.1,0.2,4.78,4.82,4.78,0.365,0.359,0.192,False
CHEMBL3391662,PARITAPREVIR,Cc1cnc(C(=O)N[C@H]2CCCCC/C=C\[C@@H]3C[C@@]3(C(=O)NS(=O)(=O)C3CC3)NC(=O)[C@@H]3C[C@@H](Oc4nc5ccccc5c5ccccc45)CN3C2=O)cn1,2014.0,6.19,6.02,6.11,0.17,4.77,4.85,4.77,0.359,0.348,0.195,False
CHEMBL1259,METOCURINE,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3,1982.0,6.2,6.01,6.1,0.18,4.77,4.84,4.77,0.359,0.348,0.214,False
CHEMBL4298128,ELEXACAFTOR,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,2019.0,6.4,5.95,6.18,0.45,4.97,4.77,4.77,0.359,0.343,0.169,False
CHEMBL1109,SULFAPHENAZOLE,Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,1982.0,6.29,5.95,6.12,0.34,4.86,4.77,4.77,0.348,0.343,0.286,False
CHEMBL2018096,IPRAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,2013.0,6.29,5.94,6.12,0.35,4.86,4.77,4.77,0.348,0.337,0.184,False
CHEMBL3183409,APALUTAMIDE,CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,2018.0,6.29,5.95,6.12,0.34,4.86,4.77,4.77,0.348,0.343,0.204,False
CHEMBL1200383,BENZTROPINE MESYLATE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,1954.0,6.28,5.95,6.12,0.33,4.86,4.77,4.77,0.348,0.343,0.31,True
CHEMBL3184512,CLINDAMYCIN PHOSPHATE,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1972.0,6.2,5.96,6.08,0.23,4.77,4.79,4.77,0.343,0.337,0.14,False
CHEMBL648,CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1982.0,6.19,6.01,6.1,0.18,4.76,4.83,4.76,0.359,0.348,0.259,False
CHEMBL1200820,PIPERACILLIN SODIUM,CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)[O-])c2ccccc2)C(=O)C1=O,1981.0,6.42,5.94,6.18,0.48,4.99,4.76,4.76,0.354,0.343,0.202,False
CHEMBL450449,TRABECTEDIN,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,2007.0,6.18,5.94,6.06,0.25,4.76,4.76,4.76,0.32,0.315,0.171,False
CHEMBL1753,CLINDAMYCIN,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,1970.0,6.19,5.98,6.08,0.21,4.76,4.8,4.76,0.348,0.343,0.153,False
CHEMBL594,EMEDASTINE,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,1997.0,6.2,5.94,6.07,0.26,4.77,4.76,4.76,0.326,0.32,0.318,True
CHEMBL1200400,AZATHIOPRINE SODIUM,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12,1974.0,6.19,5.96,6.08,0.23,4.76,4.78,4.76,0.343,0.337,0.161,False
CHEMBL1200388,CLOXACILLIN SODIUM,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],1974.0,6.34,5.94,6.14,0.39,4.91,4.76,4.76,0.354,0.343,0.214,False
CHEMBL315985,ESLICARBAZEPINE,NC(=O)N1c2ccccc2C[C@H](O)c2ccccc21,,6.19,5.98,6.08,0.21,4.76,4.8,4.76,0.348,0.343,0.254,False
CHEMBL24828,VANDETANIB,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,2011.0,6.19,5.99,6.09,0.19,4.76,4.82,4.76,0.354,0.348,0.245,False
CHEMBL301265,PRAMIPEXOLE,CCCN[C@H]1CCc2nc(N)sc2C1,1997.0,6.61,5.93,6.27,0.67,5.18,4.76,4.76,0.398,0.376,0.185,False
CHEMBL517712,ATROPINE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,1960.0,6.29,5.93,6.11,0.35,4.86,4.76,4.76,0.343,0.331,0.23,False
CHEMBL1201772,PRASUGREL,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,2009.0,6.18,5.93,6.06,0.25,4.76,4.76,4.76,0.32,0.315,0.26,False
CHEMBL1257051,TEDIZOLID,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1,,6.18,6.02,6.1,0.16,4.76,4.84,4.76,0.359,0.348,0.253,False
CHEMBL74632,MOXALACTAM,CO[C@@]1(NC(=O)C(C(=O)O)c2ccc(O)cc2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CO[C@@H]21,1982.0,6.19,5.96,6.08,0.23,4.76,4.78,4.76,0.343,0.337,0.17,False
CHEMBL5314365,MONENSIN SODIUM,CC[C@@]1([C@H]2O[C@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@H]2C)CC[C@H]([C@@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@H](C)[C@H](OC)[C@@H](C)C(=O)[O-])O3)O2)O1,,6.61,5.93,6.27,0.67,5.18,4.76,4.76,0.398,0.376,0.14,False
CHEMBL19449,IBUDILAST,CC(C)C(=O)c1c(C(C)C)nn2ccccc12,1989.0,6.31,5.94,6.12,0.37,4.88,4.76,4.76,0.348,0.337,0.236,False
CHEMBL1604,CEPHRADINE,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,1974.0,6.42,5.93,6.17,0.49,4.99,4.75,4.75,0.354,0.343,0.173,False
CHEMBL968,FLURAZEPAM,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,1970.0,6.41,5.93,6.17,0.48,4.98,4.75,4.75,0.348,0.337,0.254,False
CHEMBL765,GUANETHIDINE,N=C(N)NCCN1CCCCCCC1,1960.0,6.2,5.93,6.06,0.27,4.77,4.75,4.75,0.32,0.315,0.123,False
CHEMBL189171,ACEMETACIN,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,,6.22,5.93,6.08,0.29,4.79,4.75,4.75,0.326,0.32,0.225,False
CHEMBL2107726,ARIMOCLOMOL,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,2024.0,6.18,6.08,6.13,0.1,4.75,4.91,4.75,0.381,0.359,0.179,False
CHEMBL1489,AZACITIDINE,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,2004.0,6.33,5.93,6.13,0.4,4.9,4.75,4.75,0.343,0.326,0.167,False
CHEMBL1136,TELITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,2001.0,6.33,5.92,6.13,0.41,4.9,4.75,4.75,0.331,0.315,0.158,False
CHEMBL491571,DORIPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,2007.0,6.46,5.93,6.19,0.53,5.03,4.75,4.75,0.354,0.343,0.187,False
CHEMBL1200632,CLINDAMYCIN PALMITATE HYDROCHLORIDE,CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC,1982.0,6.18,5.97,6.07,0.21,4.75,4.79,4.75,0.348,0.343,0.134,False
CHEMBL1201270,METHENAMINE,C1N2CN3CN1CN(C2)C3,1967.0,6.18,6.04,6.11,0.13,4.75,4.87,4.75,0.365,0.348,0.064,False
CHEMBL1447,LINCOMYCIN,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,1964.0,6.18,6.03,6.1,0.15,4.75,4.85,4.75,0.359,0.343,0.171,False
CHEMBL625,THIABENDAZOLE,c1ccc2[nH]c(-c3cscn3)nc2c1,1967.0,6.34,5.92,6.13,0.42,4.92,4.75,4.75,0.337,0.32,0.535,True
CHEMBL539697,DABIGATRAN ETEXILATE,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,2008.0,6.17,6.0,6.09,0.17,4.75,4.82,4.75,0.354,0.343,0.185,False
CHEMBL996,CEFOXITIN,CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,1978.0,6.25,5.92,6.09,0.34,4.83,4.74,4.74,0.32,0.315,0.184,False
CHEMBL1200357,MOXALACTAM DISODIUM,CO[C@@]1(NC(=O)C(C(=O)[O-])c2ccc(O)cc2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CO[C@@H]21,1982.0,6.2,5.92,6.06,0.29,4.78,4.74,4.74,0.32,0.315,0.168,False
CHEMBL1103,FURAZOLIDONE,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,1958.0,6.17,5.97,6.07,0.19,4.74,4.79,4.74,0.348,0.343,0.192,False
CHEMBL5,NALIDIXIC ACID,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1964.0,6.16,5.96,6.06,0.2,4.74,4.79,4.74,0.343,0.337,0.216,False
CHEMBL891,CLOXACILLIN,Cc1onc(-c2ccccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1974.0,6.26,5.92,6.09,0.34,4.83,4.74,4.74,0.32,0.315,0.21,False
CHEMBL370805,COCAINE,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,2017.0,6.16,6.08,6.12,0.08,4.74,4.9,4.74,0.37,0.348,0.281,False
CHEMBL203321,BRINCIDOFOVIR,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O,2021.0,6.17,6.04,6.11,0.12,4.74,4.87,4.74,0.365,0.348,0.163,False
CHEMBL439849,VILAZODONE,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,2011.0,6.16,6.0,6.08,0.16,4.74,4.82,4.74,0.354,0.343,0.204,False
CHEMBL169901,DEBRISOQUIN,N=C(N)N1CCc2ccccc2C1,,6.22,5.92,6.07,0.29,4.79,4.74,4.74,0.32,0.315,0.207,False
CHEMBL2219416,NALOXEGOL OXALATE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,2014.0,6.38,5.92,6.15,0.46,4.95,4.74,4.74,0.337,0.32,0.16,False
CHEMBL1146,CEFAMANDOLE,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,,6.18,5.91,6.05,0.27,4.76,4.74,4.74,0.315,0.309,0.2,False
CHEMBL2104537,AMOPROXAN,COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,,6.16,6.09,6.13,0.07,4.74,4.91,4.74,0.387,0.365,0.215,False
CHEMBL94,PHYSOSTIGMINE,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,6.17,5.93,6.05,0.24,4.74,4.75,4.74,0.32,0.315,0.19,False
CHEMBL8,CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1987.0,6.17,6.15,6.16,0.01,4.74,4.98,4.74,0.409,0.387,0.27,False
CHEMBL671,THIOTEPA,S=P(N1CC1)(N1CC1)N1CC1,1959.0,6.16,6.04,6.1,0.12,4.73,4.86,4.73,0.365,0.348,0.07,False
CHEMBL4297378,DURLOBACTAM SODIUM,CC1=C[C@@H]2CN(C(=O)N2OS(=O)(=O)[O-])[C@@H]1C(N)=O,2023.0,6.35,5.91,6.13,0.44,4.92,4.73,4.73,0.331,0.315,0.192,False
CHEMBL1808388,BEXAGLIFLOZIN,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,2023.0,6.15,6.03,6.09,0.12,4.73,4.85,4.73,0.359,0.343,0.184,False
CHEMBL485,CODEINE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,1952.0,6.3,5.91,6.1,0.39,4.87,4.73,4.73,0.326,0.315,0.179,False
CHEMBL9,NORFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1986.0,6.16,6.11,6.13,0.05,4.73,4.93,4.73,0.392,0.37,0.27,False
CHEMBL2111101,PIMAVANSERIN,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,2016.0,6.26,5.9,6.08,0.36,4.83,4.73,4.73,0.309,0.298,0.228,False
CHEMBL2105637,DELAFLOXACIN,Nc1nc(-n2cc(C(=O)O)c(=O)c3cc(F)c(N4CC(O)C4)c(Cl)c32)c(F)cc1F,2017.0,6.15,5.91,6.03,0.24,4.73,4.73,4.73,0.309,0.304,0.181,False
CHEMBL152,CIDOFOVIR ANHYDROUS,Nc1ccn(C[C@@H](CO)OCP(=O)(O)O)c(=O)n1,1996.0,6.16,6.1,6.13,0.06,4.73,4.93,4.73,0.392,0.37,0.167,False
CHEMBL893,DICLOXACILLIN,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1968.0,6.27,5.91,6.09,0.36,4.85,4.73,4.73,0.326,0.315,0.227,False
CHEMBL1200701,DICLOXACILLIN SODIUM,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-],1968.0,6.32,5.9,6.11,0.41,4.89,4.73,4.73,0.32,0.304,0.208,False
CHEMBL1561,MIGLITOL,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,1996.0,6.16,6.0,6.08,0.16,4.73,4.82,4.73,0.359,0.348,0.133,False
CHEMBL1537,AZLOCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1982.0,6.46,5.91,6.18,0.56,5.04,4.73,4.73,0.337,0.32,0.215,False
CHEMBL4085457,RITLECITINIB,C=CC(=O)N1C[C@H](Nc2ncnc3[nH]ccc23)CC[C@@H]1C,2023.0,6.16,5.91,6.03,0.25,4.73,4.73,4.73,0.309,0.304,0.169,False
CHEMBL429910,DAPAGLIFLOZIN,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,2012.0,6.16,6.02,6.09,0.14,4.73,4.84,4.73,0.359,0.343,0.198,False
CHEMBL4297666,OMIDENEPAG ISOPROPYL,CC(C)OC(=O)CNc1cccc(CN(Cc2ccc(-n3cccn3)cc2)S(=O)(=O)c2cccnc2)n1,2022.0,6.32,5.91,6.11,0.42,4.9,4.73,4.73,0.326,0.309,0.189,False
CHEMBL888,GEMCITABINE,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,1996.0,6.36,5.91,6.14,0.46,4.94,4.73,4.73,0.331,0.315,0.169,False
CHEMBL869,NITROFURAZONE,NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,1945.0,6.15,5.9,6.03,0.24,4.72,4.73,4.72,0.309,0.304,0.231,False
CHEMBL1200910,SULFISOXAZOLE ACETYL,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,1953.0,6.15,5.92,6.03,0.23,4.72,4.74,4.72,0.315,0.309,0.174,False
CHEMBL218490,DORZOLAMIDE,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,1994.0,6.56,5.9,6.23,0.66,5.13,4.72,4.72,0.354,0.331,0.176,False
CHEMBL430,GEMIFLOXACIN,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,2003.0,6.15,5.91,6.03,0.24,4.72,4.73,4.72,0.315,0.309,0.235,False
CHEMBL1274,NILUTAMIDE,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,1996.0,6.35,5.9,6.13,0.45,4.92,4.72,4.72,0.326,0.309,0.273,False
CHEMBL3301612,ENCORAFENIB,COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,2018.0,6.24,5.89,6.07,0.35,4.82,4.72,4.72,0.309,0.298,0.242,False
CHEMBL1583,BACAMPICILLIN,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,1980.0,6.49,5.9,6.19,0.59,5.06,4.72,4.72,0.343,0.326,0.257,False
CHEMBL1201068,PROPIOMAZINE HYDROCHLORIDE,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1960.0,6.15,6.02,6.08,0.12,4.72,4.85,4.72,0.359,0.343,0.227,False
CHEMBL201960,PYROVALERONE,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,,6.14,5.92,6.03,0.22,4.72,4.74,4.72,0.315,0.309,0.247,False
CHEMBL100116,PENTAZOCINE,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,1967.0,6.18,5.9,6.04,0.28,4.75,4.72,4.72,0.304,0.298,0.188,False
CHEMBL4650827,REVUMENIB,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,2024.0,6.24,5.89,6.06,0.35,4.81,4.71,4.71,0.309,0.298,0.216,False
CHEMBL1201041,AZLOCILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1982.0,6.48,5.89,6.19,0.59,5.06,4.71,4.71,0.337,0.32,0.21,False
CHEMBL2105669,TEDIZOLID PHOSPHATE,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,2014.0,6.13,5.94,6.03,0.2,4.71,4.76,4.71,0.32,0.315,0.232,False
CHEMBL1201288,DANTROLENE,O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,1974.0,6.28,5.88,6.08,0.4,4.86,4.71,4.71,0.32,0.304,0.227,False
CHEMBL2105224,PHOLCODINE,CN1CC[C@]23c4c5ccc(OCCN6CCOCC6)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,,6.24,5.89,6.06,0.35,4.81,4.71,4.71,0.309,0.298,0.186,False
