clean_smiles,pIC50_ido1,pIC50_tdo2,ido1_molid,tdo2_molid,src_doc,year,same_doc,M,D,scaffold
CC(=O)NCCn1cc(-c2ccc(N3CCC(C4c5c(F)cccc5-c5cncn54)CC3)cc2)cn1,7.198596289982645,6.607303046740334,CHEMBL5812234,CHEMBL5812234,CHEMBL5728241,2021,True,6.90294966836149,0.591293243242311,c1ccc2c(c1)-c1cncn1C2C1CCN(c2ccc(-c3cn[nH]c3)cc2)CC1
CC(=O)N[C@@H](CC1C(=O)Nc2ccccc21)C(=O)O,6.2076083105017466,4.078469586498757,CHEMBL4279220,CHEMBL4279220,CHEMBL4261541,2017,True,5.1430389485002515,2.1291387240029893,O=C1Cc2ccccc2N1
CC(=O)Nc1cc(Nc2ccc(C(F)(F)F)cc2)c2cc(C(=O)O)[nH]c2c1,4.255707016877324,4.634512015109101,CHEMBL4790619,CHEMBL4790619,CHEMBL4680135,2020,True,4.445109515993212,-0.37880499823177693,c1ccc(Nc2cccc3[nH]ccc23)cc1
CC(=O)Nc1cc(Nc2ccc(F)c(-c3ccsc3)c2)c2cc(C(=O)O)[nH]c2c1,5.410050398674292,5.5968794788241825,CHEMBL4741917,CHEMBL4741917,CHEMBL4680135,2020,True,5.503464938749238,-0.18682908014989064,c1cc(Nc2cccc3[nH]ccc23)cc(-c2ccsc2)c1
CC(=O)Nc1cc(Nc2ccc(F)c(C)c2)c2cc(C(=O)O)[nH]c2c1,5.73754891026957,5.769551078621726,CHEMBL4744944,CHEMBL4744944,CHEMBL4680135,2020,True,5.753549994445648,-0.032002168352155635,c1ccc(Nc2cccc3[nH]ccc23)cc1
CC(=O)Nc1cc(Nc2ccc(F)c(C3CC3)c2)c2cc(C(=O)O)[nH]c2c1,5.530177984021837,5.2636034977233574,CHEMBL4786080,CHEMBL4786080,CHEMBL4680135,2020,True,5.396890740872597,0.26657448629847913,c1cc(Nc2cccc3[nH]ccc23)cc(C2CC2)c1
CC(=O)Nc1cc(Nc2ccc(F)c(Cl)c2)c2cc(C(=O)O)[nH]c2c1,5.075720713938118,5.071604147743286,CHEMBL4790494,CHEMBL4790494,CHEMBL4680135,2020,True,5.073662430840702,0.004116566194832139,c1ccc(Nc2cccc3[nH]ccc23)cc1
CC(=O)Nc1cc(Nc2ccc(F)c(F)c2)c2cc(C(=O)O)[nH]c2c1,5.931814138253839,5.809668301829708,CHEMBL4763910,CHEMBL4763910,CHEMBL4680135,2020,True,5.870741220041774,0.12214583642413057,c1ccc(Nc2cccc3[nH]ccc23)cc1
CC(=O)Nc1cc(Nc2ccc(F)c(OC(C)C)c2)c2cc(C(=O)O)[nH]c2c1,5.510041520575165,5.189767482004916,CHEMBL4785586,CHEMBL4785586,CHEMBL4680135,2020,True,5.349904501290041,0.3202740385702496,c1ccc(Nc2cccc3[nH]ccc23)cc1
CC(=O)Nc1cc(Nc2ccc(F)c(OC(F)(F)F)c2)c2cc(C(=O)O)[nH]c2c1,5.863279432843593,5.441291429466834,CHEMBL4757365,CHEMBL4757365,CHEMBL4680135,2020,True,5.652285431155214,0.4219880033767591,c1ccc(Nc2cccc3[nH]ccc23)cc1
CC(=O)Nc1cc(Nc2ccc(F)c(OCC(F)(F)F)c2)c2cc(C(=O)O)[nH]c2c1,5.335358024443875,5.016373712875465,CHEMBL4746735,CHEMBL4746735,CHEMBL4680135,2020,True,5.17586586865967,0.3189843115684097,c1ccc(Nc2cccc3[nH]ccc23)cc1
CC(=O)Nc1cc(Nc2ccc(F)c(OCC3CC3)c2)c2cc(C(=O)O)[nH]c2c1,5.507239610973162,5.388276691992658,CHEMBL4790626,CHEMBL4790626,CHEMBL4680135,2020,True,5.44775815148291,0.11896291898050393,c1cc(Nc2cccc3[nH]ccc23)cc(OCC2CC2)c1
CC(=O)Nc1cc(Nc2ccc(F)c(OCc3ccccc3)c2)c2cc(C(=O)O)[nH]c2c1,5.0,5.280668713016273,CHEMBL4754740,CHEMBL4754740,CHEMBL4680135,2020,True,5.140334356508136,-0.28066871301627305,c1ccc(COc2cccc(Nc3cccc4[nH]ccc34)c2)cc1
CC(=O)Nc1cc(Nc2ccc(F)c(Oc3ccccc3)c2)c2cc(C(=O)O)[nH]c2c1,5.2343314452409855,5.841637507904751,CHEMBL4764324,CHEMBL4764324,CHEMBL4680135,2020,True,5.537984476572868,-0.6073060626637652,c1ccc(Oc2cccc(Nc3cccc4[nH]ccc34)c2)cc1
CC(=O)Nc1cc(Nc2ccc(F)cc2)c2cc(C(=O)O)[nH]c2c1,5.277366077466188,5.114073660198569,CHEMBL4752390,CHEMBL4752390,CHEMBL4680135,2020,True,5.195719868832379,0.1632924172676189,c1ccc(Nc2cccc3[nH]ccc23)cc1
CC(=O)Nc1cc(Nc2ccc(F)cn2)c2cc(C(=O)O)[nH]c2c1,4.966576244513051,4.931814138253839,CHEMBL4761805,CHEMBL4761805,CHEMBL4680135,2020,True,4.949195191383445,0.034762106259211834,c1ccc(Nc2cccc3[nH]ccc23)nc1
CC(=O)Nc1cc(Nc2ccc(F)nc2)c2cc(C(=O)O)[nH]c2c1,4.414539270491499,4.336299074610352,CHEMBL4743717,CHEMBL4743717,CHEMBL4680135,2020,True,4.3754191725509255,0.07824019588114695,c1cncc(Nc2cccc3[nH]ccc23)c1
CC(=O)Nc1cc(Nc2ccc(OC(F)(F)F)cc2)c2cc(C(=O)O)[nH]c2c1,4.6252516539898965,5.243363891754152,CHEMBL4759065,CHEMBL4759065,CHEMBL4680135,2020,True,4.934307772872025,-0.6181122377642554,c1ccc(Nc2cccc3[nH]ccc23)cc1
