clean_smiles,pIC50,molecule_chembl_id,n_measurements,pref_name,pains,MW,LogP,HBD,HBA,TPSA,RotB,AromRings,QED,HeavyAtoms,scaffold,tsne1,tsne2
C[C@H](N)C(=O)OC(CC1c2ccccc2-c2cncn21)C1CCCCC1,5.259637310505756,CHEMBL5833857,1,,False,353.46600000000024,3.6823000000000023,1.0,4.0,70.14000000000001,5.0,2.0,0.8325482307834842,26.0,c1ccc2c(c1)-c1cncn1C2CCC1CCCCC1,-60.111526,11.226424
C[C@H](NC(=O)[C@H](C)[C@H]1CC[C@@H](c2ccnc3ccc(F)cc32)CC1)c1ccc(Cl)cc1,7.173925197299173,CHEMBL4758055,1,,False,438.97400000000016,6.814600000000006,1.0,2.0,41.99,5.0,3.0,0.47472420472686766,31.0,O=C(C[C@H]1CC[C@@H](c2ccnc3ccccc32)CC1)NCc1ccccc1,3.312576,40.77027
C[C@H](NC(=O)c1ccc(Cl)cc1)c1ccc2c(c1)CCCN2C(=O)c1cccc(Cl)c1,7.602059991327963,CHEMBL4788204,1,,False,453.36900000000026,6.077400000000004,1.0,2.0,49.410000000000004,4.0,3.0,0.5208600030936221,31.0,O=C(NCc1ccc2c(c1)CCCN2C(=O)c1ccccc1)c1ccccc1,-15.854055,25.46481
C[C@H](Nc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21)C(=O)NCCO,6.853871964321762,CHEMBL5782126,1,,False,378.36400000000015,0.14039999999999908,5.0,8.0,144.9,7.0,2.0,0.197990710660674,27.0,N=C(N[C@H]1Cc2ccccc21)c1cnon1,32.9696,33.174374
C[C@H](O)C(=O)N1CC(Oc2nonc2/C(=N/O)N[C@H]2Cc3ccc(F)cc32)C1,6.991399828238082,CHEMBL5846658,1,,False,391.35900000000015,0.20189999999999908,3.0,8.0,133.31,5.0,2.0,0.284944352859551,28.0,N=C(N[C@H]1Cc2ccccc21)c1nonc1OC1CNC1,40.28,50.658173
C[C@H](O)CNC(=O)COc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21,6.384049948343599,CHEMBL5777842,1,,False,379.34800000000007,0.1073000000000004,4.0,8.0,142.1,7.0,2.0,0.22975736825839044,27.0,N=C(N[C@H]1Cc2ccccc21)c1cnon1,42.52226,49.65214
C[C@H](O)CNC(=O)CSc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.681480404720297,CHEMBL5866709,2,,False,448.27400000000006,1.8081999999999994,4.0,8.0,132.87,7.0,2.0,0.1658119433056846,26.0,N=C(Nc1ccccc1)c1cnon1,54.563187,-32.350063
C[C@H]1CC1(NC(=O)c1cc2c(F)c(Cl)ccc2[nH]1)c1cnn(C)c1,5.869988050328096,CHEMBL6057632,1,,False,346.793,3.359000000000001,2.0,2.0,62.71,3.0,3.0,0.7635045473980665,24.0,O=C(NC1(c2cn[nH]c2)CC1)c1cc2ccccc2[nH]1,-20.611069,15.541799
C[C@H]1CC1(NC(=O)c1cc2cc(Br)ccc2[nH]1)c1cnn(C)c1,6.400116927926312,CHEMBL6031523,1,,False,373.2540000000001,3.3290000000000015,2.0,2.0,62.71,3.0,3.0,0.7399374583187482,23.0,O=C(NC1(c2cn[nH]c2)CC1)c1cc2ccccc2[nH]1,-21.169607,14.7533045
C[C@H]1CC1(NC(=O)c1cc2cc(Cl)ccc2[nH]1)c1cnn(C)c1,5.899974269892137,CHEMBL5750306,1,,False,328.80300000000005,3.219900000000001,2.0,2.0,62.71,3.0,3.0,0.775094661046987,23.0,O=C(NC1(c2cn[nH]c2)CC1)c1cc2ccccc2[nH]1,-20.2133,15.667913
C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,5.0,CHEMBL187460,1,CRYPTOTANSHINONE,True,296.366,3.4433000000000025,0.0,3.0,43.370000000000005,0.0,1.0,0.6887651703545593,22.0,O=C1C(=O)c2c(ccc3c2CCCC3)C2=C1CCO2,-18.085037,-40.321278
C[C@H]1C[C@@H](N/C(=N\O)c2nonc2N)c2ccccc21,5.567351339986893,CHEMBL5948337,1,,False,273.296,1.6256999999999997,3.0,6.0,109.56,2.0,2.0,0.33182708413556683,20.0,N=C(N[C@@H]1CCc2ccccc21)c1cnon1,35.845257,19.120453
C[C@H]1C[C@@]1(NC(=O)c1cc2cc(Br)ccc2[nH]1)c1cnn(C)c1,5.540004743952609,CHEMBL5981844,1,,False,373.2540000000001,3.3290000000000015,2.0,2.0,62.71,3.0,3.0,0.7399374583187482,23.0,O=C(NC1(c2cn[nH]c2)CC1)c1cc2ccccc2[nH]1,-21.169607,14.7533045
C[C@H]1C[C@@]1(NC(=O)c1cc2cc(Cl)ccc2[nH]1)c1cnn(C)c1,6.400116927926312,CHEMBL5848995,1,,False,328.80300000000005,3.219900000000001,2.0,2.0,62.71,3.0,3.0,0.775094661046987,23.0,O=C(NC1(c2cn[nH]c2)CC1)c1cc2ccccc2[nH]1,-20.2133,15.667913
C[C@H]1C[C@H](N/C(=N\O)c2nonc2N)c2ccccc21,5.759700417997287,CHEMBL5992411,1,,False,273.296,1.6256999999999997,3.0,6.0,109.56,2.0,2.0,0.33182708413556683,20.0,N=C(N[C@H]1CCc2ccccc21)c1cnon1,35.8453,19.120455
C[C@H]1C[C@]1(NC(=O)c1cc2cc(Br)ccc2[nH]1)c1cnn(C)c1,6.42021640338319,CHEMBL5757319,1,,False,373.2540000000001,3.3290000000000015,2.0,2.0,62.71,3.0,3.0,0.7399374583187482,23.0,O=C(NC1(c2cn[nH]c2)CC1)c1cc2ccccc2[nH]1,-21.169607,14.7533045
C[C@H]1C[C@]1(NC(=O)c1cc2cc(Cl)ccc2[nH]1)c1cnn(C)c1,5.770062314092066,CHEMBL5888596,1,,False,328.80300000000005,3.219900000000001,2.0,2.0,62.71,3.0,3.0,0.775094661046987,23.0,O=C(NC1(c2cn[nH]c2)CC1)c1cc2ccccc2[nH]1,-20.2133,15.667913
C[C@H]1c2[nH]c3c(-c4ccccc4)cccc3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.090979145788844,CHEMBL2336703,1,,True,361.4700000000001,3.879500000000003,1.0,2.0,39.34,1.0,3.0,0.6687880107049158,26.0,O=C1NC(=S)N2Cc3[nH]c4c(-c5ccccc5)cccc4c3C[C@H]12,-25.442726,-14.952575
C[C@H]1c2[nH]c3c(ccc4ccccc43)c2C[C@@H]2C(=O)N(C)C(=S)N21,4.259637310505756,CHEMBL2336706,1,,True,335.432,3.365700000000002,1.0,2.0,39.34,0.0,3.0,0.6404078263668831,24.0,O=C1NC(=S)N2Cc3[nH]c4c(ccc5ccccc54)c3C[C@H]12,-25.401752,-14.519548
C[C@H]1c2[nH]c3cc(-c4ccccc4)ccc3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.207608310501746,CHEMBL2336702,1,,True,361.4700000000001,3.879500000000003,1.0,2.0,39.34,1.0,3.0,0.6687880107049158,26.0,O=C1NC(=S)N2Cc3[nH]c4cc(-c5ccccc5)ccc4c3C[C@H]12,-25.576206,-14.802997
C[C@H]1c2[nH]c3cc(Br)ccc3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.336299074610352,CHEMBL2336694,1,,True,364.2680000000001,2.9750000000000014,1.0,2.0,39.34,0.0,2.0,0.7309664973533244,21.0,O=C1NC(=S)N2Cc3[nH]c4ccccc4c3C[C@H]12,-26.690798,-14.029313
C[C@H]1c2[nH]c3cc(Cl)ccc3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.068033885271827,CHEMBL2336698,1,,True,319.817,2.8659000000000017,1.0,2.0,39.34,0.0,2.0,0.7589803199415498,21.0,O=C1NC(=S)N2Cc3[nH]c4ccccc4c3C[C@H]12,-25.99846,-13.528527
C[C@H]1c2[nH]c3cc4ccccc4cc3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.229884705212898,CHEMBL2336705,1,,True,335.432,3.365700000000002,1.0,2.0,39.34,0.0,3.0,0.6404078263668831,24.0,O=C1NC(=S)N2Cc3[nH]c4cc5ccccc5cc4c3C[C@H]12,-25.593618,-14.534116
C[C@H]1c2[nH]c3ccc(-c4ccccc4)cc3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.197226274708024,CHEMBL2336701,1,,True,361.4700000000001,3.8795000000000037,1.0,2.0,39.34,1.0,3.0,0.6687880107049157,26.0,O=C1NC(=S)N2Cc3[nH]c4ccc(-c5ccccc5)cc4c3C[C@H]12,-25.570225,-14.765663
C[C@H]1c2[nH]c3ccc(Br)cc3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.127261172527331,CHEMBL2336693,1,,True,364.2680000000001,2.9750000000000014,1.0,2.0,39.34,0.0,2.0,0.7309664973533244,21.0,O=C1NC(=S)N2Cc3[nH]c4ccccc4c3C[C@H]12,-26.668549,-14.032114
C[C@H]1c2[nH]c3ccc4ccccc4c3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.086186147616283,CHEMBL2336704,1,,False,335.432,3.365700000000002,1.0,2.0,39.34,0.0,3.0,0.6404078263668831,24.0,O=C1NC(=S)N2Cc3[nH]c4ccc5ccccc5c4c3C[C@H]12,-25.432577,-14.4768505
C[C@H]1c2[nH]c3cccc(-c4ccccc4)c3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.020451625295905,CHEMBL2336700,1,,False,361.4700000000001,3.8795000000000037,1.0,2.0,39.34,1.0,3.0,0.6687880107049157,26.0,O=C1NC(=S)N2Cc3[nH]c4cccc(-c5ccccc5)c4c3C[C@H]12,-25.503042,-14.945324
C[C@H]1c2[nH]c3cccc(Br)c3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.166215625343521,CHEMBL2336692,1,,False,364.26800000000003,2.9750000000000014,1.0,2.0,39.34,0.0,2.0,0.7309664973533244,21.0,O=C1NC(=S)N2Cc3[nH]c4ccccc4c3C[C@H]12,-26.215717,-14.216782
C[C@H]1c2[nH]c3cccc(Cl)c3c2C[C@@H]2C(=O)N(C)C(=S)N21,4.333482019445119,CHEMBL2336696,1,,False,319.817,2.8659000000000017,1.0,2.0,39.34,0.0,2.0,0.7589803199415498,21.0,O=C1NC(=S)N2Cc3[nH]c4ccccc4c3C[C@H]12,-25.864178,-13.860912
C[C@]1([C@@H](O)C[C@@H]2c3c(F)cccc3-c3cncn32)CC[C@H](O)CC1,7.552841968657781,CHEMBL5416882,1,,False,330.4030000000002,3.284200000000002,2.0,3.0,58.28,3.0,2.0,0.9078362319574215,24.0,c1ccc2c(c1)-c1cncn1[C@@H]2CCC1CCCCC1,-58.166737,22.75435
C[C@]1([C@H](O)C[C@H]2c3c(F)cccc3-c3cncn32)CC[C@H](O)CC1,8.154901959985743,CHEMBL5071087,1,,False,330.4030000000002,3.284200000000002,2.0,3.0,58.28,3.0,2.0,0.9078362319574215,24.0,c1ccc2c(c1)-c1cncn1[C@H]2CCC1CCCCC1,-58.166706,22.753994
C[S@@](=N)(=O)CCCOc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21,6.636388020107856,CHEMBL5942688,1,,False,383.4050000000001,1.6769699999999994,3.0,8.0,133.69,7.0,2.0,0.21765661254840718,26.0,N=C(N[C@H]1Cc2ccccc21)c1cnon1,38.93073,44.267532
C[S@@](=N)(=O)CCNc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21,7.055024091587952,CHEMBL5829096,1,,False,368.3940000000001,1.3199699999999996,4.0,8.0,136.49,6.0,2.0,0.26113771214024933,25.0,N=C(N[C@H]1Cc2ccccc21)c1cnon1,26.545015,30.895716
C[S@](=N)(=O)C1CC(Nc2nonc2/C(=N\O)N[C@@H]2Cc3ccc(F)cc32)C1,7.249946971454016,CHEMBL6029228,2,,False,394.43200000000013,1.8509699999999996,4.0,8.0,136.49,5.0,2.0,0.26284124995210506,27.0,N=C(N[C@@H]1Cc2ccccc21)c1nonc1NC1CCC1,28.549595,33.4533
C[S@](=N)(=O)CCCOc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21,6.671620396561262,CHEMBL5984903,1,,False,383.4050000000001,1.6769699999999994,3.0,8.0,133.69,7.0,2.0,0.21765661254840718,26.0,N=C(N[C@H]1Cc2ccccc21)c1cnon1,38.93073,44.267532
C[S@](=N)(=O)CCNc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21,7.0655015487564325,CHEMBL6033865,1,,False,368.3940000000001,1.3199699999999996,4.0,8.0,136.49,6.0,2.0,0.26113771214024933,25.0,N=C(N[C@H]1Cc2ccccc21)c1cnon1,26.545015,30.895716
C[SH](=O)(NC#N)NCCNc1nonc1/C(=N/O)Nc1ccc(F)c(Br)c1,7.958607314841775,CHEMBL5201660,1,,False,463.29300000000006,0.7677800000000006,6.0,8.0,160.49,8.0,2.0,0.048929326773494174,27.0,N=C(Nc1ccccc1)c1cnon1,50.92639,0.32523826
C[Si](C)(C)c1cccc2[nH]ncc12,4.366531544420414,CHEMBL4574769,1,,False,190.32199999999997,2.1080999999999994,1.0,1.0,28.68,1.0,2.0,0.6854850547804819,13.0,c1ccc2[nH]ncc2c1,-32.967728,-5.696106
C[Si](C)(O)CCCNc1nonc1/C(=N/O)N[C@H]1Cc2ccc(F)cc21,6.045757490560675,CHEMBL6029355,1,,False,379.4680000000001,2.2309,4.0,7.0,115.80000000000001,7.0,2.0,0.14555518750515975,26.0,N=C(N[C@H]1Cc2ccccc21)c1cnon1,31.948858,30.38912
Cc1c(-c2c(C)c(O)c3ccccc3c2O)oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,5.3872161432802645,CHEMBL4277632,1,,True,466.53300000000036,6.787740000000007,2.0,5.0,87.74000000000001,1.0,4.0,0.23823089400217348,35.0,O=C1C(=O)c2c(ccc3c2CCCC3)-c2oc(-c3ccc4ccccc4c3)cc21,-18.21582,-40.01049
Cc1c(C)n(CC(O)CN2CCNCC2)c2ccccc12,4.014573525916998,CHEMBL4173241,1,,True,287.407,1.5242399999999998,2.0,3.0,40.43,4.0,2.0,0.8956824599044564,21.0,c1ccc2c(c1)ccn2CCCN1CCNCC1,-16.2387,-17.593937
Cc1c(Cl)cccc1-c1c[nH]nn1,4.142667503568732,CHEMBL2148078,1,,False,193.637,2.4335199999999997,1.0,2.0,41.57,1.0,2.0,0.7560151893416422,13.0,c1ccc(-c2c[nH]nn2)cc1,-11.3713045,-2.2645411
Cc1c(F)ccc(N2CCN(C(=O)Cn3nc(C(=O)N4CCC(O)C(CO)C4)c4c3C[C@H]3C[C@@H]43)C3(CC3)C2)c1C,9.193820026016112,CHEMBL4867998,1,,False,551.6630000000004,1.9953399999999997,2.0,6.0,102.14000000000001,5.0,2.0,0.5896712160611085,40.0,O=C(c1nn(CC(=O)N2CCN(c3ccccc3)CC23CC3)c2c1[C@@H]1C[C@@H]1C2)N1CCCCC1,-29.973139,-18.799267
Cc1c(F)nccc1[C@H]1CC[C@@H]([C@@H](C)NC(=O)c2ccc(Cl)cc2)CC1,7.814466068864132,CHEMBL4859400,2,,False,374.88700000000006,5.2748200000000045,1.0,2.0,41.99,4.0,2.0,0.7400123115749568,26.0,O=C(NC[C@H]1CC[C@@H](c2ccncc2)CC1)c1ccccc1,7.954995,49.04828
Cc1c(SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)c(O)c2ccccc2c1O,6.468521082957745,CHEMBL412131,1,,False,479.5110000000002,0.52922,7.0,8.0,199.27999999999997,11.0,2.0,0.1760749186481109,33.0,c1ccc2ccccc2c1,-14.5746155,-20.443214
Cc1cc(-c2cnn(C)c2)ccc1N1CCC(C2c3c(F)cccc3-c3cncn32)CC1,6.92974597848091,CHEMBL4521716,2,,False,427.52700000000016,5.217520000000005,0.0,3.0,38.88,3.0,4.0,0.4501239986137107,32.0,c1ccc2c(c1)-c1cncn1C2C1CCN(c2ccc(-c3cn[nH]c3)cc2)CC1,-52.1737,33.109352
Cc1cc(-c2nccc3c(Nc4cccc(Cl)c4F)c(N)oc23)ccn1,6.4604093769761874,CHEMBL4290639,2,,False,368.79900000000015,5.3165200000000015,2.0,5.0,76.97,3.0,4.0,0.5116372058760195,26.0,c1ccc(Nc2coc3c(-c4ccncc4)nccc23)cc1,15.589906,-17.963871
Cc1cc(-c2sc3cncn3c2C(O)C2CCCCC2)cs1,6.115771230367396,CHEMBL6039064,1,,False,332.4940000000001,5.046420000000003,1.0,4.0,37.53,3.0,3.0,0.7288238699766423,22.0,c1cc(-c2sc3cncn3c2CC2CCCCC2)cs1,-28.536629,39.40531
Cc1cc(=O)n2c3c(c4c(cc13)c(CN(C)C)cc(=O)n4C)OC2,4.569119053547109,CHEMBL2000037,1,,False,325.3680000000001,1.5733199999999998,0.0,4.0,56.47,2.0,3.0,0.6713274375311249,24.0,O=c1ccc2cc3ccc(=O)n4c3c(c2[nH]1)OC4,-17.176115,-28.910713
Cc1cc(Br)ccc1Nc1c(N)sc2ccccc12,6.698970004336019,CHEMBL4284116,1,,False,333.2540000000001,5.298020000000002,2.0,3.0,38.05,2.0,3.0,0.6678972469194543,19.0,c1ccc(Nc2csc3ccccc23)cc1,9.413775,-16.628542
Cc1cc(C(F)(F)F)ncc1-c1ccc(C2(C(=O)Nc3ccc(F)cc3)COC2)cc1,8.657577319177793,CHEMBL5180607,1,,False,430.4010000000002,5.1216200000000045,1.0,3.0,51.22,4.0,3.0,0.5847645087956491,31.0,O=C(Nc1ccccc1)C1(c2ccc(-c3cccnc3)cc2)COC1,-5.9439344,17.994583
Cc1cc(C(O)Cc2ccccc2)c2cn[nH]c2c1,5.920818753952375,CHEMBL4565667,3,,False,252.31700000000004,3.1474200000000003,2.0,2.0,48.910000000000004,3.0,3.0,0.7519543153479755,19.0,c1ccc(CCc2cccc3[nH]ncc23)cc1,-31.829805,-7.943461
Cc1cc(C)c2c(N)noc2n1,4.259637310505756,CHEMBL6020154,1,,False,163.18,1.4218399999999998,1.0,4.0,64.94,0.0,2.0,0.6374636282828886,12.0,c1cnc2oncc2c1,-3.070909,-20.03436
Cc1cc(C)cc(NC(=O)[C@@H](Cc2ccccc2)NC2=C/C(=N/O)c3ccccc3C2=O)c1,5.082494490447453,CHEMBL4443166,1,,True,439.5150000000002,4.4015400000000025,3.0,5.0,90.78999999999999,6.0,3.0,0.3921831745795359,33.0,N=C1C=C(N[C@H](Cc2ccccc2)C(=O)Nc2ccccc2)C(=O)c2ccccc21,-7.4060135,-59.816723
Cc1cc(C)cc(Nc2c(N)oc3cnccc23)c1,6.4604093769761874,CHEMBL4280494,2,,False,253.305,3.7704400000000007,2.0,4.0,64.08,2.0,3.0,0.7292901533115473,19.0,c1ccc(Nc2coc3cnccc23)cc1,16.986387,-20.407703
Cc1cc(C)cc(Sc2c[nH]c3ccc(Cl)cc23)c1,4.698970004336019,CHEMBL229510,1,,False,287.81500000000005,5.589340000000003,1.0,1.0,15.79,2.0,3.0,0.6494766477064438,19.0,c1ccc(Sc2c[nH]c3ccccc23)cc1,-7.413018,-3.9276767
Cc1cc(C2CC2)ncc1-c1ccc(C2(C(=O)Nc3ccc(F)cc3)COC2)cc1,9.367591088495232,CHEMBL5207194,2,,False,402.46900000000016,4.980220000000004,1.0,3.0,51.22,5.0,3.0,0.6548348272861684,30.0,O=C(Nc1ccccc1)C1(c2ccc(-c3ccc(C4CC4)nc3)cc2)COC1,-6.030272,18.868973
Cc1cc(CNc2nonc2/C(=N/O)NC2CCc3ccc(F)cc32)[nH]c(=O)c1,5.735890843694191,CHEMBL5940588,1,,False,398.3980000000001,2.2304199999999996,4.0,7.0,128.43,5.0,3.0,0.22448909649903834,29.0,N=C(NC1CCc2ccccc21)c1nonc1NCc1cccc(=O)[nH]1,39.724907,28.518143
Cc1cc(CSc2nonc2/C(=N/O)NC2CCc3ccc(F)cc32)[nH]c(=O)c1,6.97469413473523,CHEMBL6013827,1,,False,415.45000000000016,2.9106200000000007,3.0,7.0,116.4,5.0,3.0,0.19284729923960886,29.0,N=C(NC1CCc2ccccc21)c1nonc1SCc1cccc(=O)[nH]1,49.875046,34.89045
Cc1cc(CSc2nonc2/C(=N/O)Nc2ccc(F)c(Br)c2)[nH]c(=O)c1,7.140261433802853,CHEMBL5787954,1,,False,454.2810000000001,3.508120000000001,3.0,7.0,116.4,5.0,3.0,0.17766836506007316,27.0,N=C(Nc1ccccc1)c1nonc1SCc1cccc(=O)[nH]1,55.354107,-23.096222
Cc1cc(Cl)cc(Nc2c(N)oc3cnccc23)c1,6.698970004336019,CHEMBL4277163,3,,False,273.723,4.115420000000001,2.0,4.0,64.08,2.0,3.0,0.7372178709490642,19.0,c1ccc(Nc2coc3cnccc23)cc1,17.140682,-20.622068
Cc1cc(I)ccc1Nc1cc2no[n+]([O-])c2cc1C(=O)O,4.638272163982407,CHEMBL4067169,1,,False,411.1550000000002,2.81602,2.0,5.0,102.3,3.0,3.0,0.507860092048715,22.0,c1ccc(Nc2ccc3[nH+]onc3c2)cc1,-6.582018,-19.64646
Cc1cc(I)ccc1Nc1cc2nonc2cc1C(=O)O,4.381983426441182,CHEMBL4086910,2,,False,395.1560000000002,3.5776200000000014,2.0,5.0,88.25000000000001,3.0,3.0,0.6596415197156446,21.0,c1ccc(Nc2ccc3nonc3c2)cc1,-6.56175,-19.636343
Cc1cc(N2CCC(C3c4c(F)cccc4-c4cncn43)CC2)ccc1-c1cnn(C)c1,7.385543297002656,CHEMBL4443301,2,,False,427.5270000000002,5.217520000000005,0.0,3.0,38.88,3.0,4.0,0.45012399861371055,32.0,c1ccc2c(c1)-c1cncn1C2C1CCN(c2ccc(-c3cn[nH]c3)cc2)CC1,-52.11449,33.01194
Cc1cc(N2CCCc3nc([C@@H](C)NC(=O)c4ccc(F)cc4)ccc32)ccn1,7.050609993355087,CHEMBL4747474,1,,False,390.4620000000001,4.499420000000003,1.0,4.0,58.120000000000005,4.0,3.0,0.7126430439052756,29.0,O=C(NCc1ccc2c(n1)CCCN2c1ccncc1)c1ccccc1,-11.590892,27.468657
Cc1cc(NC(=O)Nc2cc(C(C)CC(=O)O)ccc2N(CC(C)C)CC(C)C)on1,8.522878745280337,CHEMBL5913032,1,,False,430.54900000000026,5.323620000000005,3.0,5.0,107.7,10.0,2.0,0.47051640386809995,31.0,O=C(Nc1ccccc1)Nc1ccno1,18.359798,-56.320503
Cc1cc(NC(=O)Nc2cc([C@@H](C)CC(=O)O)ccc2N(CC(C)C)CC(C)C)no1,7.060480747381382,CHEMBL5914527,1,,False,430.54900000000026,5.323620000000005,3.0,5.0,107.7,10.0,2.0,0.47051640386809995,31.0,O=C(Nc1ccccc1)Nc1ccon1,18.347084,-56.32074
Cc1cc(NC(=O)Nc2cc([C@H]3C[C@H]3C(=O)O)ccc2N(CC(C)C)C2CCCCC2)on1,9.30102999566398,CHEMBL3745883,2,,False,454.57100000000037,5.610220000000005,3.0,5.0,107.7,8.0,2.0,0.47842077240311864,33.0,O=C(Nc1ccno1)Nc1cc(C2CC2)ccc1NC1CCCCC1,23.130836,-59.89987
Cc1cc(NC[C@@H]2CCCC[C@H]2O)c2cn[nH]c2c1,5.498940737782249,CHEMBL5220129,1,,False,259.353,2.834320000000001,3.0,3.0,60.94,3.0,2.0,0.7940025197514607,19.0,c1cc(NCC2CCCCC2)c2cn[nH]c2c1,-39.40867,-7.407184
Cc1cc(Nc2c(N)oc3cnccc23)ccc1Cl,6.4604093769761874,CHEMBL4282590,2,,False,273.72300000000007,4.115420000000002,2.0,4.0,64.08,2.0,3.0,0.7372178709490642,19.0,c1ccc(Nc2coc3cnccc23)cc1,17.170244,-20.481396
Cc1cc(Nc2ccc(F)c(Cl)c2)c2cc(C(=O)O)[nH]c2c1,4.448550002027125,CHEMBL4749687,2,,False,318.735,4.710620000000001,3.0,2.0,65.12,3.0,3.0,0.654896055181508,22.0,c1ccc(Nc2cccc3[nH]ccc23)cc1,27.022577,-23.817406
Cc1cc([C@H]2CC[C@@H]([C@@H](C)NC(=O)c3ccc(Cl)cc3)CC2)ccn1,7.920818753952375,CHEMBL4859579,1,,False,356.8970000000001,5.1357200000000045,1.0,2.0,41.99,4.0,2.0,0.8240209715435691,25.0,O=C(NC[C@H]1CC[C@@H](c2ccncc2)CC1)c1ccccc1,8.020766,49.257805
Cc1cc([N+](=O)[O-])c(-c2ccc(/C=C(\C#N)c3nc4ccccc4[nH]3)o2)cc1Cl,5.886056647693163,CHEMBL6133570,1,,False,404.8130000000001,5.757100000000003,1.0,5.0,108.75000000000001,4.0,4.0,0.26407152387246463,29.0,C(=Cc1ccc(-c2ccccc2)o1)c1nc2ccccc2[nH]1,-20.708055,-9.71121
Cc1cc([Si](C)(C)C)c2cn[nH]c2c1,5.685805534974844,CHEMBL4451287,2,,False,204.34900000000002,2.4165200000000002,1.0,1.0,28.68,1.0,2.0,0.7100555928739078,14.0,c1ccc2[nH]ncc2c1,-33.23715,-5.697235
Cc1cc2[nH]cc(C3CC(=O)NC3=O)c2cc1F,4.337242168318426,CHEMBL4094034,3,,False,246.24099999999999,1.7455199999999997,2.0,2.0,61.96,1.0,2.0,0.7528161589402472,18.0,O=C1CC(c2c[nH]c3ccccc23)C(=O)N1,-52.895016,-7.886766
Cc1cc2ccc(NC(=O)C(C)[C@H]3[C@@H]4C[C@@H](Oc5ccnc6ccc(F)cc56)C[C@@H]43)cc2[nH]1,8.327902142064282,CHEMBL5871507,1,,False,443.5220000000001,5.841820000000005,2.0,3.0,67.00999999999999,5.0,4.0,0.4070863660447879,33.0,O=C(C[C@@H]1[C@H]2C[C@H](Oc3ccnc4ccccc34)C[C@@H]12)Nc1ccc2cc[nH]c2c1,-7.4819255,57.483803
Cc1cc2ccc(NC(=O)C(C)[C@H]3[C@@H]4C[C@@H](n5cnc6cc(F)c(F)cc65)C[C@@H]43)cc2[nH]1,7.621602099051862,CHEMBL5977872,1,,False,434.4900000000001,5.576120000000004,2.0,2.0,62.71,4.0,4.0,0.4407071403736878,32.0,O=C(C[C@@H]1[C@H]2C[C@H](n3cnc4ccccc43)C[C@@H]12)Nc1ccc2cc[nH]c2c1,17.525982,69.58446
Cc1ccc(-c2ccc(NC(=O)[C@@H](C)[C@H]3[C@@H]4C[C@@H](n5cnc6cc(F)c(F)cc65)C[C@@H]43)cc2)cn1,6.583359492661719,CHEMBL6044738,1,,False,472.53900000000016,6.156820000000005,1.0,3.0,59.81,5.0,4.0,0.3786311104853122,35.0,O=C(C[C@@H]1[C@H]2C[C@H](n3cnc4ccccc43)C[C@@H]12)Nc1ccc(-c2cccnc2)cc1,16.588411,70.6762
Cc1ccc(-c2ccc(NC(=O)[C@@H](C)[C@H]3[C@@H]4C[C@@H](n5cnc6cc(F)c(F)cc65)C[C@@H]43)cc2)nc1,5.63420561740663,CHEMBL6059612,2,,False,472.53900000000016,6.156820000000005,1.0,3.0,59.81,5.0,4.0,0.3786311104853122,35.0,O=C(C[C@@H]1[C@H]2C[C@H](n3cnc4ccccc43)C[C@@H]12)Nc1ccc(-c2ccccn2)cc1,16.953287,70.89032
Cc1ccc(-c2csc(S)n2)cc1,5.229573867084817,CHEMBL1558960,2,,False,207.32300000000004,3.4072200000000015,1.0,3.0,12.89,1.0,2.0,0.7070549550332131,13.0,c1ccc(-c2cscn2)cc1,-13.771331,-7.225933
Cc1ccc(-c2csc3ncc(C(=O)NCCc4ccc5c(c4)OCO5)n23)cc1,5.443697499232712,CHEMBL3342394,1,,False,405.47900000000016,4.072420000000003,1.0,5.0,64.86,5.0,4.0,0.5435789081383192,29.0,O=C(NCCc1ccc2c(c1)OCO2)c1cnc2scc(-c3ccccc3)n12,1.8673741,11.320674
