molecule_chembl_id,pref_name,smiles,first_approval,oral,withdrawn_flag,clean_smiles,ido1_pred,tdo2_pred,ido1_prob,tdo2_prob,ido1_ad,tdo2_ad,selectivity
CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,1976.0,True,False,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,5.870013686535609,5.7459121403961,0.314,0.284,0.35,0.24390243902439024,0.12410154613950919
CHEMBL3,NICOTINE,CN1CCC[C@H]1c1cccnc1,1984.0,True,False,CN1CCC[C@H]1c1cccnc1,5.110873717167956,5.901504531858285,0.27486666666666665,0.289,0.2711864406779661,0.2711864406779661,-0.7906308146903287
CHEMBL4,OFLOXACIN,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1990.0,True,False,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,5.944702833743385,5.576886625500777,0.3277424242424242,0.326,0.2375,0.2375,0.3678162082426075
CHEMBL5,NALIDIXIC ACID,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,1964.0,True,False,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,5.0406183934111946,5.886229473464661,0.166,0.278,0.24561403508771928,0.21621621621621623,-0.8456110800534669
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1965.0,True,False,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.611627470607215,5.320881527603857,0.22841666666666668,0.158,0.3055555555555556,0.22666666666666666,-0.7092540569966417
CHEMBL403,SULBACTAM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,1986.0,False,False,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,5.438201812907371,5.628182793455789,0.2612,0.236,0.1864406779661017,0.1724137931034483,-0.18998098054841783
CHEMBL404,TAZOBACTAM,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,1993.0,False,False,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,5.868152977412762,5.948161628535679,0.30119999999999997,0.321,0.21518987341772153,0.21518987341772153,-0.08000865112291766
CHEMBL8,CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1987.0,True,False,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,6.310688081879185,5.29580145409235,0.3007333333333334,0.315,0.2702702702702703,0.2702702702702703,1.0148866277868347
CHEMBL9,NORFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1986.0,True,False,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,5.676896760451136,5.3041237411602005,0.2813666666666667,0.263,0.2702702702702703,0.2702702702702703,0.37277301929093554
CHEMBL405,AMPHETAMINE,CC(N)Cc1ccccc1,1955.0,True,False,CC(N)Cc1ccccc1,4.875071351816276,5.47189512742942,0.06,0.127,0.38461538461538464,0.3,-0.596823775613144
CHEMBL6622,ISOSORBIDE DINITRATE,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],1986.0,True,False,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],5.066333764444325,5.606049894084005,0.1712,0.182,0.15384615384615385,0.109375,-0.5397161296396797
CHEMBL6437,MIANSERIN,CN1CCN2c3ccccc3Cc3ccccc3C2C1,,False,True,CN1CCN2c3ccccc3Cc3ccccc3C2C1,4.939063222010184,5.543171474480716,0.19666666666666668,0.302,0.2391304347826087,0.23809523809523808,-0.6041082524705317
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,1959.0,True,False,CN(C)CCCN1c2ccccc2CCc2ccccc21,4.9788691613895715,5.383159104829337,0.174,0.206,0.234375,0.23333333333333334,-0.40428994343976576
CHEMBL406,INDAPAMIDE,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1983.0,True,False,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,6.3007357863835045,5.289906637964108,0.38388181818181816,0.262,0.24691358024691357,0.21518987341772153,1.010829148419396
CHEMBL407,FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,1991.0,False,False,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,6.162364180310414,5.91268225639961,0.4516666666666666,0.4013333333333333,0.35526315789473684,0.35526315789473684,0.24968192391080368
CHEMBL408,TROGLITAZONE,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,1997.0,True,True,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,6.315026457857582,5.518944381423265,0.37033333333333335,0.2106666666666667,0.20224719101123595,0.19540229885057472,0.7960820764343168
CHEMBL409,BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,1995.0,True,False,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,6.382620030451006,5.045781221146371,0.578,0.2092,0.3387096774193548,0.2602739726027397,1.336838809304635
CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1963.0,True,False,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,5.4840097166412685,6.124080931449026,0.244,0.266,0.3157894736842105,0.3157894736842105,-0.6400712148077572
CHEMBL13,METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1,1978.0,True,False,COCCc1ccc(OCC(O)CNC(C)C)cc1,5.34381534407898,5.3385325846090455,0.22466666666666668,0.175,0.25,0.17391304347826086,0.005282759469934284
CHEMBL411,DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1973.0,True,False,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,4.888881267865765,5.619349271077634,0.04,0.08,0.3333333333333333,0.24242424242424243,-0.7304680032118691
CHEMBL267936,MECAMYLAMINE,CNC1(C)C2CCC(C2)C1(C)C,1956.0,True,False,CNC1(C)C2CCC(C2)C1(C)C,5.234370406445568,5.593355327798882,0.19519999999999998,0.197,0.1509433962264151,0.1509433962264151,-0.35898492135331406
CHEMBL14,CARBACHOL,C[N+](C)(C)CCOC(N)=O.[Cl-],1972.0,False,False,C[N+](C)(C)CCOC(N)=O,4.965317893757449,5.393062846304478,0.0545,0.126,0.1951219512195122,0.15217391304347827,-0.4277449525470285
CHEMBL16,PHENYTOIN,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,1953.0,True,False,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,5.619343012984384,5.348544433396571,0.1267,0.084,0.2564102564102564,0.2222222222222222,0.2707985795878134
CHEMBL413,SIROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,1999.0,True,False,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,6.476128780493042,6.148966601796913,0.5157,0.3596666666666667,0.1450381679389313,0.1450381679389313,0.3271621786961285
CHEMBL269732,TACROLIMUS ANHYDROUS,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,1994.0,True,False,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,5.459579813667859,5.823822855351896,0.4620666666666667,0.305,0.14615384615384616,0.13114754098360656,-0.36424304168403676
CHEMBL415,CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,1989.0,True,False,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,5.080970462202428,5.388527119822506,0.22056666666666666,0.18,0.28378378378378377,0.24242424242424243,-0.30755665762007833
CHEMBL416,METHOXSALEN,COc1c2occc2cc2ccc(=O)oc12,1954.0,True,False,COc1c2occc2cc2ccc(=O)oc12,5.244056039744759,5.123215982532784,0.147,0.24266666666666667,0.25,0.25,0.120840057211975
CHEMBL17,DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,1958.0,True,False,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,5.337253651701998,5.174335352236965,0.214,0.24866666666666665,0.2553191489361702,0.23404255319148937,0.16291829946503267
CHEMBL18,ETHOXZOLAMIDE,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,1982.0,True,False,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,5.887166746255789,5.405033934474374,0.266,0.274,0.2608695652173913,0.2,0.4821328117814154
CHEMBL417,EPIRUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,1999.0,False,False,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,5.999812444986981,5.718536637150617,0.38933333333333336,0.3115,0.2823529411764706,0.19607843137254902,0.28127580783636397
CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,1959.0,True,False,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,5.396851863866004,5.322880664496945,0.2718333333333333,0.29886666666666667,0.23076923076923078,0.2037037037037037,0.07397119936905927
CHEMBL20,ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,1953.0,True,False,CC(=O)Nc1nnc(S(N)(=O)=O)s1,6.034840368294786,5.204540855674915,0.26,0.2880333333333333,0.32608695652173914,0.22413793103448276,0.8302995126198711
CHEMBL419,MAFENIDE,NCc1ccc(S(N)(=O)=O)cc1,1969.0,False,False,NCc1ccc(S(N)(=O)=O)cc1,5.1691544962562554,5.103044535407231,0.13,0.17666666666666667,0.325,0.3170731707317073,0.06610996084902432
CHEMBL21,SULFANILAMIDE,Nc1ccc(S(N)(=O)=O)cc1,1985.0,False,False,Nc1ccc(S(N)(=O)=O)cc1,5.207381984235921,5.207835020507152,0.086,0.18666666666666665,0.35135135135135137,0.34210526315789475,-0.0004530362712307223
CHEMBL420,GUANABENZ,N=C(N)N/N=C/c1c(Cl)cccc1Cl,1982.0,True,False,N=C(N)N/N=C/c1c(Cl)cccc1Cl,4.959992430666929,5.857879258426617,0.088,0.105,0.3170731707317073,0.21739130434782608,-0.8978868277596872
CHEMBL22,TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1973.0,True,False,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,4.914167420872103,5.96534774503539,0.166,0.236,0.2857142857142857,0.2857142857142857,-1.0511803241632869
CHEMBL6966,VERAPAMIL,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,1981.0,True,False,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,5.227087186635893,5.1845027072138485,0.208,0.151,0.19672131147540983,0.19718309859154928,0.04258447942204402
CHEMBL421,SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1950.0,True,False,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,6.100020541763141,5.041088728609323,0.316,0.194,0.3076923076923077,0.27419354838709675,1.0589318131538175
CHEMBL6466,COUMARIN,O=c1ccc2ccccc2o1,,False,True,O=c1ccc2ccccc2o1,4.915597622521622,5.594861755207384,0.036,0.224,0.2894736842105263,0.18604651162790697,-0.6792641326857618
CHEMBL23,DILTIAZEM,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,1982.0,True,False,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,5.267532474880149,5.3355970123854215,0.2876666666666667,0.246,0.25,0.1951219512195122,-0.06806453750527286
CHEMBL24,ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,1981.0,True,False,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,5.514774854767071,5.422767339324787,0.22666666666666668,0.213,0.26,0.20967741935483872,0.09200751544228414
CHEMBL25,ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,1950.0,True,False,CC(=O)Oc1ccccc1C(=O)O,5.113916790034831,5.1857435191363495,0.112,0.09,0.34285714285714286,0.3181818181818182,-0.07182672910151844
CHEMBL422,TRIFLUOPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1959.0,True,False,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,5.060202034107414,5.567268237062472,0.2549,0.361,0.2777777777777778,0.2777777777777778,-0.5070662029550581
CHEMBL26,SULPIRIDE,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,,True,False,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,6.102579590545817,5.074614559773762,0.384,0.17599999999999996,0.3048780487804878,0.2727272727272727,1.0279650307720551
CHEMBL423,BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,1985.0,True,False,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,6.366554224082268,5.320915636264019,0.3292878787878788,0.192,0.20689655172413793,0.19718309859154928,1.0456385878182495
CHEMBL424,SALICYLIC ACID,O=C(O)c1ccccc1O,,False,False,O=C(O)c1ccccc1O,4.972235998263589,4.912124749146703,0.098,0.064,0.41379310344827586,0.3,0.06011124911688537
CHEMBL425,OLSALAZINE,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,1990.0,True,False,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,5.132285707134344,4.842870475600875,0.106,0.086,0.3695652173913043,0.26666666666666666,0.2894152315334697
CHEMBL27,PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,1967.0,True,False,CC(C)NCC(O)COc1cccc2ccccc12,5.025707926892967,5.253027509650297,0.118,0.159,0.32142857142857145,0.23728813559322035,-0.22731958275733
CHEMBL6995,PRACTOLOL,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,,False,True,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,5.877647482456035,5.475833605774097,0.3753333333333333,0.209,0.36538461538461536,0.29508196721311475,0.40181387668193747
CHEMBL427,MECHLORETHAMINE,CN(CCCl)CCCl,1949.0,False,False,CN(CCCl)CCCl,5.015239253906548,5.582422611402321,0.076,0.20566666666666666,0.14,0.11764705882352941,-0.5671833574957734
CHEMBL29,PENICILLIN G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,1947.0,True,False,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,5.771134805201401,5.623989132116829,0.242,0.22533333333333333,0.2923076923076923,0.2318840579710145,0.14714567308457127
CHEMBL428,TROVAFLOXACIN,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,1997.0,True,True,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,6.238857017045872,5.841997623757144,0.37429999999999997,0.428,0.2727272727272727,0.2727272727272727,0.3968593932887279
CHEMBL30,CIMETIDINE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,1977.0,True,False,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,5.071087709291449,5.580974656338103,0.17,0.24616666666666664,0.2,0.16176470588235295,-0.5098869470466543
CHEMBL31,GATIFLOXACIN,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1999.0,True,True,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,6.330560881881906,5.283283540802837,0.32882023809523814,0.234,0.2345679012345679,0.2345679012345679,1.0472773410790692
CHEMBL429,LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1984.0,True,False,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,5.261738722559891,4.903669557186793,0.23,0.204,0.26666666666666666,0.25806451612903225,0.35806916537309785
CHEMBL32,MOXIFLOXACIN,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,1999.0,True,False,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,6.243512799790866,5.241744113640701,0.42082023809523816,0.251,0.23809523809523808,0.23809523809523808,1.0017686861501653
CHEMBL33,LEVOFLOXACIN ANHYDROUS,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,1996.0,True,False,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,5.944702833743385,5.576886625500777,0.3277424242424242,0.326,0.2375,0.2375,0.3678162082426075
CHEMBL430,GEMIFLOXACIN,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,2003.0,True,False,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,6.277834085186547,5.747813997057231,0.42099999999999993,0.312,0.23529411764705882,0.23529411764705882,0.5300200881293158
CHEMBL431,SPIRAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,1994.0,True,False,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,6.505447490282655,5.483437196211077,0.4383333333333333,0.27,0.24691358024691357,0.23170731707317074,1.0220102940715776
CHEMBL433,VALPROATE SODIUM,CCCC(CCC)C(=O)[O-].[Na+],1996.0,False,False,CCCC(CCC)C(=O)[O-],5.105307344828812,5.5057163186414355,0.128,0.119,0.1702127659574468,0.13636363636363635,-0.4004089738126231
CHEMBL434,ISOPROTERENOL,CC(C)NCC(O)c1ccc(O)c(O)c1,1956.0,False,False,CC(C)NCC(O)c1ccc(O)c(O)c1,5.029796257813217,4.984803010971527,0.134,0.171,0.3023255813953488,0.23333333333333334,0.04499324684169004
CHEMBL435,HYDROCHLOROTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1959.0,True,False,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,5.508899285005494,4.980786969883312,0.322,0.278,0.17391304347826086,0.1724137931034483,0.5281123151221827
CHEMBL35,FUROSEMIDE,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1966.0,True,False,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,6.13076550879444,5.111786555320911,0.286,0.19533333333333333,0.26582278481012656,0.2125,1.0189789534735283
CHEMBL36,PYRIMETHAMINE,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1953.0,True,False,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,5.186311999448502,6.120606681567981,0.196,0.202,0.2894736842105263,0.30952380952380953,-0.9342946821194795
CHEMBL436,TOLRESTAT,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,1989.0,False,True,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,4.933590791839829,5.21192401458251,0.194,0.12733333333333333,0.26666666666666666,0.25396825396825395,-0.27833322274268113
CHEMBL437,SULFATHIAZOLE,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,1945.0,False,True,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,5.67784800599409,6.414870251981903,0.246,0.3526666666666667,0.25,0.21568627450980393,-0.7370222459878137
CHEMBL438,SULFAMERAZINE,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,1982.0,True,True,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,5.583346289693341,5.8444559819912785,0.241,0.24666666666666665,0.25,0.22413793103448276,-0.26110969229793746
CHEMBL439,SULFADIAZINE,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,1941.0,True,False,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,6.29133825467641,5.870364076578873,0.254,0.224,0.28,0.22807017543859648,0.4209741780975369
CHEMBL440,THIAMYLAL,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,1982.0,False,False,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,5.730444633620674,5.409330189377713,0.2373333333333333,0.146,0.1836734693877551,0.15,0.3211144442429603
CHEMBL441,THIOPENTAL,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,1982.0,False,False,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,5.626400065698992,5.446206777044485,0.17576666666666668,0.152,0.2,0.15384615384615385,0.18019328865450746
CHEMBL268164,CYCLOBARBITAL,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,,False,True,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,5.555317248802798,5.43716661362997,0.15336666666666665,0.171,0.19230769230769232,0.1774193548387097,0.11815063517282809
CHEMBL442,ERGOTAMINE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,1948.0,True,True,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,6.0299242835391365,5.66302054471925,0.4211666666666667,0.296,0.21238938053097345,0.21238938053097345,0.3669037388198868
CHEMBL38,TRETINOIN,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,1971.0,True,False,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,5.5603019448510755,6.795488154881507,0.3,0.274,0.20588235294117646,0.20588235294117646,-1.2351862100304318
CHEMBL7413,METHOHEXITAL,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,1960.0,False,False,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,5.542797727281446,5.522312212544208,0.34809523809523807,0.203,0.1917808219178082,0.14864864864864866,0.020485514737237587
CHEMBL40,PHENOBARBITAL,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,2022.0,False,True,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,5.571904512836758,5.257137350245065,0.09770000000000001,0.074,0.2608695652173913,0.2608695652173913,0.3147671625916928
CHEMBL41,FLUOXETINE,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,1987.0,True,False,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,5.039439379250338,5.166405788028546,0.094,0.112,0.3333333333333333,0.3333333333333333,-0.12696640877820808
CHEMBL443,SULFAMETHOXAZOLE,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1973.0,True,False,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,5.691137441913778,5.776976492901121,0.2512,0.25266666666666665,0.296875,0.2391304347826087,-0.08583905098734324
CHEMBL444,BARBITAL,CCC1(CC)C(=O)NC(=O)NC1=O,,False,False,CCC1(CC)C(=O)NC(=O)NC1=O,5.594597130745151,5.442234453568211,0.11436666666666667,0.106,0.19047619047619047,0.19047619047619047,0.1523626771769404
CHEMBL42,CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,1989.0,True,False,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,5.25287482091837,4.786949299535578,0.227,0.308,0.30303030303030304,0.30303030303030304,0.4659255213827924
CHEMBL445,NORTRIPTYLINE,CNCCC=C1c2ccccc2CCc2ccccc21,1964.0,True,False,CNCCC=C1c2ccccc2CCc2ccccc21,5.305922230568322,5.980746716611944,0.174,0.288,0.2222222222222222,0.22727272727272727,-0.6748244860436223
CHEMBL446,SULFAMETHAZINE,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,1949.0,True,True,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,5.504343898762848,5.862149604882789,0.234,0.25866666666666666,0.2916666666666667,0.25,-0.3578057061199411
CHEMBL447,SECOBARBITAL,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1950.0,True,True,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,5.764901264865298,5.417146197131298,0.23916666666666667,0.144,0.1875,0.15254237288135594,0.347755067734
CHEMBL448,PENTOBARBITAL,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,1973.0,True,True,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,5.640634378014608,5.453608433384998,0.16359999999999997,0.148,0.20930232558139536,0.16,0.1870259446296103
CHEMBL7568,QUINACRINE,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,,False,True,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,5.433193470085028,5.76860989038536,0.264,0.3155,0.323943661971831,0.2159090909090909,-0.3354164203003318
CHEMBL267894,AMOBARBITAL,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,,False,True,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,5.708314545619381,5.474780628154924,0.2518666666666666,0.164,0.2682926829268293,0.16,0.23353391746445773
CHEMBL7728,HEXOBARBITAL,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,,False,True,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,5.696872741557,5.543649068588719,0.21186666666666665,0.231,0.2,0.2,0.15322367296828077
