molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_units,standard_value,pchembl_value,document_chembl_id,data_validity_comment
CHEMBL332028,CC(C)(C)c1cc(-c2cn3ccsc3n2)cc2c1OCC2(C)C,IC50,=,nM,75.0,7.12,CHEMBL1131087,
CHEMBL119170,CC(C)(C)c1cc(C(=O)NC2CC2)cc2c1OCC2(C)C,IC50,=,nM,290.0,6.54,CHEMBL1131087,
CHEMBL419947,COCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,=,nM,1000.0,6.00,CHEMBL1131087,
CHEMBL2112567,CC(C)(C)c1cc(/C=C2\CCOC2=O)cc2c1OCC2(C)C,IC50,=,nM,45.0,7.35,CHEMBL1131087,
CHEMBL117615,CCN(C)C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,=,nM,2500.0,5.60,CHEMBL1131087,
CHEMBL102223,[N-]=[N+]=Nc1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,=,nM,159720.0,,CHEMBL1134587,Outside typical range
CHEMBL118335,CCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,=,nM,20000.0,4.70,CHEMBL1131087,
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,=,nM,22900.0,4.64,CHEMBL1134587,
CHEMBL119433,CN(C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2)C1CC1,IC50,=,nM,5000.0,5.30,CHEMBL1131087,
CHEMBL421608,CC1(C)CC(c2cc(C(C)(C)C)c3c(c2)C(C)(C)CO3)=NO1,IC50,=,nM,70.0,7.16,CHEMBL1131087,
CHEMBL119472,CCCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,=,nM,2500.0,5.60,CHEMBL1131087,
CHEMBL326295,CC(C)(C)c1cc(NN2CCC=N2)cc2c1OCC2(C)C,IC50,>,nM,100000.0,,CHEMBL1131087,
CHEMBL118839,CC(C)(C)c1cc(-c2cccs2)cc2c1OCC2(C)C,IC50,=,nM,200.0,6.70,CHEMBL1131087,
CHEMBL274893,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1,IC50,=,nM,30000.0,4.52,CHEMBL1131087,
CHEMBL119720,Cn1cccc1C(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,=,nM,35.0,7.46,CHEMBL1131087,
CHEMBL422075,CC(C)(C)c1cc(C(=N)N2CCCC2)cc2c1OCC2(C)C,IC50,>,nM,100000.0,,CHEMBL1131087,
CHEMBL122065,CCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,=,nM,550.0,6.26,CHEMBL1131087,
CHEMBL119418,CCCCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,=,nM,2000.0,5.70,CHEMBL1131087,
CHEMBL326365,CC(=O)Nc1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,IC50,=,nM,3500.0,5.46,CHEMBL1131087,
CHEMBL332937,CC(C)(C)c1cc(C(=O)c2cccs2)cc2c1OCC2(C)C,IC50,=,nM,45.0,7.35,CHEMBL1131087,
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,=,nM,26000.0,4.58,CHEMBL1134587,
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,=,nM,159700.0,,CHEMBL1134587,Outside typical range
CHEMBL117911,CC(C)(C)c1cc(/C=C\c2cccs2)cc2c1OCC2(C)C,IC50,=,nM,20.0,7.70,CHEMBL1131087,
CHEMBL521,CC(C)Cc1ccc(C(C)C(=O)O)cc1,IC50,=,nM,3000.0,5.52,CHEMBL1131087,
CHEMBL13878,C#CCCCC(=O)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,IC50,=,nM,250.0,6.60,CHEMBL1131087,
CHEMBL320433,Cc1ccc(-c2cc(C(F)(F)F)n(-c3ccc(N=[N+]=[N-])cc3)n2)cc1,IC50,=,nM,9880.0,5.00,CHEMBL1134587,
CHEMBL117682,CC(C)(C)c1cc(-c2csc(N=C(N)N)n2)cc2c1OCC2(C)C,IC50,=,nM,15000.0,4.82,CHEMBL1131087,
CHEMBL326362,CC(C)(C)c1cc(/C=C2/SC(N)=NC2=O)cc2c1OCC2(C)C,IC50,=,nM,5000.0,5.30,CHEMBL1131087,
CHEMBL127153,Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(Cl)c1,IC50,=,nM,16595.87,4.78,CHEMBL1142830,
CHEMBL126991,Cc1cc(=O)c(Oc2ccc(Cl)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,36559.48,4.44,CHEMBL1142830,
CHEMBL126369,COc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(Cl)c1,IC50,=,nM,13699.35,4.86,CHEMBL1142830,
CHEMBL126303,Cc1cc(=O)c(Oc2ccccc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,22803.42,4.64,CHEMBL1142830,
CHEMBL127868,Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)cc1,IC50,=,nM,39003.18,4.41,CHEMBL1142830,
CHEMBL341320,Cc1ccc(Oc2c(-c3ccc(S(C)(=O)=O)cc3)oc(C)cc2=O)c(F)c1,IC50,=,nM,6902.4,5.16,CHEMBL1142830,
CHEMBL127190,Cc1cc(=O)c(-c2ccc(Cl)c(Cl)c2)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,37068.07,4.43,CHEMBL1142830,
CHEMBL56367,CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,IC50,=,nM,17400.0,4.76,CHEMBL1139589,
CHEMBL329688,COc1ccc(C2SCC(=O)N2CCN2C(=O)CSC2c2ccc(OC)cc2)cc1,IC50,=,nM,53700.0,4.27,CHEMBL1139589,
CHEMBL420351,Cc1cc(=O)c(Oc2ccc(Cl)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,207014.13,,CHEMBL1142830,Outside typical range
CHEMBL127514,Cc1cc(=O)c(Oc2ccc(Br)cc2)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,119014.53,,CHEMBL1142830,Outside typical range
CHEMBL127211,Cc1cc(=O)c(Oc2ccc(F)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,22299.75,4.65,CHEMBL1142830,
CHEMBL442767,Cc1cc(=O)c(Oc2ccc(Cl)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,18801.82,4.73,CHEMBL1142830,
CHEMBL125460,Cc1cc(=O)c(Oc2ccc(Br)cc2F)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,22803.42,4.64,CHEMBL1142830,
CHEMBL338457,Cc1cc(=O)c(Oc2ccc(Br)cc2Cl)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,35196.54,4.45,CHEMBL1142830,
CHEMBL129640,Cc1cc(=O)c(Oc2ccc(F)cc2C)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,=,nM,21198.25,4.67,CHEMBL1142830,
CHEMBL183294,CS(=O)(=O)c1ccc2c(Sc3ccccc3Cl)c(C#N)[nH]c2c1,IC50,>,nM,67000.0,,CHEMBL1137849,
CHEMBL183977,COc1ccc(C(=O)c2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,IC50,=,nM,3500.0,5.46,CHEMBL1137849,
CHEMBL362290,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,IC50,=,nM,55700.0,4.25,CHEMBL1137849,
CHEMBL363767,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1F,IC50,=,nM,18200.0,4.74,CHEMBL1137849,
CHEMBL184281,COc1ccc(Sc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,IC50,=,nM,18000.0,4.75,CHEMBL1137849,
CHEMBL183653,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccn1,IC50,=,nM,30000.0,4.52,CHEMBL1137849,
CHEMBL362138,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1,IC50,=,nM,63900.0,4.19,CHEMBL1137849,
CHEMBL183970,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(F)cc1F,IC50,=,nM,98000.0,4.01,CHEMBL1137849,
CHEMBL185528,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccc(Cl)cc1,IC50,=,nM,71100.0,4.15,CHEMBL1137849,
CHEMBL442036,COc1ccc(Cc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,IC50,=,nM,7300.0,5.14,CHEMBL1137849,
CHEMBL363756,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Cc1ccccc1Cl,IC50,=,nM,118000.0,,CHEMBL1137849,Outside typical range
CHEMBL183930,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1[S+]([O-])c1ccc(F)cc1,IC50,,nM,,,CHEMBL1137849,
CHEMBL366306,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1S(=O)(=O)c1ccc(F)cc1,IC50,,nM,,,CHEMBL1137849,
CHEMBL184039,COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,IC50,=,nM,9300.0,5.03,CHEMBL1137849,
CHEMBL185246,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(C(=O)O)[nH]c2c1,IC50,,nM,,,CHEMBL1137849,
CHEMBL366121,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(C(N)=O)[nH]c2c1,IC50,>,nM,40000.0,,CHEMBL1137849,
CHEMBL433585,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(C#N)[nH]c2c1,IC50,>,nM,125000.0,,CHEMBL1137849,Outside typical range
CHEMBL183101,COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1F,IC50,=,nM,17200.0,4.76,CHEMBL1137849,
CHEMBL363741,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3F)c(C(N)=O)[nH]c2c1,IC50,>,nM,40000.0,,CHEMBL1137849,
CHEMBL184436,CNC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1F,IC50,,nM,,,CHEMBL1137849,
CHEMBL184764,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3F)c(C#N)[nH]c2c1,IC50,>,nM,60000.0,,CHEMBL1137849,
CHEMBL183279,COc1ccc(Sc2c(C#N)[nH]c3cc(S(C)(=O)=O)ccc23)c(Cl)c1,IC50,=,nM,8100.0,5.09,CHEMBL1137849,
CHEMBL184022,CS(=O)(=O)c1ccc2c(Sc3ccc(F)cc3)c(CO)[nH]c2c1,IC50,>,nM,100000.0,,CHEMBL1137849,
CHEMBL362093,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(F)cc1,IC50,=,nM,37000.0,4.43,CHEMBL1137849,
CHEMBL359563,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(F)cc1F,IC50,=,nM,33000.0,4.48,CHEMBL1137849,
CHEMBL184075,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(Cl)cc1,IC50,=,nM,12000.0,4.92,CHEMBL1137849,
CHEMBL433756,COc1ccc(Oc2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,IC50,=,nM,6000.0,5.22,CHEMBL1137849,
CHEMBL183178,COc1ccc(Oc2c(C)[nH]c3cccc(S(C)(=O)=O)c23)cc1,IC50,=,nM,6000.0,5.22,CHEMBL1137849,
CHEMBL360343,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Oc1ccc(Cl)cc1Cl,IC50,=,nM,33000.0,4.48,CHEMBL1137849,
CHEMBL365436,CC(=O)OCc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccc1Cl,IC50,,nM,,,CHEMBL1137849,
CHEMBL264503,CS(=O)(=O)Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccccc1Cl,IC50,,nM,,,CHEMBL1137849,
CHEMBL361055,Cc1[nH]c2cc(S(C)(=O)=O)ccc2c1C(=O)c1ccc(F)cc1,IC50,=,nM,2440.0,5.61,CHEMBL1137849,
CHEMBL185163,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)cc2)cc1,IC50,=,nM,5754.4,5.24,CHEMBL1138688,
CHEMBL362779,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc(F)c(Cl)c2)cc1,IC50,=,nM,5495.41,5.26,CHEMBL1138688,
CHEMBL365301,Cc1cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)ccc1F,IC50,=,nM,3715.35,5.43,CHEMBL1138688,
CHEMBL182820,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1F,IC50,=,nM,22387.21,4.65,CHEMBL1138688,
CHEMBL184122,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,=,nM,19054.61,4.72,CHEMBL1138688,
CHEMBL184341,COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,IC50,=,nM,10964.78,4.96,CHEMBL1138688,
CHEMBL365883,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCO3)cc1,IC50,=,nM,1698.24,5.77,CHEMBL1138688,
CHEMBL184076,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1,IC50,=,nM,16982.44,4.77,CHEMBL1138688,
CHEMBL185547,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,=,nM,16595.87,4.78,CHEMBL1138688,
CHEMBL184375,Cc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,IC50,=,nM,14791.08,4.83,CHEMBL1138688,
CHEMBL185196,Cc1cc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)ccc1Cl,IC50,=,nM,3890.45,5.41,CHEMBL1138688,
CHEMBL363270,CN(C)c1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,IC50,=,nM,588.84,6.23,CHEMBL1138688,
CHEMBL186634,NS(=O)(=O)c1ccc(-c2ccc(F)c(F)c2-c2ccc3c(c2)OCCO3)cc1,IC50,=,nM,17782.79,4.75,CHEMBL1138688,
CHEMBL294715,NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)cc2)cc1,IC50,=,nM,19054.61,4.72,CHEMBL1138688,
CHEMBL54412,NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(F)c(Cl)c2)cc1,IC50,=,nM,9332.54,5.03,CHEMBL1138688,
CHEMBL52402,NS(=O)(=O)c1ccc(-c2ccccc2-c2ccc(Cl)cc2)cc1,IC50,=,nM,3981.07,5.40,CHEMBL1138688,
CHEMBL442166,COc1ccc(-c2ccccc2-c2ccc(S(N)(=O)=O)cc2)cc1F,IC50,=,nM,13182.57,4.88,CHEMBL1138688,
CHEMBL54039,COc1ccc(-c2ccccc2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,IC50,=,nM,8128.31,5.09,CHEMBL1138688,
CHEMBL363102,CS(=O)(=O)c1ccc(-c2c(-c3cccc(F)c3)nn3ncccc23)cc1,IC50,=,nM,58300.0,4.23,CHEMBL1138006,
CHEMBL365865,CS(=O)(=O)c1ccc(-c2c(-c3ccccc3)nn3ncccc23)cc1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL361472,Cc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,>,nM,19100.0,,CHEMBL1138006,
CHEMBL359775,COc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,=,nM,3880.0,5.41,CHEMBL1138006,
CHEMBL366102,NS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3ncccc23)cc1,IC50,=,nM,24100.0,4.62,CHEMBL1138006,
CHEMBL186632,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,=,nM,3828.0,5.42,CHEMBL1138006,
CHEMBL360182,NS(=O)(=O)c1ccc(-c2c(-c3ccc(OC(F)(F)F)cc3)nn3ncccc23)cc1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL185621,Cc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL187468,CCc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL188115,COc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,IC50,>,nM,35100.0,,CHEMBL1138006,
CHEMBL365267,COc1ccc2c(-c3ccc(S(N)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,IC50,=,nM,2605.0,5.58,CHEMBL1138006,
CHEMBL184613,Cc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccccc3)nn2n1,IC50,=,nM,43900.0,4.36,CHEMBL1138006,
CHEMBL184187,COc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(C)cc3)nn2n1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL186709,CCOc1ccc(-c2nn3nc(SC)ccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,=,nM,8630.0,5.06,CHEMBL1138006,
CHEMBL434520,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3nc(S(C)(=O)=O)ccc23)cc1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL361494,CCOc1ccc(-c2nn3nc(S(C)(=O)=O)ccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL183891,CCOc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL365473,CC(C)Oc1ccc2c(-c3ccc(S(C)(=O)=O)cc3)c(-c3ccc(F)cc3)nn2n1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,=,nM,1689.0,5.77,CHEMBL1138006,
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL364804,CCOc1ccc(-c2nn3ncccc3c2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,>,nM,84200.0,,CHEMBL1138006,
CHEMBL359787,CS(=O)(=O)c1ccc(-c2c(-c3ccc(F)cc3)nn3ncccc23)cc1,IC50,>,nM,100000.0,,CHEMBL1138006,
CHEMBL190011,COC1(c2cc(-c3ccc(S(C)(=O)=O)cc3)n(-c3ccc(C)cc3)n2)CCCO1,IC50,>,nM,100000.0,,CHEMBL1138722,
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,=,nM,14000.0,4.85,CHEMBL1138722,
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,=,nM,40000.0,4.40,CHEMBL1138722,
CHEMBL365033,Cc1onc(-c2ccccc2)c1-c1ccccc1,IC50,=,nM,90.0,7.05,CHEMBL1138763,
CHEMBL361504,CCc1onc(-c2ccccc2)c1-c1ccccc1,IC50,=,nM,50.0,7.30,CHEMBL1138763,
CHEMBL442224,Cc1cc(C)c(-c2noc(C)c2-c2ccccc2)c(C)c1,IC50,>,nM,100000.0,,CHEMBL1138763,
CHEMBL363228,Cc1onc(-c2ccc(Cl)o2)c1-c1ccccc1,IC50,=,nM,500.0,6.30,CHEMBL1138763,
CHEMBL186764,COc1cc(OC)c(-c2noc(C)c2-c2ccccc2)c(OC)c1,IC50,>,nM,100000.0,,CHEMBL1138763,
CHEMBL188739,COc1cc(OC)c(-c2noc(C)c2-c2ccccc2)c(OC)c1Cl,IC50,>,nM,100000.0,,CHEMBL1138763,
CHEMBL865,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,IC50,=,nM,27000.0,4.57,CHEMBL1138763,
CHEMBL185638,Cc1cc(C)c(S(N)(=O)=O)c(C)c1-c1noc(C)c1-c1ccccc1,IC50,>,nM,100000.0,,CHEMBL1138763,
CHEMBL185639,Cc1onc(-c2ccc(Cl)o2)c1-c1ccc(S(N)(=O)=O)cc1,IC50,>,nM,100000.0,,CHEMBL1138763,
CHEMBL186817,COc1cc(OC)c(-c2noc(C)c2-c2ccc(S(N)(=O)=O)cc2)c(OC)c1Cl,IC50,>,nM,100000.0,,CHEMBL1138763,
CHEMBL189701,Cc1cc(C)c(S(N)(=O)=O)c(C)c1-c1noc(C)c1-c1ccc(S(N)(=O)=O)cc1,IC50,>,nM,100000.0,,CHEMBL1138763,
CHEMBL18264,CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1,IC50,=,nM,13000.0,4.89,CHEMBL1139640,
CHEMBL52285,CS(=O)(=O)c1ccc(C2=C(c3cccc(F)c3)C(=O)OC2)cc1,IC50,=,nM,65000.0,4.19,CHEMBL1139640,
CHEMBL364966,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)cnc2C(=O)c2ccccc2)cc1,IC50,=,nM,14000.0,4.85,CHEMBL1144447,
CHEMBL416146,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,IC50,>,nM,200000.0,,CHEMBL1144447,Outside typical range
CHEMBL118,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,=,nM,14000.0,4.85,CHEMBL1144447,
CHEMBL122,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,IC50,=,nM,62000.0,4.21,CHEMBL1144447,
CHEMBL381680,CC1([O-])OC(=O)C(c2ccc(Cl)cc2)=C1c1ccc(S(C)(=O)=O)cc1.[Na+],IC50,>,nM,8600.0,,CHEMBL1144376,
CHEMBL443278,CC[C@]1(C)OC(=O)C(OC(C)C)=C1c1ccc(S(C)(=O)=O)cc1,IC50,>,nM,8600.0,,CHEMBL1144376,
CHEMBL423638,COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(S(C)(=O)=O)cc4)n3)c2)CCOCC1,IC50,>,nM,10.0,,CHEMBL1140446,Potential transcription error
CHEMBL300982,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,IC50,=,nM,160.0,6.80,CHEMBL1140446,
CHEMBL370562,Oc1ccc(-c2cn(-c3ccc(O)cc3)c(-c3ccc(O)cc3)n2)cc1,IC50,=,nM,12200.0,4.91,CHEMBL1141119,
CHEMBL195887,Oc1ccc(-c2nc(-c3ccc(O)cc3Cl)cn2-c2ccc(O)cc2)cc1,IC50,=,nM,8400.0,5.08,CHEMBL1141119,
CHEMBL196263,Oc1ccc(-n2cc(-c3ccc(O)cc3Cl)nc2-c2ccc(O)cc2Cl)cc1,IC50,=,nM,8400.0,5.08,CHEMBL1141119,
CHEMBL195142,CCc1c(-c2ccc(O)cc2)nc(-c2ccc(O)cc2)n1-c1ccc(O)cc1,IC50,>,nM,200000.0,,CHEMBL1141119,Outside typical range
CHEMBL165,Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,IC50,=,nM,195500.0,,CHEMBL1148563,Outside typical range
CHEMBL199788,COc1cc(OC)cc(-c2cc3ccc(O)cc3oc2=O)c1,IC50,=,nM,105000.0,,CHEMBL1148563,Outside typical range
CHEMBL200198,O=c1oc2cc(O)ccc2cc1-c1cc(O)cc(O)c1,IC50,=,nM,62300.0,4.21,CHEMBL1148563,
CHEMBL199527,COc1cc(OC)cc(-c2cc3ccc(OC)cc3oc2=O)c1,IC50,>,nM,100000.0,,CHEMBL1148563,
CHEMBL378382,COc1cc(OC)cc(-c2cc3cc(OC)cc(OC)c3oc2=O)c1,IC50,>,nM,100000.0,,CHEMBL1148563,
CHEMBL199904,COc1cc(OC)cc(-c2cc3cc(OC)ccc3oc2=O)c1,IC50,>,nM,25000.0,,CHEMBL1148563,
CHEMBL199739,O=c1oc2c(O)cc(O)cc2cc1-c1cc(O)cc(O)c1,IC50,=,nM,285000.0,,CHEMBL1148563,Outside typical range
CHEMBL199397,O=c1oc2ccc(O)cc2cc1-c1cc(O)cc(O)c1,IC50,=,nM,30100.0,4.52,CHEMBL1148563,
CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,IC50,=,nM,4700.0,5.33,CHEMBL1138141,
CHEMBL832,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,IC50,=,nM,509100.0,,CHEMBL1138141,Outside typical range
CHEMBL204124,Cn1ncc(/C=C/C(=O)c2ccccc2)c(-c2ccccc2)c1=O,IC50,=,nM,18900.0,4.72,CHEMBL1138141,
CHEMBL202451,CN(C)c1c(/C=C/C(=O)c2ccccc2)cnn(C)c1=O,IC50,=,nM,221300.0,,CHEMBL1138141,Outside typical range
CHEMBL202450,CCOc1c(/C=C/C(=O)c2ccccc2)cnn(C)c1=O,IC50,=,nM,48500.0,4.31,CHEMBL1138141,
CHEMBL202292,Cn1ncc(/C=C\C(=O)c2ccccc2)c(Cl)c1=O,IC50,=,nM,31300.0,4.50,CHEMBL1138141,
CHEMBL201410,Cn1ncc(/C=C/C(=O)c2ccccc2)c(Cl)c1=O,IC50,=,nM,14400.0,4.84,CHEMBL1138141,
CHEMBL201614,Cn1ncc(C(=O)/C=C/c2ccccc2)cc1=O,IC50,,,,,CHEMBL1138141,
CHEMBL201807,O=C(/C=C/c1ccccc1)c1cnnc(O)c1,IC50,,,,,CHEMBL1138141,
CHEMBL201810,COCn1nc(-c2ccccc2)c(C(=O)/C=C/c2ccccc2)cc1=O,IC50,=,nM,43000.0,4.37,CHEMBL1138141,
CHEMBL370775,Cn1nc(-c2ccccc2)c(C(=O)/C=C/c2ccccc2)cc1=O,IC50,=,nM,38500.0,4.42,CHEMBL1138141,
CHEMBL203405,O=C(/C=C/c1ccccc1)c1cc(O)nnc1-c1ccccc1,IC50,=,nM,35500.0,4.45,CHEMBL1138141,
CHEMBL203053,O=C(/C=C/c1cnn(-c2ccccc2)c(=O)c1)c1ccccc1,IC50,=,nM,3300.0,5.48,CHEMBL1138141,
