molecule_chembl_id,pref_name,clean_smiles,first_approval,pred_IDO1,pred_TDO2,pred_M,pred_D,LCB_IDO1,LCB_TDO2,LCB_dual,P_dual_active,P_balanced_dual,AD_maxTanimoto,in_domain,LCB_dual_standard,LCB_dual_normalized,LCB_dual_pacr,AD_dist_to_paired,PACR_chem_dist_to_ptr,PACR_doc_dist_to_ptr
CHEMBL601719,CRIZOTINIB,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,2011.0,6.46,5.76,6.11,0.69,5.03,4.59,4.59,0.282,0.249,0.258,False,5.521972531532091,5.442591949098892,5.292916732669735,0.7422681,0.7422681,0.823628693819046
CHEMBL1183717,ALMITRINE,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,,6.37,5.99,6.18,0.37,4.94,4.82,4.82,0.387,0.376,0.221,False,5.346344478544841,5.3308359919255235,5.252470364945772,0.7794118,0.7848101,0.8108108043670654
CHEMBL1789941,RUXOLITINIB,N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,2011.0,6.25,5.99,6.12,0.26,4.82,4.81,4.81,0.365,0.359,0.224,False,5.412716713300693,5.364931342721077,5.2359599379727335,0.7763158,0.8076923,0.812395304441452
CHEMBL1714574,TERCONAZOLE,CC(C)N1CCN(c2ccc(OCC3COC(Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1987.0,6.69,6.34,6.52,0.36,5.27,5.16,5.16,0.646,0.613,0.245,False,5.429434394233047,5.3297357148885025,5.181970299943093,0.75454545,0.8113208,0.8194514811038971
CHEMBL43064,CINNARIZINE,C(=C\c1ccccc1)/CN1CCN(C(c2ccccc2)c2ccccc2)CC1,,6.21,5.95,6.08,0.26,4.78,4.78,4.78,0.337,0.331,0.222,False,5.279856019369686,5.3415026548526185,5.157840823193229,0.7777778,0.82258064,0.8388320505619049
CHEMBL1201005,CEFONICID SODIUM,O=C([O-])C1=C(CSc2nnnn2CS(=O)(=O)[O-])CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,1984.0,6.15,5.85,6.0,0.3,4.73,4.67,4.67,0.298,0.293,0.198,False,5.333516770153534,5.3372678923132995,5.132423380141035,0.8021978,0.8080808,0.8139354139566422
CHEMBL1697760,MUZOLIMINE,CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,,6.28,5.96,6.12,0.32,4.86,4.78,4.78,0.365,0.359,0.312,True,5.239871264410447,5.259181659817897,5.131917707567352,0.6875,0.7368421,0.7885994911193848
CHEMBL1422,SITAGLIPTIN,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,2006.0,6.34,6.38,6.36,-0.05,4.91,5.21,4.91,0.564,0.514,0.233,False,5.278778838206912,5.327155869612062,5.129525149380886,0.7671233,0.8181818,0.821378543972969
CHEMBL144673,HEXETIDINE,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,,6.72,6.37,6.54,0.35,5.29,5.19,5.19,0.652,0.613,0.129,False,5.330797276927033,5.327151036619914,5.128174160173656,0.87096775,0.8875,0.8976214677095413
CHEMBL1008,BEPRIDIL,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,1990.0,6.08,5.8,5.94,0.29,4.66,4.62,4.62,0.26,0.254,0.186,False,5.294185232554365,5.317571529411152,5.121470386877899,0.8135593,0.82857144,0.8461038917303085
CHEMBL1601,CEFONICID,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,1984.0,6.18,5.87,6.03,0.31,4.76,4.7,4.7,0.304,0.298,0.216,False,5.297212221139782,5.305610588618532,5.117485235115521,0.7840909,0.8041237,0.8101500868797302
CHEMBL489411,AMOROLFINE,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,,6.0,5.66,5.83,0.34,4.57,4.48,4.48,0.199,0.193,0.179,False,5.298333882061587,5.26138778910275,5.109076877569225,0.82142854,0.8333333,0.8514927476644516
CHEMBL982,NALMEFENE,C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,1995.0,6.37,5.86,6.11,0.51,4.94,4.68,4.68,0.32,0.309,0.165,False,5.1956946775242265,5.213683238448731,5.108504124404237,0.8352941,0.8367347,0.8617265671491623
CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,[2H]C1([2H])C([C@@H](CC#N)n2cc(-c3ncnc4[nH]ccc34)cn2)C([2H])([2H])C([2H])([2H])C1([2H])[2H],2024.0,6.25,6.05,6.15,0.2,4.82,4.87,4.82,0.381,0.376,0.161,False,5.421699581585336,5.334546039141594,5.098862408886849,0.8387097,0.85,0.8556701093912125
CHEMBL1492,DIPHENYLPYRALINE,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,1982.0,6.26,5.97,6.11,0.28,4.83,4.8,4.8,0.359,0.354,0.317,True,5.273873776518888,5.283710178398725,5.097137259812982,0.68292683,0.7833333,0.80523781478405
CHEMBL3989958,IVOSIDENIB,N#Cc1ccnc(N2C(=O)CC[C@H]2C(=O)N(c2cncc(F)c2)[C@H](C(=O)NC2CC(F)(F)C2)c2ccccc2Cl)c1,2018.0,6.15,5.69,5.92,0.46,4.72,4.52,4.52,0.227,0.21,0.239,False,5.257287086339285,5.269624202409471,5.0887907067337546,0.7614679,0.7614679,0.779989093542099
CHEMBL3099695,OSILODROSTAT,N#Cc1ccc([C@H]2CCc3cncn32)c(F)c1,2020.0,6.65,6.19,6.42,0.46,5.23,5.02,5.02,0.575,0.536,0.385,True,5.3932121285752315,5.200683580110063,5.088761089568428,0.6153846,0.6153846,0.7097709774971008
CHEMBL648,CYCLIZINE,CN1CCN(C(c2ccccc2)c2ccccc2)CC1,1982.0,6.19,6.01,6.1,0.18,4.76,4.83,4.76,0.359,0.348,0.259,False,5.232613086699346,5.243438935660327,5.088292613250555,0.7407408,0.75438595,0.817330002784729
CHEMBL1254682,LEVALLORPHAN,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,1982.0,6.11,5.98,6.05,0.13,4.69,4.8,4.69,0.331,0.32,0.192,False,5.252871132929667,5.1697649322682295,5.085406513222962,0.8082192,0.825,0.8341275751590729
CHEMBL1754,DOXAPRAM,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,1965.0,6.37,6.23,6.3,0.14,4.95,5.05,4.95,0.508,0.481,0.253,False,5.331610780836792,5.273312696621137,5.07546847952105,0.7468355,0.77922076,0.8102452903985977
CHEMBL231779,APIXABAN,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,2011.0,6.61,6.42,6.51,0.2,5.19,5.24,5.19,0.657,0.619,0.23,False,5.243225412037458,5.211167085845417,5.0753900475617115,0.7702703,0.7702703,0.8055855929851532
CHEMBL15870,INDOPROFEN,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,1979.0,6.39,6.24,6.31,0.15,4.96,5.06,4.96,0.514,0.486,0.286,False,5.240283842073198,5.216564891413725,5.071850027126424,0.71428573,0.71428573,0.7564835250377655
CHEMBL188952,PIRPROFEN,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1,1987.0,6.03,6.0,6.01,0.03,4.6,4.82,4.6,0.304,0.293,0.271,False,5.077875606367058,5.089005795384306,5.0631033572769715,0.7291666,0.8115942,0.8195935785770416
CHEMBL644,TRIMIPRAMINE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,1979.0,5.95,5.89,5.92,0.06,4.52,4.71,4.52,0.249,0.243,0.203,False,5.19925451239033,5.231298740320443,5.062749267638622,0.796875,0.83823526,0.8441558480262756
CHEMBL2105497,ZIPEPROL,COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,,6.22,5.96,6.09,0.26,4.79,4.79,4.79,0.348,0.343,0.245,False,5.128480676484192,5.231377413364868,5.060530539989228,0.75510204,0.80597013,0.8130217492580414
CHEMBL1771,CLOPIDOGREL,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1,1997.0,6.04,5.99,6.02,0.06,4.62,4.81,4.62,0.304,0.293,0.264,False,5.142383404624349,5.243941801698757,5.059865017310134,0.7361111,0.7922078,0.8240451663732529
CHEMBL289480,RILMENIDINE,C1COC(NC(C2CC2)C2CC2)=N1,1987.0,5.85,5.44,5.65,0.41,4.43,4.26,4.26,0.116,0.105,0.157,False,5.222921044772785,5.246508734132023,5.057175171790081,0.84313726,0.852459,0.8688629567623138
CHEMBL2219416,NALOXEGOL OXALATE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](OCCOCCOCCOCCOCCOCCOCCOC)CC[C@@]3(O)[C@H]1C5,2014.0,6.38,5.92,6.15,0.46,4.95,4.74,4.74,0.337,0.32,0.16,False,5.207610408320741,5.109463182042888,5.056599648028752,0.84000003,0.8558558,0.868294894695282
CHEMBL148,IMIPENEM ANHYDROUS,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,1985.0,6.47,6.16,6.31,0.31,5.04,4.98,4.98,0.475,0.464,0.15,False,5.190684547481522,5.204678359296791,5.055346842548255,0.85,0.85,0.857430025935173
CHEMBL1200498,ALATROFLOXACIN MESYLATE,C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,1997.0,6.34,6.08,6.21,0.25,4.91,4.91,4.91,0.42,0.409,0.248,False,5.1764560210907415,5.1787050570310775,5.049303027033237,0.75238097,0.7714286,0.7778711467981339
CHEMBL2107726,ARIMOCLOMOL,[O-][n+]1cccc(/C(Cl)=N/OC[C@H](O)CN2CCCCC2)c1,2024.0,6.18,6.08,6.13,0.1,4.75,4.91,4.75,0.381,0.359,0.179,False,5.288921897206879,5.264332295171295,5.046170213316422,0.82142854,0.825,0.8271084427833557
CHEMBL1013,LORACARBEF ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1,1991.0,6.33,5.79,6.06,0.54,4.9,4.62,4.62,0.282,0.271,0.212,False,5.1241221462421045,5.189884011339498,5.03781796843605,0.78787875,0.78787875,0.8252891302108765
CHEMBL1042,CHOLECALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,1999.0,5.22,4.88,5.05,0.35,3.8,3.7,3.7,0.017,0.017,0.157,False,5.326726426886767,5.223334539120882,5.036828772886582,0.8433735,0.85227275,0.8597386330366135
CHEMBL1201772,PRASUGREL,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2,2009.0,6.18,5.93,6.06,0.25,4.76,4.76,4.76,0.32,0.315,0.26,False,5.195649005914617,5.240989925123414,5.036506446013555,0.74025977,0.7906977,0.8028315752744675
CHEMBL1200383,BENZTROPINE MESYLATE,CN1[C@@H]2CC[C@H]1C[C@@H](OC(c1ccccc1)c1ccccc1)C2,1954.0,6.28,5.95,6.12,0.33,4.86,4.77,4.77,0.348,0.343,0.31,True,5.228030092253146,5.2224412131588815,5.032482479989592,0.6904762,0.796875,0.8086152821779251
CHEMBL1200991,CARBENICILLIN INDANYL SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1972.0,6.45,6.08,6.26,0.38,5.02,4.9,4.9,0.42,0.409,0.196,False,5.2276286099674,5.240858648209279,5.032022499229153,0.8043478,0.8181818,0.8350244760513306
CHEMBL4594438,LENACAPAVIR,CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c(NS(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O,2022.0,6.2,5.54,5.87,0.66,4.78,4.36,4.36,0.188,0.166,0.169,False,5.211421764442938,5.249019097194719,5.026123220094716,0.83076924,0.84444445,0.8524806052446365
CHEMBL515387,GOSOGLIPTIN,O=C([C@@H]1C[C@H](N2CCN(c3ncccn3)CC2)CN1)N1CCC(F)(F)C1,2016.0,5.95,5.63,5.79,0.32,4.52,4.46,4.46,0.171,0.166,0.205,False,4.97709082241782,5.061703601835671,5.024998192597899,0.79518074,0.80898875,0.8258929550647736
CHEMBL1738,DEXRAZOXANE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,1995.0,6.29,5.97,6.13,0.32,4.87,4.8,4.8,0.376,0.37,0.145,False,5.1840154290284115,5.1845050831383235,5.021545640168394,0.8548387,0.85714287,0.8760180920362473
CHEMBL1697708,MEZLOCILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],1981.0,6.43,6.04,6.23,0.4,5.01,4.86,4.86,0.414,0.398,0.186,False,5.269695194428425,5.243203174859732,5.0191743930903385,0.8139535,0.8139535,0.830197885632515
CHEMBL1397,POSACONAZOLE,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O,2005.0,6.17,5.78,5.98,0.4,4.75,4.6,4.6,0.271,0.26,0.218,False,5.098467813835173,5.082759559550763,5.018764780934345,0.78225803,0.8090909,0.8130841106176376
CHEMBL266349,MELAGATRAN,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,2004.0,6.48,5.75,6.12,0.74,5.06,4.57,4.57,0.271,0.215,0.209,False,5.216677961043314,5.197989531414495,5.018382720711578,0.7912088,0.81609195,0.8196172118186951
CHEMBL2048028,LIFITEGRAST,CS(=O)(=O)c1cccc(C[C@H](NC(=O)c2c(Cl)cc3c(c2Cl)CCN(C(=O)c2ccc4ccoc4c2)C3)C(=O)O)c1,2016.0,6.32,6.02,6.17,0.29,4.89,4.85,4.85,0.387,0.381,0.238,False,5.277505464592191,5.215320127078743,5.015531978544125,0.76237625,0.7745098,0.7821963429450989
CHEMBL1560,CAPTOPRIL,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)O,1981.0,6.3,6.07,6.18,0.23,4.87,4.89,4.87,0.403,0.392,0.222,False,5.197168852979233,5.207451803663499,5.012354158375452,0.7777778,0.7777778,0.7927350401878357
CHEMBL1286,LEVETIRACETAM,CC[C@@H](C(N)=O)N1CCCC1=O,1999.0,6.56,6.22,6.39,0.34,5.14,5.05,5.05,0.547,0.525,0.194,False,5.163775487436406,5.10636364909879,5.007998181478341,0.8055556,0.8082192,0.8388703018426895
CHEMBL193240,ROFLUMILAST,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1,2010.0,6.0,4.99,5.5,1.01,4.57,3.82,3.82,0.061,0.061,0.305,True,5.153759551973588,5.1217798182652015,5.007111968309137,0.69512194,0.69512194,0.7952860295772552
CHEMBL2103877,EFINACONAZOLE,C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,2014.0,6.11,6.0,6.06,0.11,4.69,4.82,4.69,0.337,0.326,0.191,False,5.1717223884846595,5.166163636586375,5.0066584818164195,0.80851066,0.8172043,0.8196115493774414
CHEMBL434394,NEBIVOLOL,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,2007.0,6.19,5.72,5.95,0.47,4.76,4.54,4.54,0.238,0.221,0.206,False,5.1698607551905855,5.196364363947724,5.002168046819006,0.7941176,0.8,0.8109319061040878
CHEMBL298734,LONAFARNIB,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,2020.0,6.22,5.7,5.96,0.52,4.8,4.53,4.53,0.232,0.221,0.226,False,5.059615776762724,5.080984147245743,5.001218998206581,0.7741935,0.7840909,0.7963471710681915
CHEMBL2110588,ELIGLUSTAT,CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,2014.0,6.17,5.86,6.02,0.31,4.75,4.68,4.68,0.298,0.293,0.22,False,5.159042275519237,5.17625595443321,5.000064990278793,0.7802198,0.7802198,0.8172042965888977
CHEMBL680,CEFACLOR ANHYDROUS,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,1979.0,6.31,5.74,6.02,0.57,4.88,4.56,4.56,0.254,0.238,0.209,False,5.111859646176441,5.152270239235747,4.996909320486326,0.7910448,0.7910448,0.8263852596282959
CHEMBL1200666,CALCIPOTRIENE,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@@H](O)C4CC4)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1993.0,5.31,4.84,5.07,0.47,3.88,3.66,3.66,0.017,0.017,0.167,False,5.328811362234132,5.229342578382032,4.993878816860809,0.8333333,0.84444445,0.851341500878334
CHEMBL1536,ERGOCALCIFEROL,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,1941.0,5.23,4.87,5.05,0.36,3.8,3.7,3.7,0.017,0.017,0.146,False,5.273836984461429,5.195438146334028,4.991259397008694,0.85365856,0.8636364,0.872428834438324
CHEMBL17157,TERFENADINE,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,1985.0,5.84,5.9,5.87,-0.06,4.41,4.72,4.41,0.215,0.204,0.225,False,5.191568174834308,5.142211023718922,4.991160287605042,0.7746479,0.7808219,0.7868258208036423
CHEMBL4650827,REVUMENIB,CCN(C(=O)c1cc(F)ccc1Oc1cncnc1N1CC2(CCN(C[C@H]3CC[C@H](NS(=O)(=O)CC)CC3)CC2)C1)C(C)C,2024.0,6.24,5.89,6.06,0.35,4.81,4.71,4.71,0.309,0.298,0.216,False,5.075504010540746,5.039087151499853,4.991064827359464,0.7837838,0.7837838,0.7975332289934158
CHEMBL4802249,LENACAPAVIR SODIUM,CC(C)(C#Cc1ccc(-c2ccc(Cl)c3c([N-]S(C)(=O)=O)nn(CC(F)(F)F)c23)c([C@H](Cc2cc(F)cc(F)c2)NC(=O)Cn2nc(C(F)(F)F)c3c2C(F)(F)[C@@H]2C[C@H]32)n1)S(C)(=O)=O,2022.0,6.19,5.53,5.86,0.66,4.77,4.36,4.36,0.182,0.16,0.167,False,5.1932187105202345,5.215394166560598,4.987577278143389,0.8333333,0.84671533,0.854604959487915
CHEMBL168815,CEVIMELINE,CC1OC2(CS1)CN1CCC2CC1,2000.0,6.4,6.14,6.27,0.26,4.97,4.96,4.96,0.464,0.453,0.133,False,5.1592490074023045,5.125273944305268,4.986164891094043,0.8666667,0.8730159,0.8816000670194626
CHEMBL1095930,CEFUROXIME AXETIL,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OC(C)OC(C)=O)=C(COC(N)=O)CS[C@H]12)c1ccco1,1987.0,6.43,5.73,6.08,0.7,5.0,4.55,4.55,0.26,0.227,0.178,False,5.112794553981034,5.09176437750474,4.985725024091276,0.8224299,0.8229167,0.841759666800499
CHEMBL1596,CARBENICILLIN INDANYL,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1972.0,6.43,6.09,6.26,0.34,5.01,4.91,4.91,0.442,0.431,0.2,False,5.200129644677588,5.200535208080194,4.9852926760703244,0.8,0.8139535,0.8261904716491699
CHEMBL17860,LOFEXIDINE,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,2018.0,5.5,5.06,5.28,0.44,4.07,3.88,3.88,0.033,0.033,0.22,False,5.103236909132872,5.118051486905606,4.984034253472849,0.78,0.8181818,0.852840468287468
CHEMBL1454,LEVAMISOLE,c1ccc([C@H]2CN3CCSC3=N2)cc1,1990.0,6.09,5.8,5.95,0.3,4.67,4.62,4.62,0.26,0.254,0.217,False,5.022823831012897,5.031111194590834,4.979517254992539,0.7833333,0.7903226,0.7961290329694748
CHEMBL3,NICOTINE,CN1CCC[C@H]1c1cccnc1,1984.0,6.1,5.77,5.93,0.33,4.67,4.59,4.59,0.254,0.249,0.271,False,5.17003904003967,5.1360772539008686,4.97845660190678,0.7288135,0.7384615,0.7797665894031525
CHEMBL2111101,PIMAVANSERIN,CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1,2016.0,6.26,5.9,6.08,0.36,4.83,4.73,4.73,0.309,0.298,0.228,False,5.184737774227526,5.176708865761853,4.978096638203931,0.7717391,0.7765957,0.7858822643756866
CHEMBL1014,CANDESARTAN CILEXETIL,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,1998.0,6.42,5.65,6.03,0.77,4.99,4.47,4.47,0.238,0.193,0.287,False,5.201931173233217,5.174801448134108,4.977418511237725,0.7128713,0.75,0.7603174597024918
CHEMBL127,MEROPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,1996.0,6.51,6.07,6.29,0.44,5.08,4.9,4.9,0.431,0.414,0.133,False,5.156186386231973,5.16132237001769,4.976628044584991,0.8674699,0.87058824,0.8822169303894043
CHEMBL4582651,PRALSETINIB,CO[C@]1(C(=O)N[C@@H](C)c2ccc(-n3cc(F)cn3)nc2)CC[C@H](c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1,2020.0,6.5,5.66,6.08,0.84,5.07,4.48,4.48,0.249,0.199,0.202,False,5.115246896233306,5.021642040694402,4.976447316250124,0.79816514,0.79816514,0.8235263973474503
CHEMBL75880,PERHEXILINE,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,1974.0,5.29,5.13,5.21,0.16,3.86,3.95,3.86,0.028,0.028,0.269,False,5.123729456352643,5.041785153245531,4.9755775152349715,0.7307692,0.8269231,0.8269230723381042
CHEMBL1731,MEZLOCILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1981.0,6.41,6.06,6.23,0.35,4.98,4.88,4.88,0.42,0.409,0.19,False,5.250529268778895,5.195945821794502,4.973838143376051,0.8095238,0.8095238,0.8318012058734894
CHEMBL444633,RIFABUTIN,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(c3C2=O)C2=NC3(CCN(CC(C)C)CC3)NC2=C(NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C4=O,1992.0,6.71,6.23,6.47,0.49,5.28,5.05,5.05,0.586,0.552,0.171,False,5.32060248532602,5.168286213967645,4.971128772671387,0.8292683,0.84615386,0.8461538404226303
CHEMBL80,NALOXONE,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,1971.0,6.2,5.69,5.94,0.51,4.77,4.51,4.51,0.227,0.215,0.183,False,4.974861204821316,5.010102794603194,4.965102191463349,0.81707317,0.84415585,0.8592076003551483
CHEMBL1511957,PIPERIDOLATE HYDROCHLORIDE,CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,,6.21,5.83,6.02,0.38,4.79,4.66,4.66,0.282,0.271,0.24,False,5.101733490143756,5.148846118537634,4.961183894240313,0.76,0.78571427,0.790123462677002
CHEMBL3545376,ERDAFITINIB,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,2019.0,6.0,5.89,5.94,0.11,4.57,4.71,4.57,0.265,0.254,0.227,False,5.195427294467633,5.1010529044085775,4.9566271238160775,0.7733333,0.8152174,0.8259396702051163
CHEMBL1601669,ALFACALCIDOL,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,,5.27,4.84,5.05,0.43,3.84,3.66,3.66,0.017,0.017,0.155,False,5.293896417546967,5.195077469680835,4.955550951106255,0.8452381,0.8539326,0.861333504319191
CHEMBL1040,CALCIFEDIOL ANHYDROUS,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,1980.0,5.22,4.88,5.05,0.35,3.8,3.7,3.7,0.017,0.017,0.153,False,5.233573999057462,5.138777384782841,4.955520539950899,0.84705883,0.85714287,0.8644168078899384
CHEMBL100116,PENTAZOCINE,CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,1967.0,6.18,5.9,6.04,0.28,4.75,4.72,4.72,0.304,0.298,0.188,False,5.198025060404451,5.140152715225953,4.9543688672795865,0.8125,0.84415585,0.8500494062900543
CHEMBL254328,ABIRATERONE,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(c3cccnc3)=CC[C@@H]12,,5.62,5.28,5.45,0.34,4.2,4.1,4.1,0.061,0.061,0.26,False,5.025476369832202,5.011993425983153,4.954215253766509,0.73972607,0.79268295,0.8118352591991425
CHEMBL221959,TOFACITINIB,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,2012.0,6.13,5.8,5.96,0.33,4.7,4.62,4.62,0.271,0.265,0.222,False,5.053914014275843,5.14179470314847,4.951755631087653,0.7777778,0.7777778,0.792885348200798
CHEMBL4535757,SOTORASIB,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(F)cc23)[C@@H](C)C1,2021.0,6.08,6.04,6.06,0.04,4.66,4.86,4.66,0.337,0.32,0.196,False,5.151673097133423,5.165971179757457,4.951408933859886,0.80357146,0.8055556,0.8163117617368698
CHEMBL91397,RUPATADINE,Cc1cncc(CN2CCC(=C3c4ccc(Cl)cc4CCc4cccnc43)CC2)c1,,6.17,5.75,5.96,0.42,4.74,4.57,4.57,0.249,0.232,0.229,False,5.222614706878747,5.102452986182728,4.950251375192331,0.7710843,0.8139535,0.8292311877012253
CHEMBL1471,APREPITANT,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2003.0,6.04,5.22,5.63,0.81,4.61,4.05,4.05,0.077,0.072,0.23,False,5.199213273726997,5.155481663619834,4.949310281027509,0.7702703,0.77669907,0.7911748141050339
