molecule_chembl_id,pref_name,clean_smiles,first_approval,pred_IDO1,pred_TDO2,pred_M,pred_D,LCB_IDO1,LCB_TDO2,LCB_dual,P_dual_active,P_balanced_dual,AD_maxTanimoto,in_domain,LCB_dual_standard,LCB_dual_normalized,LCB_dual_pacr,AD_dist_to_paired,PACR_chem_dist_to_ptr,PACR_doc_dist_to_ptr
CHEMBL1200807,NORELGESTROMIN,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,2001.0,5.72,5.35,5.54,0.37,4.3,4.17,4.17,0.088,0.088,0.148,False,4.619423821937801,4.604922344340977,4.440670548212489,0.8518518,0.8791209,0.8824007883667946
CHEMBL1457,HYDROCODONE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,1943.0,5.95,5.46,5.7,0.49,4.52,4.28,4.28,0.133,0.127,0.181,False,4.685844320546119,4.585365980139966,4.439342639223583,0.8192771,0.82894737,0.8477816879749298
CHEMBL715,OLANZAPINE,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1996.0,6.44,5.45,5.94,0.99,5.01,4.27,4.27,0.171,0.138,0.299,False,4.61976960739145,4.494774608172222,4.438429884068914,0.70149255,0.7837838,0.8272631615400314
CHEMBL315838,ENCAINIDE,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,1986.0,6.25,4.76,5.5,1.49,4.82,3.58,3.58,0.028,0.022,0.277,False,4.700443531838279,4.659433349392769,4.437220742054838,0.72307694,0.72307694,0.8064260929822922
CHEMBL1029,MIGLUSTAT,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,2002.0,6.22,5.96,6.09,0.25,4.79,4.79,4.79,0.348,0.343,0.143,False,4.740161814685433,4.6400967650905764,4.437198363136246,0.85714287,0.85714287,0.8888213261961937
CHEMBL494,ILOPROST,CC#CCC(C)[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)C[C@H]2C[C@H]1O,2003.0,5.45,5.28,5.36,0.17,4.02,4.1,4.02,0.05,0.05,0.124,False,4.816387210255837,4.698656827060623,4.436917586628843,0.8764045,0.8764045,0.8811881169676781
CHEMBL779,TADALAFIL,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O,2002.0,5.88,5.81,5.84,0.06,4.45,4.64,4.45,0.199,0.193,0.195,False,4.635163510941764,4.618536206763216,4.436386447988228,0.80487806,0.8181818,0.8181818127632141
CHEMBL1908841,LEVOLEUCOVORIN,Nc1nc(=O)c2c([nH]1)NC[C@H](CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,2008.0,6.58,5.75,6.16,0.83,5.15,4.57,4.57,0.293,0.238,0.209,False,4.832802523316984,4.697253999308113,4.434960524925488,0.7906977,0.7906977,0.8509784042835236
CHEMBL1679,LEUCOVORIN,Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,1952.0,6.58,5.75,6.16,0.83,5.15,4.57,4.57,0.293,0.238,0.209,False,4.832802523316984,4.697253999308113,4.434960524925488,0.7906977,0.7906977,0.8509784042835236
CHEMBL277100,TEMAFLOXACIN,CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,1992.0,6.33,6.28,6.3,0.05,4.9,5.1,4.9,0.53,0.497,0.275,False,4.67874189584705,4.611510873180781,4.432957228019932,0.725,0.7654321,0.7654321044683456
CHEMBL3137310,BENZHYDROCODONE HYDROCHLORIDE,COc1ccc2c3c1O[C@H]1C(OC(=O)c4ccccc4)=CC[C@@H]4[C@@H](C2)N(C)CC[C@@]341,2018.0,5.87,5.5,5.68,0.37,4.44,4.32,4.32,0.133,0.122,0.225,False,4.691462598402208,4.63470225600916,4.432176319865707,0.7752809,0.7752809,0.8034541606903076
CHEMBL1200951,FLUPHENAZINE ENANTHATE,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1967.0,5.93,5.36,5.64,0.57,4.5,4.18,4.18,0.105,0.099,0.229,False,4.498274959715726,4.5516167936186465,4.432125389106282,0.7708333,0.78571427,0.8204266726970673
CHEMBL1200854,FLUPHENAZINE DECANOATE,CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1972.0,5.93,5.36,5.64,0.57,4.5,4.18,4.18,0.105,0.099,0.229,False,4.498274959715726,4.5516167936186465,4.432125389106282,0.7708333,0.78571427,0.8204266726970673
CHEMBL567,PERPHENAZINE,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1957.0,6.14,5.52,5.83,0.62,4.71,4.34,4.34,0.182,0.166,0.216,False,4.731940295933721,4.571137145329405,4.432112788821003,0.7837838,0.83116883,0.8432409465312958
CHEMBL1909282,FENCLOZIC ACID,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,,5.45,5.17,5.31,0.28,4.03,3.99,3.99,0.039,0.039,0.219,False,4.621652861350934,4.563036017230448,4.432042070345184,0.78125,0.7962963,0.8154403865337372
CHEMBL887,RASAGILINE,C#CCN[C@@H]1CCc2ccccc21,2005.0,5.64,5.32,5.48,0.33,4.22,4.14,4.14,0.072,0.072,0.21,False,4.523502098957214,4.5867333998146735,4.430950276989785,0.7903226,0.8103448,0.8266666680574417
CHEMBL625,THIABENDAZOLE,c1ccc2[nH]c(-c3cscn3)nc2c1,1967.0,6.34,5.92,6.13,0.42,4.92,4.75,4.75,0.337,0.32,0.535,True,4.593109560907244,4.608534493935806,4.430721104813465,0.46511626,0.6981132,0.698113203048706
CHEMBL622,ETODOLAC,CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1991.0,5.9,5.81,5.85,0.1,4.48,4.63,4.48,0.215,0.21,0.219,False,4.562391573768736,4.62701719897613,4.429924293400768,0.78125,0.78125,0.8280884325504303
CHEMBL129,ZIDOVUDINE,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,1987.0,6.09,5.76,5.93,0.33,4.67,4.58,4.58,0.254,0.249,0.156,False,4.754691325298606,4.646190152653687,4.428122732589605,0.84415585,0.84415585,0.8552631586790085
CHEMBL1200376,BETAMETHASONE BENZOATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccccc1)C(=O)CO,1982.0,5.38,5.22,5.3,0.16,3.96,4.05,3.96,0.039,0.039,0.207,False,4.727843141244395,4.675431124042022,4.427679376403295,0.79347825,0.82222223,0.8222222179174423
CHEMBL1113,AMOXAPINE,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,1980.0,6.06,5.62,5.84,0.44,4.64,4.45,4.45,0.188,0.171,0.25,False,4.708300769958287,4.602004103348114,4.427559949119367,0.75,0.75,0.7775706052780151
CHEMBL256105,MONENSIN,CC[C@@]1([C@@H]2O[C@@H]([C@H]3O[C@@](O)(CO)[C@H](C)C[C@@H]3C)C[C@@H]2C)CC[C@H]([C@]2(C)CC[C@]3(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)O3)O2)O1,,6.63,5.98,6.31,0.65,5.2,4.8,4.8,0.436,0.409,0.14,False,4.6936442489462005,4.560202700417554,4.426853704454623,0.8596491,0.8636364,0.87964978069067
CHEMBL807,MEMANTINE,CC12CC3CC(C)(C1)CC(N)(C3)C2,2002.0,5.41,4.84,5.13,0.56,3.98,3.67,3.67,0.022,0.022,0.137,False,4.620628822875191,4.645983752905495,4.4258089781200605,0.8627451,0.8627451,0.8679245263338089
CHEMBL2336071,SIPONIMOD,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1,2019.0,5.85,5.82,5.84,0.02,4.42,4.65,4.42,0.188,0.182,0.265,False,4.574455157731054,4.5554248999034685,4.424846765491958,0.7346939,0.7904762,0.7912777066230774
CHEMBL1185,ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,1997.0,5.96,5.84,5.9,0.11,4.53,4.67,4.53,0.249,0.243,0.256,False,4.723485911617802,4.658027908582948,4.4240219566064205,0.74358976,0.7837838,0.8275862038135529
CHEMBL1697768,SODIUM PICOSULFATE,O=S(=O)([O-])Oc1ccc(C(c2ccc(OS(=O)(=O)[O-])cc2)c2ccccn2)cc1,2012.0,5.45,5.01,5.23,0.44,4.02,3.83,3.83,0.028,0.028,0.191,False,4.61327040526348,4.573065499926843,4.423140983330666,0.80851066,0.8103448,0.831281304359436
CHEMBL251634,FLUOCORTOLONE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,,5.22,4.94,5.08,0.28,3.79,3.76,3.76,0.017,0.017,0.195,False,4.7293636614095504,4.657522168011254,4.423128742444783,0.80487806,0.8227848,0.822784811258316
CHEMBL2103875,TRAMETINIB,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,2013.0,6.5,5.44,5.97,1.06,5.07,4.26,4.26,0.166,0.122,0.282,False,4.585034023064863,4.473635748844436,4.42291457664552,0.7176471,0.7176471,0.7820850908756256
CHEMBL4650215,INAVOLISIB,C[C@H](Nc1ccc2c(c1)OCCn1cc(N3C(=O)OC[C@H]3C(F)F)nc1-2)C(N)=O,2024.0,6.47,5.82,6.15,0.66,5.05,4.64,4.64,0.293,0.271,0.222,False,4.766236633890151,4.671996086211994,4.42267727029154,0.7777778,0.7777778,0.7982463836669922
CHEMBL185,FLUOROURACIL,O=c1[nH]cc(F)c(=O)[nH]1,1962.0,5.99,5.27,5.63,0.72,4.56,4.09,4.09,0.094,0.088,0.24,False,4.405212854183519,4.595812010202627,4.42240806679178,0.76,0.7804878,0.8596995621919632
CHEMBL1200751,MERCAPTOPURINE,S=c1[nH]cnc2nc[nH]c12,1953.0,5.43,5.02,5.23,0.41,4.01,3.85,3.85,0.028,0.028,0.152,False,4.375069495760347,4.583244301738601,4.419813465989348,0.8478261,0.8478261,0.8649807721376419
CHEMBL1909072,PIPAMAZINE,NC(=O)C1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,,6.46,5.5,5.98,0.96,5.04,4.33,4.33,0.193,0.149,0.224,False,4.630238111126199,4.592580102563272,4.419790585014994,0.7763158,0.7875,0.8050672709941864
CHEMBL1200412,NANDROLONE PHENPROPIONATE,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OC(=O)CCc1ccccc1,1959.0,5.34,5.05,5.19,0.29,3.91,3.87,3.87,0.028,0.028,0.23,False,4.666337288322397,4.665539251739285,4.41922212139645,0.77011496,0.8271605,0.8451345264911652
CHEMBL811,BROMPHENIRAMINE,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,1957.0,5.31,4.63,4.97,0.68,3.88,3.45,3.45,0.011,0.011,0.25,False,4.59136022428997,4.540816075740172,4.418635694386409,0.75,0.7966102,0.8313559293746948
CHEMBL1200638,DEXBROMPHENIRAMINE MALEATE,CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,1963.0,5.31,4.63,4.97,0.68,3.88,3.45,3.45,0.011,0.011,0.25,False,4.59136022428997,4.540816075740172,4.418635694386409,0.75,0.7966102,0.8313559293746948
CHEMBL1201328,CARPHENAZINE,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1982.0,6.14,5.64,5.89,0.5,4.72,4.47,4.47,0.221,0.21,0.231,False,4.543973615386604,4.56727905949576,4.416889725169973,0.7692308,0.8,0.8120811432600021
CHEMBL2397415,ZAVEGEPANT,Cc1cc(C[C@@H](NC(=O)N2CCC(c3cc4ccccc4[nH]c3=O)CC2)C(=O)N2CCN(C3CCN(C)CC3)CC2)cc2cn[nH]c12,2023.0,5.7,5.99,5.84,-0.29,4.27,4.81,4.27,0.193,0.177,0.243,False,5.075611079029857,4.721767912475719,4.4167886892578885,0.75728154,0.7614679,0.7614678889513016
CHEMBL1201098,CEFOTETAN DISODIUM,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)[O-])S2)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21,1985.0,6.21,5.81,6.01,0.4,4.78,4.63,4.63,0.276,0.26,0.136,False,4.833013771244853,4.636631263473643,4.41422145511868,0.8636364,0.86868685,0.8793103471398354
CHEMBL4297516,LURBINECTEDIN,COc1ccc2[nH]c3c(c2c1)CCN[C@]31CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,2020.0,5.77,5.86,5.82,-0.09,4.35,4.69,4.35,0.21,0.199,0.169,False,4.7730360207294655,4.659376036432323,4.4129504633156245,0.83064514,0.8359375,0.8635303527116776
CHEMBL3940890,ACORAMIDIS,Cc1n[nH]c(C)c1CCCOc1cc(C(=O)O)ccc1F,2024.0,5.66,4.86,5.26,0.8,4.24,3.69,3.69,0.033,0.033,0.311,True,4.331039969164851,4.551587853878723,4.4105096354267594,0.6891892,0.73417723,0.7817340344190598
CHEMBL1541,CEFIXIME,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,1989.0,6.28,5.5,5.89,0.78,4.85,4.32,4.32,0.177,0.144,0.154,False,4.675372026533037,4.523885505482938,4.410264725054866,0.84615386,0.8645833,0.8690180480480194
CHEMBL219916,DOMPERIDONE,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,,6.13,5.63,5.88,0.5,4.7,4.46,4.46,0.204,0.193,0.219,False,4.668112755018718,4.487029203447544,4.409977116025091,0.7808219,0.80281687,0.820224717259407
CHEMBL1863513,INGENOL MEBUTATE,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,2010.0,5.5,5.1,5.3,0.39,4.07,3.92,3.92,0.039,0.039,0.183,False,4.763099560472166,4.655559958539426,4.409756903479141,0.8172043,0.84042555,0.850574716925621
CHEMBL1231574,LEVOMEFOLIC ACID,CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,2010.0,6.54,5.74,6.14,0.8,5.11,4.57,4.57,0.271,0.215,0.229,False,4.782003111217034,4.615470692514739,4.409408555051592,0.7710843,0.7710843,0.8361632227897644
CHEMBL1200342,PARAMETHASONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1982.0,5.55,4.92,5.24,0.63,4.12,3.74,3.74,0.028,0.028,0.209,False,4.737506849129536,4.644494643972498,4.409145637614981,0.7912088,0.8372093,0.8372092992067337
CHEMBL1201129,DECITABINE,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,2006.0,6.27,5.88,6.07,0.39,4.84,4.7,4.7,0.315,0.304,0.176,False,4.643675730765309,4.623204683440357,4.408353074959987,0.8243243,0.8518518,0.8518518507480621
CHEMBL238804,SELEXIPAG,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)c1cnc(-c2ccccc2)c(-c2ccccc2)n1,2015.0,5.57,5.14,5.36,0.43,4.15,3.97,3.97,0.039,0.033,0.212,False,4.5171466530009585,4.560212575663278,4.408182165297109,0.7875,0.79761904,0.8323036283254623
CHEMBL1201320,ESOMEPRAZOLE,COc1ccc2[nH]c([S@@+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,2001.0,5.57,5.08,5.33,0.49,4.15,3.9,3.9,0.033,0.033,0.258,False,4.365262004294619,4.5738272923767065,4.407171821474571,0.74242425,0.79012346,0.8296304792165756
CHEMBL1503,OMEPRAZOLE,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,1989.0,5.57,5.08,5.33,0.49,4.15,3.9,3.9,0.033,0.033,0.258,False,4.365262004294619,4.5738272923767065,4.407171821474571,0.74242425,0.79012346,0.8296304792165756
CHEMBL1201891,DEFLAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,2017.0,5.85,5.29,5.57,0.56,4.42,4.11,4.11,0.083,0.077,0.25,False,4.693838427457053,4.637400251991592,4.406430257648801,0.75,0.8202247,0.820224717259407
CHEMBL4297223,MITAPIVAT SULFATE,O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1,2022.0,6.2,5.65,5.92,0.56,4.77,4.47,4.47,0.221,0.204,0.272,False,4.637106498975617,4.616317050669521,4.406053024013019,0.7283951,0.7283951,0.7535170912742615
CHEMBL4298128,ELEXACAFTOR,Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,2019.0,6.4,5.95,6.18,0.45,4.97,4.77,4.77,0.359,0.343,0.169,False,4.722327439738909,4.605545626573028,4.405444895034524,0.8305085,0.8396226,0.8499999940395355
CHEMBL788,IDOXURIDINE,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I,1963.0,6.2,5.6,5.9,0.6,4.77,4.43,4.43,0.204,0.188,0.149,False,4.640042619507923,4.632252018033716,4.405227418048534,0.8513514,0.8611111,0.8729729801416397
CHEMBL471737,IVABRADINE,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,2005.0,5.86,5.6,5.73,0.26,4.43,4.42,4.42,0.16,0.155,0.167,False,4.620754959092812,4.548484374430024,4.405030909002105,0.8333333,0.835443,0.8571428507566452
CHEMBL564085,TROLEANDOMYCIN,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,1969.0,6.1,4.42,5.26,1.68,4.67,3.24,3.24,0.011,0.011,0.158,False,4.729839997874094,4.675039996924408,4.404860151927779,0.84158415,0.8666667,0.8888888880610466
CHEMBL1163,ATAZANAVIR,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,2003.0,5.52,5.08,5.3,0.44,4.09,3.9,3.9,0.033,0.033,0.22,False,4.7136304395487025,4.61686408453419,4.404616297722524,0.7802198,0.7802198,0.8365154713392258
CHEMBL1200953,HYDROCORTISONE PROBUTATE,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,1997.0,5.75,5.43,5.59,0.32,4.32,4.25,4.25,0.094,0.094,0.2,False,4.693759143245216,4.662826398936269,4.404427765530715,0.8,0.84444445,0.8444444388151169
CHEMBL1076903,VARENICLINE,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,2006.0,5.44,4.96,5.2,0.48,4.02,3.78,3.78,0.022,0.022,0.2,False,4.552909007009191,4.5601152583521225,4.403661287413353,0.8,0.8,0.8092132955789566
CHEMBL941,IMATINIB,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,2001.0,6.06,5.31,5.69,0.74,4.63,4.14,4.14,0.11,0.094,0.284,False,4.741304882792028,4.588211047765154,4.4032743249762545,0.7159091,0.7159091,0.7838205248117447
CHEMBL1463,FLUCYTOSINE,Nc1nc(=O)[nH]cc1F,1971.0,5.79,5.26,5.53,0.53,4.36,4.08,4.08,0.077,0.072,0.227,False,4.3766044968886435,4.5437881969426535,4.401437375227186,0.77272725,0.825,0.8533131182193756
CHEMBL6067656,CEFTRIAXONE SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSc3nc(=O)c([O-])nn3C)CS[C@H]12)c1csc(N)n1,1984.0,6.02,5.45,5.74,0.57,4.6,4.27,4.27,0.138,0.133,0.137,False,4.710690542564431,4.4460211112515795,4.400176635046875,0.86290324,0.8699187,0.8857790231704712
CHEMBL360328,LORCASERIN,C[C@H]1CNCCc2ccc(Cl)cc21,2012.0,5.61,4.98,5.3,0.63,4.19,3.81,3.81,0.039,0.039,0.216,False,4.578874895196885,4.554526173426655,4.397827011702542,0.78431374,0.8153846,0.8274578750133514
CHEMBL1278,NARATRIPTAN,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,1998.0,6.29,5.75,6.02,0.54,4.86,4.57,4.57,0.271,0.26,0.244,False,4.568104444569337,4.5080375298419595,4.3977967064104995,0.75609756,0.75609756,0.7560975551605225
CHEMBL1308,FOMEPIZOLE,Cc1cn[nH]c1,1997.0,5.42,5.1,5.26,0.32,4.0,3.93,3.93,0.033,0.033,0.184,False,4.404397887625024,4.57790458152433,4.397435919636125,0.8163265,0.8163265,0.8504674583673477
CHEMBL1200656,NATAMYCIN,C[C@@H]1C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3/C=C/C(=O)O1)C[C@H](O)[C@H]2C(=O)O,1978.0,5.76,4.95,5.35,0.82,4.34,3.77,3.77,0.039,0.039,0.125,False,4.687251359873562,4.605252850296481,4.39742861088565,0.875,0.875,0.875
CHEMBL2360464,PEMETREXED DISODIUM,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1,2004.0,5.66,5.35,5.51,0.3,4.23,4.18,4.18,0.077,0.077,0.188,False,4.524566623516985,4.556429762790667,4.397312762813909,0.8125,0.83146065,0.8415411561727524
CHEMBL1213250,CEFTOLOZANE SULFATE,Cn1c(N)c(NC(=O)NCCN)c[n+]1CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OC(C)(C)C(=O)[O-])c3nsc(N)n3)[C@H]2SC1,2014.0,6.54,4.9,5.72,1.64,5.12,3.73,3.73,0.044,0.033,0.143,False,4.68210444949328,4.477984946394775,4.396118318093908,0.85714287,0.85714287,0.8675027191638947
CHEMBL1741134,PICOSULFURIC ACID,O=S(=O)(O)Oc1ccc(C(c2ccc(OS(=O)(=O)O)cc2)c2ccccn2)cc1,2012.0,5.52,5.13,5.33,0.39,4.09,3.95,3.95,0.039,0.039,0.217,False,4.499838675129148,4.526770221297302,4.395492591441904,0.7826087,0.82258064,0.8299147188663483
CHEMBL167731,PIXANTRONE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O,2012.0,5.6,5.23,5.42,0.37,4.18,4.05,4.05,0.061,0.061,0.236,False,4.688441713835279,4.558146491709504,4.3939853402016915,0.76363635,0.80851066,0.8085106313228607
CHEMBL70418,CLOBAZAM,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,2005.0,6.03,5.85,5.94,0.18,4.6,4.67,4.6,0.271,0.265,0.309,True,4.6799502904337,4.476485214692843,4.393385050827326,0.6909091,0.72727275,0.7733714580535889
CHEMBL2443262,OLICERIDINE,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,2020.0,6.08,5.8,5.94,0.28,4.65,4.62,4.62,0.26,0.254,0.19,False,4.5582531286432495,4.537021179946204,4.39171202804038,0.8101266,0.8271605,0.8449209481477737
CHEMBL1200934,NORGESTIMATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,1989.0,5.75,5.31,5.53,0.44,4.33,4.13,4.13,0.088,0.077,0.176,False,4.585910904248081,4.56923793701929,4.391606061522302,0.82417583,0.8478261,0.867409735918045
CHEMBL2103822,TASIMELTEON,CCC(=O)NC[C@@H]1C[C@H]1c1cccc2c1CCO2,2014.0,6.08,5.71,5.9,0.37,4.65,4.53,4.53,0.221,0.21,0.194,False,4.568533842225638,4.627574571619951,4.390781677308496,0.80597013,0.80597013,0.8214285671710968
CHEMBL1085,ACETOPHENAZINE,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1961.0,6.14,5.6,5.87,0.54,4.71,4.42,4.42,0.204,0.193,0.237,False,4.533296038827624,4.538711750069224,4.389265295215575,0.7631579,0.7948718,0.8022722452878952
CHEMBL3039502,DUVELISIB,C[C@H](Nc1ncnc2nc[nH]c12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,2018.0,6.27,5.75,6.01,0.52,4.84,4.57,4.57,0.254,0.243,0.26,False,4.893064207662812,4.6041525913454455,4.388111191383518,0.73972607,0.78666663,0.7988817244768143
CHEMBL1732,DIHYDROERGOTAMINE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,1946.0,5.62,5.55,5.58,0.07,4.19,4.37,4.19,0.11,0.11,0.184,False,4.720882073121305,4.6413335454436275,4.388069972794555,0.81578946,0.8252427,0.8333333283662796
CHEMBL2374220,LEDIPASVIR,COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,2014.0,6.45,5.61,6.03,0.84,5.02,4.43,4.43,0.215,0.171,0.2,False,4.720639650506063,4.658698683594729,4.38804840042577,0.8,0.8264463,0.8446995615959167
CHEMBL452231,TENIPOSIDE,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,1992.0,5.95,6.0,5.98,-0.05,4.53,4.82,4.53,0.271,0.254,0.214,False,4.5322915784668245,4.560071982420814,4.3875604166201505,0.78571427,0.84210527,0.8673969954252243
