split_seed,method,tau,feature_set,n_proper_train,n_calibration,n_test,theta_M,theta_D,coverage_IDO1,width_IDO1,coverage_TDO2,width_TDO2,coverage_M,width_M,coverage_D,width_D,ad_q1_coverage_IDO1,ad_q4_coverage_IDO1,ad_coverage_mad_IDO1,ad_q1_width_IDO1,ad_q4_width_IDO1,doc_q1_coverage_IDO1,doc_q4_coverage_IDO1,doc_coverage_mad_IDO1,doc_q1_width_IDO1,doc_q4_width_IDO1,width_error_corr_IDO1,deck_max_LCB_dual,deck_n_clear_dual,deck_top_pref_name,tau_label
4,standard,,none,236,204,244,,,0.8442622950819673,2.399620472758971,0.7704918032786885,1.7807578269092308,0.8155737704918032,1.7691206198959504,0.9016393442622951,2.5472644451436603,1.0,0.639344262295082,0.10655737704918031,2.3996204727589725,2.399620472758972,0.9836065573770492,0.6065573770491803,0.11475409836065575,2.3996204727589725,2.399620472758972,-0.053003847969777876,5.643509519822232,0,FLUNITRAZEPAM,baseline
4,normalized,,model_unc,236,204,244,,,0.8237704918032787,2.4149163774450075,0.8524590163934426,1.9511616153310667,0.8401639344262295,2.006751683119754,0.8729508196721312,2.093886963621574,0.9016393442622951,0.6721311475409836,0.10245901639344263,2.0917385238688406,2.7925677076596136,0.9016393442622951,0.6557377049180327,0.11065573770491804,2.0713226272464786,2.7997503243346227,0.19265020027703628,5.427080071187033,0,FLUNITRAZEPAM,baseline
4,pacr_chem,0.65,chem,236,204,244,0;0.2365,0;0,0.8565573770491803,2.5474759957293305,0.8729508196721312,2.087116427078522,0.8647540983606558,2.165034883513157,0.8729508196721312,2.093888805133012,0.9016393442622951,0.7868852459016393,0.06967213114754098,2.0918463065039425,3.1552404178877578,0.9016393442622951,0.7704918032786885,0.0778688524590164,2.0728804306897546,3.1619513101206276,0.23131314803072348,5.285412192636453,0,FLUNITRAZEPAM,0.65
4,pacr_doc,0.65,doc,236,204,244,0;0.1928,0;0,0.8442622950819673,2.515138724816139,0.8688524590163934,2.0535195274823845,0.860655737704918,2.125826687330358,0.8729508196721312,2.093888805133012,0.9016393442622951,0.7540983606557377,0.0819672131147541,2.0933345685999374,3.0870498018881025,0.9016393442622951,0.7377049180327869,0.0901639344262295,2.071325179935602,3.100611305885379,0.23345949204629116,5.285280558419372,0,FLUNITRAZEPAM,0.65
4,pacr_chem_doc,0.65,chem_doc,236,204,244,0;0.2365;0,0;0;0,0.8565573770491803,2.5474760900643862,0.8729508196721312,2.0871165247363184,0.8647540983606558,2.165034995481098,0.8729508196721312,2.093888805133012,0.9016393442622951,0.7868852459016393,0.06967213114754098,2.0918463065783888,3.1552406764687344,0.9016393442622951,0.7704918032786885,0.0778688524590164,2.072880431768313,3.1619515677097163,0.23131316733834512,5.285412091696321,0,FLUNITRAZEPAM,0.65
4,pacr_chem,0.7,chem,236,204,244,0.003705;0.3687,0;0,0.8852459016393442,2.630609160124516,0.8811475409836066,2.1723515592277542,0.8852459016393442,2.261910865850191,0.8729508196721312,2.093888805133012,0.9016393442622951,0.8852459016393442,0.04918032786885246,2.0972068627593035,3.376549499015061,0.9016393442622951,0.8852459016393442,0.04918032786885246,2.0789400888581557,3.380863693835401,0.24414705998294564,5.201299629303018,0,FLUNITRAZEPAM,0.70
4,pacr_doc,0.7,doc,236,204,244,0.05724;0.2585,0;0,0.8975409836065574,2.65795401623213,0.8934426229508197,2.2001512849869362,0.8811475409836066,2.2940452936710276,0.8729508196721312,2.093888805133012,0.9344262295081968,0.9016393442622951,0.0540983606557377,2.1788843454132323,3.3322013431442947,0.9344262295081968,0.9016393442622951,0.0540983606557377,2.1553850751521493,3.347056805759595,0.24241624974955822,5.169862912317406,0,FLUNITRAZEPAM,0.70
4,pacr_chem_doc,0.7,chem_doc,236,204,244,0.001538;0.3515;0.03929,0;0;0,0.8852459016393442,2.6376397712272257,0.889344262295082,2.179412680183633,0.8852459016393442,2.2697931873992907,0.8729508196721312,2.093888805133012,0.9016393442622951,0.8852459016393442,0.04918032786885246,2.09440111629119,3.4061584195472516,0.9016393442622951,0.8852459016393442,0.04918032786885246,2.0757437134494987,3.4113571585031393,0.24733961145800817,5.185065734913906,0,FLUNITRAZEPAM,0.70
4,pacr_chem,0.75,chem,236,204,244,0.09311;0.3672,0;0,0.9180327868852459,2.8111160050020483,0.9016393442622951,2.3578194794006238,0.9016393442622951,2.4723622661477997,0.8729508196721312,2.093888805133012,0.9344262295081968,0.9672131147540983,0.0663934426229508,2.2316569867895604,3.6225303022701367,0.9344262295081968,0.9672131147540983,0.0663934426229508,2.2120081537162757,3.6246173950602727,0.24587101060524888,5.093058453923756,0,FLUNITRAZEPAM,0.75
4,pacr_doc,0.75,doc,236,204,244,0.1674;0.2547,0;0,0.9221311475409836,2.883022027294259,0.9016393442622951,2.4340417398003393,0.9180327868852459,2.5583187132292053,0.8729508196721312,2.093888805133012,0.9508196721311475,0.9508196721311475,0.06229508196721306,2.3516799041886745,3.628623264130379,0.9508196721311475,0.9508196721311475,0.06229508196721306,2.3258436249801187,3.642489658627111,0.24322592149743275,5.0336059243925515,0,FLUNITRAZEPAM,0.75
4,pacr_chem_doc,0.75,chem_doc,236,204,244,0.09314;0.3394;0.02881,0;0;0,0.9180327868852459,2.810506973583796,0.9016393442622951,2.3572104592633933,0.9016393442622951,2.471572610791244,0.8729508196721312,2.093888805133012,0.9344262295081968,0.9672131147540983,0.0663934426229508,2.2319668082726394,3.6242300740369338,0.9344262295081968,0.9672131147540983,0.0663934426229508,2.211898870826136,3.6274033027519015,0.24701104620479017,5.087983960434778,0,FLUNITRAZEPAM,0.75
4,pacr_chem,0.8,chem,236,204,244,0.1695;0.3902,0;0,0.930327868852459,2.9978011914481724,0.9057377049180327,2.548345024608108,0.930327868852459,2.6868846594450413,0.8729508196721312,2.093888805133012,0.9508196721311475,0.9672131147540983,0.06229508196721306,2.3530189492121196,3.906602959406899,0.9508196721311475,0.9672131147540983,0.06229508196721306,2.3317255714808702,3.906696950087708,0.24863050906231007,4.965911667804742,0,FLUNITRAZEPAM,0.80
4,pacr_doc,0.8,doc,236,204,244,0.291;0.2026,0;0,0.9467213114754098,3.1380196241743668,0.9262295081967213,2.6922028788350754,0.9590163934426229,2.8519689107115576,0.8729508196721312,2.093888805133012,0.9672131147540983,0.9672131147540983,0.06229508196721309,2.572210960223819,3.9081765400613646,0.9672131147540983,0.9672131147540983,0.06229508196721309,2.542267269885675,3.9213971057272117,0.2323808143619209,4.883853130375901,0,FLUNITRAZEPAM,0.80
4,pacr_chem_doc,0.8,chem_doc,236,204,244,0.17;0.3794;0.01108,0;0;0,0.930327868852459,2.998559578626504,0.9057377049180327,2.549054041569288,0.930327868852459,2.687716631851805,0.8729508196721312,2.093888805133012,0.9508196721311475,0.9672131147540983,0.06229508196721306,2.3538935346543135,3.9086520522452672,0.9508196721311475,0.9672131147540983,0.06229508196721306,2.33242682531701,3.9092313740213473,0.24909543677218646,4.962597160565792,0,FLUNITRAZEPAM,0.80
