split_seed,method,tau,feature_set,n_proper_train,n_calibration,n_test,theta_M,theta_D,coverage_IDO1,width_IDO1,coverage_TDO2,width_TDO2,coverage_M,width_M,coverage_D,width_D,ad_q1_coverage_IDO1,ad_q4_coverage_IDO1,ad_coverage_mad_IDO1,ad_q1_width_IDO1,ad_q4_width_IDO1,doc_q1_coverage_IDO1,doc_q4_coverage_IDO1,doc_coverage_mad_IDO1,doc_q1_width_IDO1,doc_q4_width_IDO1,width_error_corr_IDO1,deck_max_LCB_dual,deck_n_clear_dual,deck_top_pref_name,tau_label
2,pacr_doc,0.8,doc,222,145,317,0;0.04624,0.03446;0.1767,0.917981072555205,2.3326957147219303,0.8454258675078864,2.1365036421244414,0.8738170347003155,1.8394171732640539,0.9400630914826499,2.854514216275029,0.9125,0.8987341772151899,0.01863132911392401,1.9008124671741697,2.7509790799634875,0.9375,0.9113924050632911,0.031210443037974656,1.923439850125061,2.7390308811667583,0.27374531205232033,4.958641194768285,0,OSILODROSTAT,0.80
2,pacr_chem_doc,0.8,chem_doc,222,145,317,0;0.1038;0,0;0.1734;0.06605,0.9211356466876972,2.3447801709497984,0.8485804416403786,2.1530773031414823,0.8738170347003155,1.8714084101565032,0.9369085173501577,2.808187739327716,0.9125,0.8987341772151899,0.021795886075949344,1.876507500211438,2.825872253133789,0.9375,0.9113924050632911,0.02804588607594935,1.9009974035041401,2.8092533629921843,0.2829169071551932,4.913063781525179,0,OSILODROSTAT,0.80
3,standard,,none,246,176,262,,,0.8893129770992366,2.587972596700869,0.9236641221374046,2.2120887823082067,0.916030534351145,2.0248079434945447,0.9007633587786259,2.935980506294046,0.9848484848484849,0.8333333333333334,0.05710955710955709,2.587972596700869,2.587972596700869,0.9696969696969697,0.8333333333333334,0.049475524475524474,2.587972596700869,2.587972596700869,0.008435143363417285,5.523320290993155,0,SITAGLIPTIN,baseline
3,normalized,,model_unc,246,176,262,,,0.9198473282442748,2.8040509579835344,0.9541984732824428,2.3940367024666727,0.9236641221374046,2.199157766068196,0.916030534351145,2.610142748678399,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290270799091402,3.2203932837357714,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108520292459667,3.1992588541911644,0.293025262431419,5.400472862742207,0,SITAGLIPTIN,baseline
3,pacr_chem,0.65,chem,246,176,262,0;0,0;0,0.9198473282442748,2.8040533721773797,0.9541984732824428,2.3940387032128423,0.9236641221374046,2.1991596926667216,0.916030534351145,2.610144884367741,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290273209464752,3.220395693391595,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108544448574366,3.1992612687176076,0.2930252673341973,5.400471823434654,0,SITAGLIPTIN,0.65
3,pacr_doc,0.65,doc,246,176,262,0;0,0;0,0.9198473282442748,2.8040533721773797,0.9541984732824428,2.3940387032128423,0.9236641221374046,2.1991596926667216,0.916030534351145,2.610144884367741,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290273209464752,3.220395693391595,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108544448574366,3.1992612687176076,0.2930252673341973,5.400471823434654,0,SITAGLIPTIN,0.65
3,pacr_chem_doc,0.65,chem_doc,246,176,262,0;0;0,0;0;0,0.9198473282442748,2.8040533721773797,0.9541984732824428,2.3940387032128423,0.9236641221374046,2.1991596926667216,0.916030534351145,2.610144884367741,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290273209464752,3.220395693391595,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108544448574366,3.1992612687176076,0.2930252673341973,5.400471823434654,0,SITAGLIPTIN,0.65
3,pacr_chem,0.7,chem,246,176,262,0;0,0;0,0.9198473282442748,2.8040533721773797,0.9541984732824428,2.3940387032128423,0.9236641221374046,2.1991596926667216,0.916030534351145,2.610144884367741,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290273209464752,3.220395693391595,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108544448574366,3.1992612687176076,0.2930252673341973,5.400471823434654,0,SITAGLIPTIN,0.70
3,pacr_doc,0.7,doc,246,176,262,0;0,0;0,0.9198473282442748,2.8040533721773797,0.9541984732824428,2.3940387032128423,0.9236641221374046,2.1991596926667216,0.916030534351145,2.610144884367741,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290273209464752,3.220395693391595,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108544448574366,3.1992612687176076,0.2930252673341973,5.400471823434654,0,SITAGLIPTIN,0.70
3,pacr_chem_doc,0.7,chem_doc,246,176,262,0;0;0,0;0;0,0.9198473282442748,2.8040533721773797,0.9541984732824428,2.3940387032128423,0.9236641221374046,2.1991596926667216,0.916030534351145,2.610144884367741,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290273209464752,3.220395693391595,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108544448574366,3.1992612687176076,0.2930252673341973,5.400471823434654,0,SITAGLIPTIN,0.70
3,pacr_chem,0.75,chem,246,176,262,0;0,0;0,0.9198473282442748,2.8040533721773797,0.9541984732824428,2.3940387032128423,0.9236641221374046,2.1991596926667216,0.916030534351145,2.610144884367741,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290273209464752,3.220395693391595,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108544448574366,3.1992612687176076,0.2930252673341973,5.400471823434654,0,SITAGLIPTIN,0.75
3,pacr_doc,0.75,doc,246,176,262,0;0,0;0,0.9198473282442748,2.8040533721773797,0.9541984732824428,2.3940387032128423,0.9236641221374046,2.1991596926667216,0.916030534351145,2.610144884367741,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290273209464752,3.220395693391595,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108544448574366,3.1992612687176076,0.2930252673341973,5.400471823434654,0,SITAGLIPTIN,0.75
3,pacr_chem_doc,0.75,chem_doc,246,176,262,0;0;0,0;0;0,0.9198473282442748,2.8040533721773797,0.9541984732824428,2.3940387032128423,0.9236641221374046,2.1991596926667216,0.916030534351145,2.610144884367741,0.9545454545454546,0.9242424242424242,0.031235431235431238,2.290273209464752,3.220395693391595,0.9393939393939394,0.9242424242424242,0.023601398601398593,2.3108544448574366,3.1992612687176076,0.2930252673341973,5.400471823434654,0,SITAGLIPTIN,0.75
3,pacr_chem,0.8,chem,246,176,262,0.07228;0,0;0,0.9351145038167938,2.9323888355714733,0.9732824427480916,2.5392592750650445,0.9427480916030534,2.36399229255232,0.916030534351145,2.610144884367741,0.9696969696969697,0.9242424242424242,0.035023310023309995,2.395449966335928,3.3696482935251693,0.9545454545454546,0.9242424242424242,0.03508158508158507,2.4170084493024504,3.3469928701901157,0.29347988208407216,5.292441830838099,0,SITAGLIPTIN,0.80
3,pacr_doc,0.8,doc,246,176,262,0.07228;0,0;0,0.9351145038167938,2.932388807495877,0.9732824427480916,2.539259241511495,0.9427480916030534,2.3639922564059836,0.916030534351145,2.610144884367741,0.9696969696969697,0.9242424242424242,0.035023310023309995,2.3954499441323978,3.369648260105679,0.9545454545454546,0.9242424242424242,0.03508158508158507,2.4170084266857463,3.3469928372643087,0.29347988117156854,5.292441854528124,0,SITAGLIPTIN,0.80
3,pacr_chem_doc,0.8,chem_doc,246,176,262,0.07228;0;0,0;0;0,0.9351145038167938,2.932388797737836,0.9732824427480916,2.5392592298495202,0.9427480916030534,2.363992243842851,0.916030534351145,2.610144884367741,0.9696969696969697,0.9242424242424242,0.035023310023309995,2.39544993641527,3.3696482484902983,0.9545454545454546,0.9242424242424242,0.03508158508158507,2.417008418825014,3.346992825820514,0.2934798808544157,5.292441862761902,0,SITAGLIPTIN,0.80
