clean_smiles,pIC50_cox1,src_doc_cox1,molid_cox1,pIC50_cox2,src_doc_cox2,molid_cox2,M,D,scaffold,src_doc
CS(=O)(=O)c1ccc(-c2coc(=O)n2-c2ccccc2F)cc1,4.87,CHEMBL1133663,CHEMBL70158,6.18,CHEMBL1133663,CHEMBL70158,5.525,-1.3099999999999996,O=c1occ(-c2ccccc2)n1-c1ccccc1,CHEMBL1133663
CS(=O)(=O)c1ccc(-c2csc(Br)c2-c2ccc(F)cc2)cc1,5.6,CHEMBL1128095,CHEMBL328837,7.31,CHEMBL4325888,CHEMBL328837,6.455,-1.71,c1ccc(-c2cscc2-c2ccccc2)cc1,CHEMBL4325888
CS(=O)(=O)c1ccc(-c2nc(C(F)(F)F)sc2-c2ccc(F)cc2)cc1,5.97,CHEMBL1132704,CHEMBL17047,8.22,CHEMBL1132704,CHEMBL17047,7.095000000000001,-2.250000000000001,c1ccc(-c2ncsc2-c2ccccc2)cc1,CHEMBL1132704
CS(=O)(=O)c1ccc(-c2sc(-c3ccccc3Cl)nc2-c2ccc(F)cc2F)cc1,4.16,CHEMBL1132704,CHEMBL17043,7.68,CHEMBL1132704,CHEMBL17043,5.92,-3.5199999999999996,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)s2)cc1,CHEMBL1132704
CS(=O)(=O)c1ccc(-c2sc(Br)cc2-c2ccc(F)cc2)cc1,5.96,CHEMBL1128822,CHEMBL65155,7.7,CHEMBL1128822,CHEMBL65155,6.83,-1.7400000000000002,c1ccc(-c2ccsc2-c2ccccc2)cc1,CHEMBL1128822
CS(=O)(=O)c1ccc(-c2sc3nc(C(F)(F)F)nn3c2-c2cccc(F)c2)cc1,5.07,CHEMBL1129864,CHEMBL155927,7.89,CHEMBL1129864,CHEMBL155927,6.48,-2.8199999999999994,c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,CHEMBL1129864
CS(=O)(=O)c1ccc(-c2sc3nc(C(F)(F)F)nn3c2-c2ccccc2)cc1,5.96,CHEMBL1129864,CHEMBL156482,8.52,CHEMBL1129864,CHEMBL156482,7.24,-2.5599999999999996,c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,CHEMBL1129864
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccc(F)c(F)c2)cc1,4.52,CHEMBL1129864,CHEMBL348645,7.32,CHEMBL1129864,CHEMBL348645,5.92,-2.8000000000000007,c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,CHEMBL1129864
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccc(F)cc2)cc1,4.82,CHEMBL1129864,CHEMBL156493,7.44,CHEMBL1129864,CHEMBL156493,6.130000000000001,-2.62,c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,CHEMBL1129864
CS(=O)(=O)c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,4.37,CHEMBL1129864,CHEMBL158316,6.82,CHEMBL1129864,CHEMBL158316,5.595000000000001,-2.45,c1ccc(-c2sc3ncnn3c2-c2ccccc2)cc1,CHEMBL1129864
CS(=O)(=O)c1ccc(-n2c(-c3ccc(O[11CH3])c(F)c3)cnc2Cl)cc1,5.48,CHEMBL5150013,CHEMBL5169729,8.3,CHEMBL5150013,CHEMBL5169729,6.890000000000001,-2.8200000000000003,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL5150013
CS(=O)(=O)c1ccc(-n2cc(-c3ccc(Cl)cc3)nn2)cc1,4.91,CHEMBL1143392,CHEMBL452660,6.72,CHEMBL1143392,CHEMBL452660,5.8149999999999995,-1.8099999999999996,c1ccc(-c2cn(-c3ccccc3)nn2)cc1,CHEMBL1143392
CS(=O)(=O)c1ccc(-n2cc(-c3ccc(F)cc3)nn2)cc1,4.9,CHEMBL1143392,CHEMBL507789,6.68,CHEMBL1143392,CHEMBL507789,5.79,-1.7799999999999994,c1ccc(-c2cn(-c3ccccc3)nn2)cc1,CHEMBL1143392
CS(=O)(=O)c1ccc(-n2cc(-c3ccccc3)nn2)cc1,4.68,CHEMBL1143392,CHEMBL449930,6.82,CHEMBL1143392,CHEMBL449930,5.75,-2.1400000000000006,c1ccc(-c2cn(-c3ccccc3)nn2)cc1,CHEMBL1143392
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cc3ccccc3cn2)cc1,4.5,CHEMBL1133620,CHEMBL108978,5.92,CHEMBL1133620,CHEMBL108978,5.21,-1.42,c1ccc(-n2ccnc2-c2cc3ccccc3cn2)cc1,CHEMBL1133620
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(Cl)cc2)cc1,4.64,CHEMBL1130039,CHEMBL44516,6.96,CHEMBL1130039,CHEMBL44516,5.8,-2.3200000000000003,c1ccc(-c2nccn2-c2ccccc2)cc1,CHEMBL1130039
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc(F)cc2)cc1,4.44,CHEMBL1130039,CHEMBL432112,7.0,CHEMBL1130039,CHEMBL432112,5.720000000000001,-2.5599999999999996,c1ccc(-c2nccn2-c2ccccc2)cc1,CHEMBL1130039
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2ccc3c(c2)OCO3)cc1,5.96,CHEMBL1130039,CHEMBL296447,6.66,CHEMBL1134614,CHEMBL296447,6.3100000000000005,-0.7000000000000002,c1ccc(-n2ccnc2-c2ccc3c(c2)OCO3)cc1,CHEMBL1134614
CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cnc3ccccc3c2)cc1,4.09,CHEMBL1133620,CHEMBL110446,6.2,CHEMBL1133620,CHEMBL110446,5.145,-2.1100000000000003,c1ccc(-n2ccnc2-c2cnc3ccccc3c2)cc1,CHEMBL1133620
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc(F)cc2F)cc1,4.62,CHEMBL1145864,CHEMBL115752,8.15,CHEMBL1145864,CHEMBL115752,6.385,-3.5300000000000002,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL1145864
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccc3c(c2)CCO3)cc1,6.96,CHEMBL1145864,CHEMBL325894,8.05,CHEMBL1145864,CHEMBL325894,7.505000000000001,-1.0900000000000007,c1ccc(-n2cncc2-c2ccc3c(c2)CCO3)cc1,CHEMBL1145864
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2cccc(Cl)c2Cl)cc1,5.05,CHEMBL1145864,CHEMBL324826,8.22,CHEMBL1145864,CHEMBL324826,6.635,-3.170000000000001,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL1145864
CS(=O)(=O)c1ccc(-n2cnc(Cl)c2-c2ccccc2F)cc1,4.0,CHEMBL1145864,CHEMBL117650,7.55,CHEMBL1145864,CHEMBL117650,5.775,-3.55,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL1145864
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,4.5,CHEMBL1153637,CHEMBL274990,7.0,CHEMBL1127401,CHEMBL274990,5.75,-2.5,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1127401
CS(=O)(=O)c1ccc(-n2nc(COc3cc(F)cc(C#N)c3)cc2-c2ccccc2)cc1,4.0,CHEMBL1149247,CHEMBL376711,6.24,CHEMBL1149247,CHEMBL376711,5.12,-2.24,c1ccc(OCc2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1,CHEMBL1149247
CS(=O)(=O)c1ccc(-n2nc(COc3ccc4c(c3)OCO4)cc2-c2ccccc2)cc1,4.8,CHEMBL1149247,CHEMBL225463,6.35,CHEMBL1149247,CHEMBL225463,5.574999999999999,-1.5499999999999998,c1ccc(-c2cc(COc3ccc4c(c3)OCO4)nn2-c2ccccc2)cc1,CHEMBL1149247
CS(=O)(=O)c1ccc(-n2nc(COc3cccc(N4CCOCC4)c3)cc2-c2ccccc2)cc1,4.42,CHEMBL1149247,CHEMBL373514,6.04,CHEMBL1149247,CHEMBL373514,5.23,-1.62,c1ccc(-c2cc(COc3cccc(N4CCOCC4)c3)nn2-c2ccccc2)cc1,CHEMBL1149247
CS(=O)(=O)c1ccc(-n2nncc2-c2ccc(Cl)cc2)cc1,6.16,CHEMBL1143392,CHEMBL455837,7.4,CHEMBL1143392,CHEMBL455837,6.78,-1.2400000000000002,c1ccc(-c2cnnn2-c2ccccc2)cc1,CHEMBL1143392
CS(=O)(=O)c1ccc(-n2nncc2-c2ccc(F)cc2)cc1,6.04,CHEMBL1143392,CHEMBL457332,7.52,CHEMBL1143392,CHEMBL457332,6.779999999999999,-1.4799999999999995,c1ccc(-c2cnnn2-c2ccccc2)cc1,CHEMBL1143392
CS(=O)(=O)c1ccc(-n2nncc2-c2ccccc2)cc1,6.09,CHEMBL1143392,CHEMBL458647,6.96,CHEMBL1143392,CHEMBL458647,6.525,-0.8700000000000001,c1ccc(-c2cnnn2-c2ccccc2)cc1,CHEMBL1143392
CS(=O)(=O)c1ccc(C2=C(/C=C/c3ccc(F)cc3)C(=O)CC2)cc1,4.57,CHEMBL1132626,CHEMBL23556,6.529999999999999,CHEMBL1132626,CHEMBL23556,5.55,-1.959999999999999,O=C1CCC(c2ccccc2)=C1C=Cc1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(C#Cc3ccccc3)C(=O)CC2)cc1,6.15,CHEMBL1132626,CHEMBL278336,7.205,CHEMBL1132626,CHEMBL278336,6.6775,-1.0549999999999997,O=C1CCC(c2ccccc2)=C1C#Cc1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(Oc3cc(F)cc(F)c3)C(=O)CC2)cc1,4.800000000000001,CHEMBL1132626,CHEMBL23610,6.865,CHEMBL1132626,CHEMBL23610,5.8325000000000005,-2.0649999999999995,O=C1CCC(c2ccccc2)=C1Oc1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(Oc3ccccc3)C(=O)CC2)cc1,4.96,CHEMBL1132626,CHEMBL23649,6.984999999999999,CHEMBL1132626,CHEMBL23649,5.9725,-2.0249999999999995,O=C1CCC(c2ccccc2)=C1Oc1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3cc(Br)ccn3)C(=O)CC2)cc1,4.75,CHEMBL1132626,CHEMBL282242,6.265000000000001,CHEMBL1132626,CHEMBL282242,5.5075,-1.5150000000000006,O=C1CCC(c2ccccc2)=C1c1ccccn1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)c(Cl)c(Cl)c3)C(=O)CC2)cc1,5.6,CHEMBL1132626,CHEMBL278392,7.125,CHEMBL1132626,CHEMBL278392,6.3625,-1.5250000000000004,O=C1CCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)cc(Cl)c3)C(=O)CC2)cc1,5.04,CHEMBL1132626,CHEMBL282924,7.199999999999999,CHEMBL1132626,CHEMBL282924,6.119999999999999,-2.1599999999999993,O=C1CCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3cc(Cl)ccn3)C(=O)CC2)cc1,4.52,CHEMBL1132626,CHEMBL428710,6.5,CHEMBL1132626,CHEMBL428710,5.51,-1.9800000000000004,O=C1CCC(c2ccccc2)=C1c1ccccn1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3cc(F)cc(F)c3)C(=O)CC2)cc1,4.585,CHEMBL1132626,CHEMBL24009,6.21,CHEMBL1132626,CHEMBL24009,5.3975,-1.625,O=C1CCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3cc4ccccc4s3)C(=O)CC2)cc1,7.0,CHEMBL1132626,CHEMBL23378,7.475,CHEMBL1132626,CHEMBL23378,7.2375,-0.47499999999999964,O=C1CCC(c2ccccc2)=C1c1cc2ccccc2s1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)c(F)c3)C(=O)CC2)cc1,6.58,CHEMBL1132626,CHEMBL23175,7.32,CHEMBL1132626,CHEMBL23175,6.95,-0.7400000000000002,O=C1CCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3ccc(Cl)cc3)CC3(CC3)C2)cc1,5.51,CHEMBL1129290,CHEMBL327384,9.0,CHEMBL1129290,CHEMBL327384,7.255,-3.49,c1ccc(C2=C(c3ccccc3)CC3(CC3)C2)cc1,CHEMBL1129290
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)C(=O)CC2)cc1,6.52,CHEMBL1132626,CHEMBL23808,7.550000000000001,CHEMBL1132626,CHEMBL23808,7.035,-1.0300000000000011,O=C1CCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(Cl)c3)CC3(CC3)C2)cc1,5.22,CHEMBL1129290,CHEMBL88286,8.15,CHEMBL1129290,CHEMBL88286,6.6850000000000005,-2.9300000000000006,c1ccc(C2=C(c3ccccc3)CC3(CC3)C2)cc1,CHEMBL1129290
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)CC2)cc1,5.635,CHEMBL1132626,CHEMBL279249,7.265,CHEMBL1132626,CHEMBL279249,6.449999999999999,-1.63,O=C1CCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)N(c3ccccc3)C2)cc1,5.09,CHEMBL1133261,CHEMBL299765,6.0,CHEMBL1133261,CHEMBL299765,5.545,-0.9100000000000001,O=C1C(c2ccccc2)=C(c2ccccc2)CN1c1ccccc1,CHEMBL1133261
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)c(F)c3)C(=O)OC2)cc1,4.89,CHEMBL1131765,CHEMBL18264,6.32,CHEMBL1131765,CHEMBL18264,5.605,-1.4300000000000006,O=C1OCC(c2ccccc2)=C1c1ccccc1,CHEMBL1131765
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)CC2)cc1,5.865,CHEMBL1132626,CHEMBL22812,7.41,CHEMBL1132626,CHEMBL22812,6.6375,-1.545,O=C1CCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)N(c3ccc(C(F)(F)F)cc3)C2)cc1,5.14,CHEMBL1133261,CHEMBL49011,6.02,CHEMBL1133261,CHEMBL49011,5.58,-0.8799999999999999,O=C1C(c2ccccc2)=C(c2ccccc2)CN1c1ccccc1,CHEMBL1133261
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)N(c3ccccc3)C2)cc1,5.57,CHEMBL1133261,CHEMBL298356,6.51,CHEMBL1133261,CHEMBL298356,6.04,-0.9399999999999995,O=C1C(c2ccccc2)=C(c2ccccc2)CN1c1ccccc1,CHEMBL1133261
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)N(c3ccccc3F)C2)cc1,5.6,CHEMBL1133261,CHEMBL300047,6.5,CHEMBL1133261,CHEMBL300047,6.05,-0.9000000000000004,O=C1C(c2ccccc2)=C(c2ccccc2)CN1c1ccccc1,CHEMBL1133261
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)C(=O)OC2)cc1,5.165,CHEMBL1131765,CHEMBL51434,7.109999999999999,CHEMBL1131765,CHEMBL51434,6.137499999999999,-1.9449999999999994,O=C1OCC(c2ccccc2)=C1c1ccccc1,CHEMBL1131765
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC(CF)(CF)C2)cc1,4.24,CHEMBL1127401,CHEMBL322045,7.29,CHEMBL1127401,CHEMBL322045,5.765000000000001,-3.05,c1ccc(C2=C(c3ccccc3)CCC2)cc1,CHEMBL1127401
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CC3(CC3)C2)cc1,5.27,CHEMBL1129290,CHEMBL92154,8.12,CHEMBL1129290,CHEMBL92154,6.694999999999999,-2.8499999999999996,c1ccc(C2=C(c3ccccc3)CC3(CC3)C2)cc1,CHEMBL1129290
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3)CCC2)cc1,4.52,CHEMBL1131087,CHEMBL274893,7.58,CHEMBL1127401,CHEMBL274893,6.05,-3.0600000000000005,c1ccc(C2=C(c3ccccc3)CCC2)cc1,CHEMBL1127401
CS(=O)(=O)c1ccc(C2=C(c3ccc(F)cc3F)CC3(CC3)C2)cc1,6.13,CHEMBL1129290,CHEMBL314297,7.66,CHEMBL1129290,CHEMBL314297,6.895,-1.5300000000000002,c1ccc(C2=C(c3ccccc3)CC3(CC3)C2)cc1,CHEMBL1129290
CS(=O)(=O)c1ccc(C2=C(c3ccc(O)cc3)C(=O)OC2)cc1,5.19,CHEMBL1132833,CHEMBL313527,5.32,CHEMBL1132833,CHEMBL313527,5.255000000000001,-0.1299999999999999,O=C1OCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132833
CS(=O)(=O)c1ccc(C2=C(c3ccc4c(c3)OCO4)CC3(CC3)C2)cc1,5.85,CHEMBL1129290,CHEMBL88549,8.6,CHEMBL1129290,CHEMBL88549,7.225,-2.75,c1ccc(C2=C(c3ccc4c(c3)OCO4)CC3(CC3)C2)cc1,CHEMBL1129290
CS(=O)(=O)c1ccc(C2=C(c3cccc(F)c3)C(=O)CC2)cc1,5.18,CHEMBL1132626,CHEMBL23245,7.16,CHEMBL1132626,CHEMBL23245,6.17,-1.9800000000000004,O=C1CCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3cccc(F)c3)C(=O)OC2)cc1,4.130000000000001,CHEMBL1131765,CHEMBL52285,5.89,CHEMBL1131765,CHEMBL52285,5.01,-1.759999999999999,O=C1OCC(c2ccccc2)=C1c1ccccc1,CHEMBL1131765
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C2)cc1,5.36,CHEMBL1129773,CHEMBL328003,6.96,CHEMBL1129773,CHEMBL328003,6.16,-1.5999999999999996,O=C1CC(c2ccccc2)=C1c1ccccc1,CHEMBL1129773
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)C23CCCC3)cc1,6.3,CHEMBL1129773,CHEMBL90988,7.92,CHEMBL1129773,CHEMBL90988,7.109999999999999,-1.62,O=C1C(c2ccccc2)=C(c2ccccc2)C12CCCC2,CHEMBL1129773
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)CC2)cc1,5.449999999999999,CHEMBL1132626,CHEMBL23170,7.34,CHEMBL1132626,CHEMBL23170,6.395,-1.8900000000000006,O=C1CCC(c2ccccc2)=C1c1ccccc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccc(C(F)(F)F)cc3)C2)cc1,5.29,CHEMBL1133261,CHEMBL297177,6.01,CHEMBL1133261,CHEMBL297177,5.65,-0.7199999999999998,O=C1C(c2ccccc2)=C(c2ccccc2)CN1c1ccccc1,CHEMBL1133261
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccc(F)cc3)C2)cc1,5.23,CHEMBL1133261,CHEMBL48332,6.46,CHEMBL1133261,CHEMBL48332,5.845000000000001,-1.2299999999999995,O=C1C(c2ccccc2)=C(c2ccccc2)CN1c1ccccc1,CHEMBL1133261
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3cccc(Cl)c3)C2)cc1,5.01,CHEMBL1133261,CHEMBL49114,6.0,CHEMBL1133261,CHEMBL49114,5.505,-0.9900000000000002,O=C1C(c2ccccc2)=C(c2ccccc2)CN1c1ccccc1,CHEMBL1133261
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccccc3)C2)cc1,5.62,CHEMBL1133261,CHEMBL49775,6.55,CHEMBL1133261,CHEMBL49775,6.085,-0.9299999999999997,O=C1C(c2ccccc2)=C(c2ccccc2)CN1c1ccccc1,CHEMBL1133261
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)N(c3ccccc3F)C2)cc1,4.97,CHEMBL1133261,CHEMBL298762,6.05,CHEMBL1133261,CHEMBL298762,5.51,-1.08,O=C1C(c2ccccc2)=C(c2ccccc2)CN1c1ccccc1,CHEMBL1133261
CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,4.72,CHEMBL1131765,CHEMBL122,6.5,CHEMBL1131765,CHEMBL122,5.609999999999999,-1.7800000000000002,O=C1OCC(c2ccccc2)=C1c1ccccc1,CHEMBL1131765
CS(=O)(=O)c1ccc(C2=C(c3cccnc3)C(=O)CC2)cc1,4.305,CHEMBL1132626,CHEMBL24429,6.48,CHEMBL1132626,CHEMBL24429,5.3925,-2.1750000000000007,O=C1CCC(c2ccccc2)=C1c1cccnc1,CHEMBL1132626
CS(=O)(=O)c1ccc(C2=CC3(C=C2c2ccc(F)cc2)CC3)cc1,5.88,CHEMBL1129290,CHEMBL89429,7.59,CHEMBL1129290,CHEMBL89429,6.734999999999999,-1.71,C1=C(c2ccccc2)C(c2ccccc2)=CC12CC2,CHEMBL1129290
CS(=O)(=O)c1ccc(C2C(c3ccccc3)=NOC23COc2ccccc2C3=O)cc1,4.98,CHEMBL4138061,CHEMBL4170508,7.05,CHEMBL4138061,CHEMBL4170508,6.015000000000001,-2.0699999999999994,O=C1c2ccccc2OCC12ON=C(c1ccccc1)C2c1ccccc1,CHEMBL4138061
CS(=O)(=O)c1ccc(C2SCC(=O)N2c2ccccc2)cc1,4.02,CHEMBL1139828,CHEMBL399878,6.7,CHEMBL1139828,CHEMBL399878,5.359999999999999,-2.6800000000000006,O=C1CSC(c2ccccc2)N1c1ccccc1,CHEMBL1139828
CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3c(c2)OCCO3)cc1,4.19,CHEMBL3352811,CHEMBL3309451,6.62,CHEMBL3352811,CHEMBL3309451,5.405,-2.4299999999999997,C1=NN(c2ccccc2)C(c2ccc3c(c2)OCCO3)C1,CHEMBL3352811
CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3c(c2)OCO3)cc1,4.24,CHEMBL3352811,CHEMBL3309818,6.85,CHEMBL3352811,CHEMBL3309818,5.545,-2.6099999999999994,C1=NN(c2ccccc2)C(c2ccc3c(c2)OCO3)C1,CHEMBL3352811
CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2ccc3ccccc3c2)cc1,4.41,CHEMBL3352811,CHEMBL3309450,4.75,CHEMBL3352811,CHEMBL3309450,4.58,-0.33999999999999986,C1=NN(c2ccccc2)C(c2ccc3ccccc3c2)C1,CHEMBL3352811
CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3c2OCCO3)cc1,4.39,CHEMBL3352811,CHEMBL3309819,6.68,CHEMBL3352811,CHEMBL3309819,5.535,-2.29,C1=NN(c2ccccc2)C(c2cccc3c2OCCO3)C1,CHEMBL3352811
CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3c2OCO3)cc1,4.97,CHEMBL3352811,CHEMBL3309820,7.39,CHEMBL3352811,CHEMBL3309820,6.18,-2.42,C1=NN(c2ccccc2)C(c2cccc3c2OCO3)C1,CHEMBL3352811
CS(=O)(=O)c1ccc(N2N=C(C(F)(F)F)CC2c2cccc3ccccc23)cc1,4.82,CHEMBL3352811,CHEMBL3309449,6.96,CHEMBL3352811,CHEMBL3309449,5.890000000000001,-2.1399999999999997,C1=NN(c2ccccc2)C(c2cccc3ccccc23)C1,CHEMBL3352811
CS(=O)(=O)c1cnn(-c2ccc(S(N)(=O)=O)cc2)c1-c1ccc(Cl)cc1,4.28,CHEMBL1130002,CHEMBL281001,4.7,CHEMBL1130002,CHEMBL281001,4.49,-0.41999999999999993,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
CSC1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)S1,4.84,CHEMBL1132621,CHEMBL280226,5.75,CHEMBL1132621,CHEMBL280226,5.295,-0.9100000000000001,O=C1N=CSC1=Cc1ccccc1,CHEMBL1132621
CSc1cc(N)ccc1/N=N/c1ccc(S(N)(=O)=O)cc1,4.63,CHEMBL1149501,CHEMBL17161,5.69,CHEMBL1149501,CHEMBL17161,5.16,-1.0600000000000005,c1ccc(N=Nc2ccccc2)cc1,CHEMBL1149501
CSc1ccc(-c2c(-c3ccccc3)nc3sccn23)cc1,6.5,CHEMBL1129863,CHEMBL359143,6.38,CHEMBL1129863,CHEMBL359143,6.4399999999999995,0.1200000000000001,c1ccc(-c2nc3sccn3c2-c2ccccc2)cc1,CHEMBL1129863
CSc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,6.05,CHEMBL1145864,CHEMBL115410,7.96,CHEMBL1145864,CHEMBL115410,7.005,-1.9100000000000001,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL1145864
CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,5.92,CHEMBL1130002,CHEMBL283178,8.05,CHEMBL1130002,CHEMBL283178,6.985,-2.130000000000001,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
CSc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,5.2,CHEMBL1130002,CHEMBL28913,8.43,CHEMBL1130002,CHEMBL28913,6.8149999999999995,-3.2299999999999995,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
CSc1ccc(-c2cn3c(c2-c2ccc(C)cc2)CCC3)cc1,7.52,CHEMBL5257022,CHEMBL5279593,6.05,CHEMBL5257022,CHEMBL5279593,6.785,1.4699999999999998,c1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1,CHEMBL5257022
CSc1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1,5.96,CHEMBL5257022,CHEMBL5274242,6.0,CHEMBL5257022,CHEMBL5274242,5.98,-0.040000000000000036,c1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1,CHEMBL5257022
CSc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,5.68,CHEMBL1130039,CHEMBL45197,6.8,CHEMBL1130039,CHEMBL45197,6.24,-1.12,c1ccc(-c2nccn2-c2ccccc2)cc1,CHEMBL1130039
CSc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,5.45,CHEMBL1130039,CHEMBL42674,8.0,CHEMBL1130039,CHEMBL42674,6.725,-2.55,c1ccc(-c2nccn2-c2ccccc2)cc1,CHEMBL1130039
CSc1ccc(-c2nc3sccn3c2-c2ccccc2)cc1,7.11,CHEMBL1129863,CHEMBL148666,5.3,CHEMBL1129863,CHEMBL148666,6.205,1.8100000000000005,c1ccc(-c2nc3sccn3c2-c2ccccc2)cc1,CHEMBL1129863
CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,6.550000000000001,CHEMBL1909046,CHEMBL18797,6.33,CHEMBL1177708,CHEMBL18797,6.44,0.22000000000000064,C1=Cc2ccccc2C1=Cc1ccccc1,CHEMBL1177708
