clean_smiles,pIC50_cox1,src_doc_cox1,molid_cox1,pIC50_cox2,src_doc_cox2,molid_cox2,M,D,scaffold,src_doc
CN1C(O)=C(C(=O)Nc2ccc(F)cc2F)c2cc(Cl)ccc2S1(=O)=O,6.62,CHEMBL1129978,CHEMBL177606,6.52,CHEMBL1129978,CHEMBL177606,6.57,0.10000000000000053,O=C(Nc1ccccc1)C1=CNS(=O)(=O)c2ccccc21,CHEMBL1129978
CN1C(O)=C(C(=O)Nc2ccccc2Cl)c2cc(Cl)ccc2S1(=O)=O,7.39,CHEMBL1129978,CHEMBL173072,8.1,CHEMBL1129978,CHEMBL173072,7.744999999999999,-0.71,O=C(Nc1ccccc1)C1=CNS(=O)(=O)c2ccccc21,CHEMBL1129978
CN1CC(c2ccc(F)cc2)=C(c2ccccc2)O1,5.23,CHEMBL1134577,CHEMBL319326,5.27,CHEMBL1134577,CHEMBL319326,5.25,-0.03999999999999915,c1ccc(C2=C(c3ccccc3)ONC2)cc1,CHEMBL1134577
CN1CC(c2ccc(S(C)(=O)=O)cc2)=C(c2ccccc2)O1,5.23,CHEMBL1134577,CHEMBL98193,5.27,CHEMBL1134577,CHEMBL98193,5.25,-0.03999999999999915,c1ccc(C2=C(c3ccccc3)ONC2)cc1,CHEMBL1134577
CN1CC(c2ccccc2)=C(c2ccc(F)cc2)O1,5.58,CHEMBL1134577,CHEMBL319590,5.3,CHEMBL1134577,CHEMBL319590,5.4399999999999995,0.28000000000000025,c1ccc(C2=C(c3ccccc3)ONC2)cc1,CHEMBL1134577
CN=[S+](C)([O-])c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,7.37,CHEMBL1811901,CHEMBL1814813,6.81,CHEMBL1811901,CHEMBL1814813,7.09,0.5600000000000005,O=C1OCC(c2ccccc2)=C1c1ccccc1,CHEMBL1811901
CNc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4.86,CHEMBL1130002,CHEMBL29439,7.8,CHEMBL1130002,CHEMBL29439,6.33,-2.9399999999999995,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
CNc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,4.11,CHEMBL1130002,CHEMBL30084,7.57,CHEMBL1130002,CHEMBL30084,5.84,-3.46,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
CNc1ccc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1,4.27,CHEMBL1130039,CHEMBL43103,5.83,CHEMBL1130039,CHEMBL43103,5.05,-1.5600000000000005,c1ccc(-c2nccn2-c2ccccc2)cc1,CHEMBL1130039
CNc1nnc(-c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)s1,6.52,CHEMBL1132622,CHEMBL279755,5.02,CHEMBL1132622,CHEMBL279755,5.77,1.5,c1ccc(-c2nncs2)cc1,CHEMBL1132622
COC(=O)C([11CH3])c1cccc(C(=O)c2ccccc2)c1,7.33,CHEMBL5150013,CHEMBL5181234,5.54,CHEMBL5150013,CHEMBL5181234,6.4350000000000005,1.79,O=C(c1ccccc1)c1ccccc1,CHEMBL5150013
COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,5.03,CHEMBL1137849,CHEMBL184039,6.029999999999999,CHEMBL1137849,CHEMBL184039,5.529999999999999,-0.9999999999999991,c1ccc(Sc2c[nH]c3ccccc23)cc1,CHEMBL1137849
COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1F,4.76,CHEMBL1137849,CHEMBL183101,6.42,CHEMBL1137849,CHEMBL183101,5.59,-1.6600000000000001,c1ccc(Sc2c[nH]c3ccccc23)cc1,CHEMBL1137849
COC(=O)c1cc(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(F)cc2)s1,6.0,CHEMBL1128822,CHEMBL303870,7.16,CHEMBL1128822,CHEMBL303870,6.58,-1.1600000000000001,c1ccc(-c2ccsc2-c2ccccc2)cc1,CHEMBL1128822
COC(=O)c1cc(/N=C/c2ccc(S(N)(=O)=O)cc2)ccc1O,4.62,CHEMBL1141614,CHEMBL446198,5.5,CHEMBL1141614,CHEMBL446198,5.0600000000000005,-0.8799999999999999,C(=Nc1ccccc1)c1ccccc1,CHEMBL1141614
COC(=O)c1ccc(/N=C/c2ccc(S(N)(=O)=O)cc2)cc1,4.25,CHEMBL1141614,CHEMBL255174,5.43,CHEMBL1141614,CHEMBL255174,4.84,-1.1799999999999997,C(=Nc1ccccc1)c1ccccc1,CHEMBL1141614
COC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c(-c2ccc(Cl)cc2)c1Cl,6.39,CHEMBL1130002,CHEMBL28491,6.8,CHEMBL1130002,CHEMBL28491,6.595,-0.41000000000000014,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,4.545,CHEMBL1136665,CHEMBL18498,7.08,CHEMBL1136665,CHEMBL18498,5.8125,-2.535,O=C1OCC(c2ccccc2)=C1c1ccccc1,CHEMBL1136665
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(C)cc4)n3)c2)CCOCC1,5.81,CHEMBL1149247,CHEMBL384659,6.03,CHEMBL1149247,CHEMBL384659,5.92,-0.22000000000000064,c1ccc(-c2cc(COc3cccc(C4CCOCC4)c3)nn2-c2ccccc2)cc1,CHEMBL1149247
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(Cl)cc4)n3)c2)CCOCC1,5.74,CHEMBL1149247,CHEMBL222146,6.03,CHEMBL1149247,CHEMBL222146,5.885,-0.29000000000000004,c1ccc(-c2cc(COc3cccc(C4CCOCC4)c3)nn2-c2ccccc2)cc1,CHEMBL1149247
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(F)cc4)n3)c2)CCOCC1,5.95,CHEMBL1149247,CHEMBL375308,6.02,CHEMBL1149247,CHEMBL375308,5.984999999999999,-0.0699999999999994,c1ccc(-c2cc(COc3cccc(C4CCOCC4)c3)nn2-c2ccccc2)cc1,CHEMBL1149247
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(S(C)(=O)=O)cc4)n3)c2)CCOCC1,4.58,CHEMBL1149247,CHEMBL423638,7.3,CHEMBL1135226,CHEMBL423638,5.9399999999999995,-2.7199999999999998,c1ccc(-c2cc(COc3cccc(C4CCOCC4)c3)nn2-c2ccccc2)cc1,CHEMBL1135226
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccc(S(N)(=O)=O)cc4)n3)c2)CCOCC1,4.59,CHEMBL1149247,CHEMBL374427,7.0,CHEMBL1149247,CHEMBL374427,5.795,-2.41,c1ccc(-c2cc(COc3cccc(C4CCOCC4)c3)nn2-c2ccccc2)cc1,CHEMBL1149247
COC1(c2cc(F)cc(OCc3cc(-c4ccccc4)n(-c4ccccc4)n3)c2)CCOCC1,5.15,CHEMBL1149247,CHEMBL223691,6.21,CHEMBL1149247,CHEMBL223691,5.68,-1.0599999999999996,c1ccc(-c2cc(COc3cccc(C4CCOCC4)c3)nn2-c2ccccc2)cc1,CHEMBL1149247
COC1CC(C2OC3CC(CCC4CC(O)CC(O)C4)CCC3OC2CO)CC(OC)C1O,5.72,CHEMBL5244242,CHEMBL5270978,5.0,CHEMBL5244242,CHEMBL5270978,5.359999999999999,0.7199999999999998,C1CCC(CCC2CCC3OCC(C4CCCCC4)OC3C2)CC1,CHEMBL5244242
COC1c2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(C)n2CC1(C)C,6.3,CHEMBL5257022,CHEMBL5277274,5.12,CHEMBL5257022,CHEMBL5277274,5.71,1.1799999999999997,c1ccc(-c2cn3c(c2-c2ccccc2)CCC3)cc1,CHEMBL5257022
COCCNC(=O)c1cc(C(C)(C)C)c2c(c1)C(C)(C)CO2,6.0,CHEMBL1131087,CHEMBL419947,7.52,CHEMBL1131087,CHEMBL419947,6.76,-1.5199999999999996,c1ccc2c(c1)CCO2,CHEMBL1131087
CON(C)C1=NC(=O)/C(=C/c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)S1,5.24,CHEMBL1132621,CHEMBL16855,4.75,CHEMBL1132621,CHEMBL16855,4.995,0.4900000000000002,O=C1N=CSC1=Cc1ccccc1,CHEMBL1132621
COc1c(C(C)(C)C)cc(-c2nnc(SC)s2)cc1C(C)(C)C,6.11,CHEMBL1132622,CHEMBL280326,6.47,CHEMBL1132622,CHEMBL280326,6.29,-0.35999999999999943,c1ccc(-c2nncs2)cc1,CHEMBL1132622
COc1c(C)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(C)(=O)=O)cc2)cc1C,4.04,CHEMBL1130039,CHEMBL43331,6.14,CHEMBL1130039,CHEMBL43331,5.09,-2.0999999999999996,c1ccc(-c2nccn2-c2ccccc2)cc1,CHEMBL1130039
COc1c(Cl)cc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,4.11,CHEMBL1130002,CHEMBL287646,7.68,CHEMBL1130002,CHEMBL287646,5.895,-3.5699999999999994,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COc1c(Cl)cc(C2=C(c3ccc(S(N)(=O)=O)cc3)CC3(CC3)C2)cc1Cl,4.79,CHEMBL1129290,CHEMBL88493,8.4,CHEMBL1129290,CHEMBL88493,6.595000000000001,-3.6100000000000003,c1ccc(C2=C(c3ccccc3)CC3(CC3)C2)cc1,CHEMBL1129290
COc1c(Cl)cc(C2=C(c3ccc(S(N)(=O)=O)cc3)CCC2)cc1Cl,4.14,CHEMBL1128591,CHEMBL321643,8.05,CHEMBL1128591,CHEMBL321643,6.095000000000001,-3.910000000000001,c1ccc(C2=C(c3ccccc3)CCC2)cc1,CHEMBL1128591
COc1c(F)cc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,4.2,CHEMBL1130002,CHEMBL29456,6.46,CHEMBL1130002,CHEMBL29456,5.33,-2.26,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COc1c(F)cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)cc1F,4.46,CHEMBL1130039,CHEMBL43317,7.52,CHEMBL1130039,CHEMBL43317,5.99,-3.0599999999999996,c1ccc(-c2nccn2-c2ccccc2)cc1,CHEMBL1130039
COc1c(OC)c(O)c2c(=O)cc(C)oc2c1Br,4.53,CHEMBL1681761,CHEMBL1684153,4.59,CHEMBL1681761,CHEMBL1684153,4.5600000000000005,-0.05999999999999961,O=c1ccoc2ccccc12,CHEMBL1681761
COc1c(OC)c(O)c2c(=O)cc(C)oc2c1Cl,4.57,CHEMBL1681761,CHEMBL1684152,4.36,CHEMBL1681761,CHEMBL1684152,4.465,0.20999999999999996,O=c1ccoc2ccccc12,CHEMBL1681761
COc1cc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,4.3,CHEMBL3822383,CHEMBL3823276,4.66,CHEMBL3822383,CHEMBL3823276,4.48,-0.3600000000000003,O=C(NN=Cc1cc2ccccc2oc1=O)c1cc(-c2ccccc2)n(-c2ccccc2)n1,CHEMBL3822383
COc1cc(-c2cc(C(=O)OCCOc3cc(=O)oc4ccccc34)nn2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,4.32,CHEMBL4052777,CHEMBL4062197,6.54,CHEMBL4052777,CHEMBL4062197,5.43,-2.2199999999999998,O=C(OCCOc1cc(=O)oc2ccccc12)c1cc(-c2ccccc2)n(-c2ccccc2)n1,CHEMBL4052777
COc1cc(-c2cc(C(=O)OCCOc3ccc4ccc(=O)oc4c3)nn2-c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,4.28,CHEMBL4052777,CHEMBL4082622,6.64,CHEMBL4052777,CHEMBL4082622,5.46,-2.3599999999999994,O=C(OCCOc1ccc2ccc(=O)oc2c1)c1cc(-c2ccccc2)n(-c2ccccc2)n1,CHEMBL4052777
COc1cc(-c2nc(C(F)(F)F)cn2-c2ccc(S(N)(=O)=O)cc2)ccc1Cl,5.07,CHEMBL1130039,CHEMBL289561,7.7,CHEMBL1130039,CHEMBL289561,6.385,-2.63,c1ccc(-c2nccn2-c2ccccc2)cc1,CHEMBL1130039
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,4.76,CHEMBL1145498,CHEMBL140,4.529999999999999,CHEMBL1141914,CHEMBL140,4.645,0.23000000000000043,O=C(C=Cc1ccccc1)CC(=O)C=Cc1ccccc1,CHEMBL1141914
COc1cc(/C=C/C(=O)Nc2ccc3sc(NCN4C(=O)CSC4=O)nc3c2)ccc1O,4.22,CHEMBL6103588,CHEMBL6149620,6.73,CHEMBL6103588,CHEMBL6149620,5.475,-2.5100000000000007,O=C(C=Cc1ccccc1)Nc1ccc2sc(NCN3C(=O)CSC3=O)nc2c1,CHEMBL6103588
COc1cc(/C=C/C(=O)O)cc(OC)c1O,4.41,CHEMBL2010645,CHEMBL109341,4.55,CHEMBL2010645,CHEMBL109341,4.48,-0.13999999999999968,c1ccccc1,CHEMBL2010645
COc1cc(/C=C/C(=O)[N-]S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)ccc1[O-],7.64,CHEMBL5236621,CHEMBL5283814,7.64,CHEMBL5518160,CHEMBL5283814,7.64,0.0,O=C(C=Cc1ccccc1)[N-]S(=O)(=O)c1ccc(-n2nccc2-c2ccccc2)cc1,CHEMBL5518160
COc1cc(/C=C/c2cc(/C=C/c3cc(CC=C(C)C)c(O)c(OC)c3)[nH]n2)cc(CC=C(C)C)c1O,7.89,CHEMBL3286393,CHEMBL3290441,7.89,CHEMBL3286393,CHEMBL3290441,7.89,0.0,C(=Cc1cc(C=Cc2ccccc2)[nH]n1)c1ccccc1,CHEMBL3286393
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1,6.16,CHEMBL1140997,CHEMBL83527,5.654999999999999,CHEMBL1140997,CHEMBL83527,5.9075,0.5050000000000008,C(=Cc1ccccc1)c1ccccc1,CHEMBL1140997
COc1cc(/C=C/c2ccc([N+](=O)[O-])cc2)cc(OC)c1,5.0,CHEMBL1140997,CHEMBL210300,5.23,CHEMBL1140997,CHEMBL210300,5.115,-0.23000000000000043,C(=Cc1ccccc1)c1ccccc1,CHEMBL1140997
COc1cc(/C=N/C2=NN=C(N)C2c2ccc(Cl)nn2)cc(OC)c1OC,5.02,CHEMBL5576156,CHEMBL5593987,5.94,CHEMBL5576156,CHEMBL5593987,5.48,-0.9200000000000008,C1=NN=C(N=Cc2ccccc2)C1c1cccnn1,CHEMBL5576156
COc1cc(/C=N/C2=NNC(=O)C2c2ccc(Cl)nn2)cc(OC)c1OC,4.84,CHEMBL5576156,CHEMBL5591913,5.82,CHEMBL5576156,CHEMBL5591913,5.33,-0.9800000000000004,O=C1NN=C(N=Cc2ccccc2)C1c1cccnn1,CHEMBL5576156
COc1cc(/C=N/c2ccc(S(N)(=O)=O)cc2)ccc1O,4.11,CHEMBL1141614,CHEMBL270264,5.53,CHEMBL1141614,CHEMBL270264,4.82,-1.42,C(=Nc1ccccc1)c1ccccc1,CHEMBL1141614
COc1cc(/C=c2\c(=O)[nH]n3c(=O)c4ccccc4nc23)cc(OC)c1OC,6.17,CHEMBL5241097,CHEMBL5271224,7.33,CHEMBL5241097,CHEMBL5271224,6.75,-1.1600000000000001,O=c1[nH]n2c(=O)c3ccccc3nc2c1=Cc1ccccc1,CHEMBL5241097
COc1cc(C(=O)[N-]S(=O)(=O)c2ccc(-n3nc(C(F)(F)F)cc3-c3ccc(C)cc3)cc2)ccc1[O-],7.96,CHEMBL5236621,CHEMBL5273339,7.96,CHEMBL5518160,CHEMBL5273339,7.96,0.0,O=C([N-]S(=O)(=O)c1ccc(-n2nccc2-c2ccccc2)cc1)c1ccccc1,CHEMBL5518160
COc1cc(C)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,5.02,CHEMBL1287644,CHEMBL1288602,5.48,CHEMBL1287644,CHEMBL1288602,5.25,-0.46000000000000085,C1=Cc2ccccc2OC1,CHEMBL1287644
COc1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,4.59,CHEMBL1287644,CHEMBL1288601,6.62,CHEMBL1287644,CHEMBL1288601,5.605,-2.0300000000000002,C1=Cc2ccccc2OC1,CHEMBL1287644
COc1cc(F)cc(OCc2cc(-c3ccccc3)n(-c3ccc(S(C)(=O)=O)cc3)n2)c1,4.35,CHEMBL1149247,CHEMBL375127,6.51,CHEMBL1149247,CHEMBL375127,5.43,-2.16,c1ccc(OCc2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1,CHEMBL1149247
COc1cc(O)c2c(=O)cc(C)oc2c1,4.75,CHEMBL1681761,CHEMBL446974,4.7,CHEMBL1681761,CHEMBL446974,4.725,0.04999999999999982,O=c1ccoc2ccccc12,CHEMBL1681761
COc1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,6.5,CHEMBL1287644,CHEMBL1290683,6.17,CHEMBL1287644,CHEMBL1290683,6.335,0.33000000000000007,C1=Cc2ccccc2OC1,CHEMBL1287644
COc1cc(OC)cc(OCc2cc(-c3ccccc3)n(-c3ccc(S(C)(=O)=O)cc3)n2)c1,4.6,CHEMBL1149247,CHEMBL222902,6.06,CHEMBL1149247,CHEMBL222902,5.33,-1.46,c1ccc(OCc2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1,CHEMBL1149247
COc1cc(OCc2cc(-c3ccccc3)n(-c3ccc(S(C)(=O)=O)cc3)n2)cc(OC)c1OC,4.75,CHEMBL1149247,CHEMBL373434,6.66,CHEMBL1149247,CHEMBL373434,5.705,-1.9100000000000001,c1ccc(OCc2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1,CHEMBL1149247
COc1cc2c(CC(=O)NCCCO[N+](=O)[O-])c(C)n(C(=O)c3ccc(Cl)cc3)c2cc1Cl,4.8,CHEMBL1138326,CHEMBL237400,5.24,CHEMBL1138326,CHEMBL237400,5.02,-0.4400000000000004,O=C(c1ccccc1)n1ccc2ccccc21,CHEMBL1138326
COc1cc2c(CC(=O)O)c(C)n(C(=O)c3ccc(Cl)cc3)c2cc1Cl,5.8,CHEMBL1138326,CHEMBL237399,5.39,CHEMBL1138326,CHEMBL237399,5.595,0.41000000000000014,O=C(c1ccccc1)n1ccc2ccccc21,CHEMBL1138326
COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,5.56,CHEMBL1151064,CHEMBL328009,8.05,CHEMBL1151064,CHEMBL328009,6.805,-2.490000000000001,c1ccc(-n2ncc3c2-c2ccccc2CS3)cc1,CHEMBL1151064
COc1cc2oc(C)cc(=O)c2c(O)c1O,4.7,CHEMBL1681761,CHEMBL1684146,4.81,CHEMBL1681761,CHEMBL1684146,4.755,-0.10999999999999943,O=c1ccoc2ccccc12,CHEMBL1681761
COc1cc2oc(C)cc(=O)c2c(O)c1OC,4.65,CHEMBL1681761,CHEMBL1684136,4.71,CHEMBL1681761,CHEMBL1684136,4.68,-0.05999999999999961,O=c1ccoc2ccccc12,CHEMBL1681761
COc1cc2oc(C)cc(=O)c2c(O)c1OCC=C(C)C,4.73,CHEMBL1681761,CHEMBL1684149,4.81,CHEMBL1681761,CHEMBL1684149,4.77,-0.07999999999999918,O=c1ccoc2ccccc12,CHEMBL1681761
COc1cc2oc(C)cc(=O)c2c(OCC=C(C)C)c1OC,4.64,CHEMBL1681761,CHEMBL1684142,4.75,CHEMBL1681761,CHEMBL1684142,4.695,-0.11000000000000032,O=c1ccoc2ccccc12,CHEMBL1681761
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,4.96,CHEMBL1138688,CHEMBL184341,8.3,CHEMBL1138688,CHEMBL184341,6.630000000000001,-3.3400000000000007,c1ccc(-c2ccccc2-c2ccccc2)cc1,CHEMBL1138688
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,4.72,CHEMBL1138688,CHEMBL184122,7.89,CHEMBL1138688,CHEMBL184122,6.305,-3.17,c1ccc(-c2ccccc2-c2ccccc2)cc1,CHEMBL1138688
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1F,4.65,CHEMBL1138688,CHEMBL182820,7.89,CHEMBL1138688,CHEMBL182820,6.27,-3.2399999999999993,c1ccc(-c2ccccc2-c2ccccc2)cc1,CHEMBL1138688
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)oc3ccccc23)cc1Cl,5.24,CHEMBL1128047,CHEMBL76861,7.7,CHEMBL1128047,CHEMBL76861,6.470000000000001,-2.46,c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1,CHEMBL1128047
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)oc3ccccc23)cc1F,5.95,CHEMBL1128047,CHEMBL76692,8.3,CHEMBL1128047,CHEMBL76692,7.125,-2.3500000000000005,c1ccc(-c2oc3ccccc3c2-c2ccccc2)cc1,CHEMBL1128047
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)c(F)c1,6.96,CHEMBL1145864,CHEMBL117528,7.82,CHEMBL1145864,CHEMBL117528,7.390000000000001,-0.8600000000000003,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL1145864
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,5.89,CHEMBL1145864,CHEMBL333651,7.96,CHEMBL1145864,CHEMBL333651,6.925,-2.0700000000000003,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL1145864
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1F,5.24,CHEMBL1142971,CHEMBL117862,7.05,CHEMBL1145864,CHEMBL117862,6.145,-1.8099999999999996,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL1145864
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,5.92,CHEMBL1145864,CHEMBL115979,8.3,CHEMBL1145864,CHEMBL115979,7.11,-2.380000000000001,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL1145864
COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F,5.6,CHEMBL1142971,CHEMBL435381,7.74,CHEMBL1145864,CHEMBL435381,6.67,-2.1400000000000006,c1ccc(-c2cncn2-c2ccccc2)cc1,CHEMBL1145864
COc1ccc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1,5.07,CHEMBL1130002,CHEMBL29423,7.1850000000000005,CHEMBL1130002,CHEMBL29423,6.1275,-2.115,c1ccc(-c2cc(-c3ccccc3)n(-c3ccccc3)n2)cc1,CHEMBL1130002
COc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,4.07,CHEMBL3822383,CHEMBL3823400,4.99,CHEMBL3822383,CHEMBL3823400,4.53,-0.9199999999999999,O=C(NN=Cc1cc2ccccc2oc1=O)c1cc(-c2ccccc2)n(-c2ccccc2)n1,CHEMBL3822383
COc1ccc(-c2cc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)nn2-c2ccc(S(N)(=O)=O)cc2)cc1OC,4.16,CHEMBL3822383,CHEMBL3822638,4.98,CHEMBL3822383,CHEMBL3822638,4.57,-0.8200000000000003,O=C(NN=Cc1cc2ccccc2oc1=O)c1cc(-c2ccccc2)n(-c2ccccc2)n1,CHEMBL3822383
COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(Cl)cc2)cc1,7.75,CHEMBL1130002,CHEMBL30011,6.12,CHEMBL1130002,CHEMBL30011,6.9350000000000005,1.63,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(OC)cc2)cc1,8.3,CHEMBL1130002,CHEMBL29204,6.12,CHEMBL1130002,CHEMBL29204,7.210000000000001,2.1800000000000006,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,5.59,CHEMBL1130002,CHEMBL29839,8.1,CHEMBL1130002,CHEMBL29839,6.845,-2.51,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1C,4.81,CHEMBL1130002,CHEMBL29887,8.03,CHEMBL1130002,CHEMBL29887,6.42,-3.2199999999999998,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,6.08,CHEMBL1130002,CHEMBL282085,7.82,CHEMBL1130002,CHEMBL282085,6.95,-1.7400000000000002,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1Cl,4.56,CHEMBL1130002,CHEMBL286953,7.57,CHEMBL1130002,CHEMBL286953,6.0649999999999995,-3.0100000000000007,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,4.44,CHEMBL1130002,CHEMBL28636,7.3,CHEMBL1130002,CHEMBL28636,5.87,-2.8599999999999994,c1ccc(-c2ccnn2-c2ccccc2)cc1,CHEMBL1130002
COc1ccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccc(C)cc2)cc1,4.32,CHEMBL4229460,CHEMBL4249752,6.64,CHEMBL4229460,CHEMBL4249752,5.48,-2.3199999999999994,O=C(COc1ccc2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccccc2)n(-c2ccccc2)n1,CHEMBL4229460
COc1ccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccc(Cl)cc2)cc1,4.33,CHEMBL4229460,CHEMBL4243440,6.46,CHEMBL4229460,CHEMBL4243440,5.395,-2.13,O=C(COc1ccc2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccccc2)n(-c2ccccc2)n1,CHEMBL4229460
COc1ccc(-c2cc(COC(=O)COc3cc(O)c4c(=O)cc(-c5ccccc5)oc4c3)nn2-c2ccccc2)cc1,4.38,CHEMBL4229460,CHEMBL4239643,6.27,CHEMBL4229460,CHEMBL4239643,5.324999999999999,-1.8899999999999997,O=C(COc1ccc2c(=O)cc(-c3ccccc3)oc2c1)OCc1cc(-c2ccccc2)n(-c2ccccc2)n1,CHEMBL4229460
COc1ccc(-c2cc(F)c(F)cc2-c2ccc(S(N)(=O)=O)cc2)cc1C,4.96,CHEMBL1129066,CHEMBL51860,8.3,CHEMBL1129066,CHEMBL51860,6.630000000000001,-3.3400000000000007,c1ccc(-c2ccccc2-c2ccccc2)cc1,CHEMBL1129066
